ID,site number,site location,cluster name,site acronym,date,month,sample type,MIB (ng/L) ASU,Geosmin  (ng/L) ASU,Beta-cyclocitral (ng/L),IPMP Recovery (%),MIB (ng/L) Phoenix,Geosmin  (ng/L) Phoenix,comments
3189,SPT Out,Tempe's South Plant treated water,tempe,STP Out,4/13/2004,4/13/2004,,,,,,,,
3190,Green In,Greenway WTP Inlet,srp,Green In,4/13/2004,4/13/2004,,0,2.6,6.3,,,,
3191,Green Out,Greenway WTP Outlet,srp,Green Out,4/13/2004,4/13/2004,,0,0,0,,,,
3192,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,4/13/2004,4/13/2004,,0,0,3.3,,,,
3193,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,4/13/2004,4/13/2004,,0,0,3.1,,,,
3194,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,4/13/2004,4/13/2004,,0,4.3,,,,,
3195,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,4/13/2004,4/13/2004,,0,2.1,,,,,
3196,R9A,Saguaro Lake near inlet,salt,saguaro-epi,4/13/2004,4/13/2004,,0,0,,,,,
3197,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,4/13/2004,4/13/2004,,2,0,,,,,
3198,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,4/13/2004,4/13/2004,,0,0,,,,,
3199,R20,Verde River at Tangle,verde,verde abv horseshoe,4/13/2004,4/13/2004,,,,,,,,
3200,Havasu 1,Havasu lake Sample,,Havasu 1,4/13/2004,4/13/2004,,,,,,,,
3201,Havasu 2,Havasu lake Sample,,Havasu 2,4/13/2004,4/13/2004,,,,,,,,
3202,Roosvelt,SRP above Roosevelt Lake,,Above Roosevelt,4/13/2004,4/13/2004,,,,,,,,
3203,R1,CAP canal above Waddell Canal,cap,cap-siphon,4/13/2004,4/13/2004,,,,,,,,
3204,R4,Cap Canal at 7th St.,cap,cap @ 7th st,4/13/2004,4/13/2004,,,,,,,,
3205,R4-Dup,Cap Canal at 7th St.,cap,cap @ 7th st dup,4/13/2004,4/13/2004,,,,,,,,
3206,R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,4/13/2004,4/13/2004,,,,,,,,
3207,R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,4/13/2004,4/13/2004,,,,,,,,
3208,R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,4/13/2004,4/13/2004,,,,,,,,
3209,Mesa,AZ Canal at Mesa Dr.,srp,az canal @ Mesa,4/13/2004,4/13/2004,,,,,,,,
3210,Scotts,AZ Canal at Scottsdale Rd.,srp,az canal @ scotts.,4/13/2004,4/13/2004,,,,,,,,
3211,R3,Waddell Canal,cap,waddell canal,5/18/2004,5/18/2004,,0,0,0,,,,
3212,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,5/18/2004,5/18/2004,,0,0,2.4,,,,
3213,R11,CAP Canal at Cross-connect,cap,cap @ x con,5/18/2004,5/18/2004,,0,0,4.2,,,,
3214,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,5/18/2004,5/18/2004,,3,0,2.9,,,,
3215,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,5/18/2004,5/18/2004,,2.3,0,4.4,,,,
3216,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,5/18/2004,5/18/2004,,3.7,2.2,0,,,,
3217,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,5/18/2004,5/18/2004,,3.1,0,4.9,,,,
3218,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,5/18/2004,5/18/2004,,3.7,5,6.7,,,,
3219,R17,Deer Valley WTP treated water,srp,deer valley-treated,5/18/2004,5/18/2004,,2.3,8.2,0,,,,
3220,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,5/18/2004,5/18/2004,,2.4,0,4.8,,,,
3221,R19,Val Vista WTP treated water,srp,val vista-treated,5/18/2004,5/18/2004,,0,0,4.8,,,,
3222,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,5/18/2004,5/18/2004,,3.9,2.2,5.5,,,,
3223,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,5/18/2004,5/18/2004,,3.3,0,5.2,,,,
3224,R25,verde river at beeline highway,verde,verde @ beeline,5/18/2004,5/18/2004,,6.9,3.2,9,,,,
3225,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,5/18/2004,5/18/2004,,2.2,0,4.6,,,,
3226,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,5/18/2004,5/18/2004,,2.1,0,5.5,,,,
3227,UH In,Union Hills Inlet,cap,Union Hills Inlet,5/18/2004,5/18/2004,,0,0,0,,,,
3228,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,5/18/2004,5/18/2004,,0,0,0,,,,
3229,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,5/18/2004,5/18/2004,,3.2,0,5.1,,,,
3230,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,5/18/2004,5/18/2004,,2.1,0,2.6,,,,
3231,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,5/18/2004,5/18/2004,,2,0,2.5,,,,
3232,HTC,Head of the Tempe Canal,tempe,head of tempe canal,5/18/2004,5/18/2004,,2.7,0,3.5,,,,
3233,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,5/18/2004,5/18/2004,,0,0,0,,,,
3234,SPT Out,Tempe's South Plant treated water,tempe,STP Out,5/18/2004,5/18/2004,,0,0,0,,,,
3235,Green In,Greenway WTP Inlet,srp,Green In,5/18/2004,5/18/2004,,3.4,13.8,4.7,,,,
3236,Green Out,Greenway WTP Outlet,srp,Green Out,5/18/2004,5/18/2004,,0,0,0,,,,
3237,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,5/18/2004,5/18/2004,,,,,,,,
3238,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,5/18/2004,5/18/2004,,,,,,,,
3239,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,5/18/2004,5/18/2004,,4.3,4.1,2.8,,,,
3240,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,5/18/2004,5/18/2004,,0,0,0,,,,
3241,R9A,Saguaro Lake near inlet,salt,saguaro-epi,5/18/2004,5/18/2004,,0,0,2.7,,,,
3242,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,5/18/2004,5/18/2004,,0,0,0,,,,
3243,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,5/18/2004,5/18/2004,,0,0,0,,,,
3244,R20,Verde River at Tangle,verde,verde abv horseshoe,5/27/2004,5/27/2004,,0,5.7,0,,,,
3245,Havasu 1,Havasu lake Sample,,Havasu 1,5/18/2004,5/18/2004,,,,,,,,
3246,Havasu 2,Havasu lake Sample,,Havasu 2,5/18/2004,5/18/2004,,,,,,,,
3247,Roosvelt,SRP above Roosevelt Lake,,Above Roosevelt,5/18/2004,5/18/2004,,,,,,,,
3248,R1,CAP canal above Waddell Canal,cap,cap-siphon,5/18/2004,5/18/2004,,,,,,,,
3249,R4,Cap Canal at 7th St.,cap,cap @ 7th st,5/18/2004,5/18/2004,,,,,,,,
3250,R4-Dup,Cap Canal at 7th St.,cap,cap @ 7th st dup,5/18/2004,5/18/2004,,,,,,,,
3251,R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,5/18/2004,5/18/2004,,,,,,,,
3252,R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,5/18/2004,5/18/2004,,,,,,,,
3253,R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,5/18/2004,5/18/2004,,,,,,,,
3254,Mesa,AZ Canal at Mesa Dr.,srp,az canal @ Mesa,5/18/2004,5/18/2004,,,,,,,,
3255,Scotts,AZ Canal at Scottsdale Rd.,srp,az canal @ scotts.,5/18/2004,5/18/2004,,,,,,,,
3256,R3,Waddell Canal,cap,waddell canal,6/21/2004,6/21/2004,,,,,,,,
3257,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,6/21/2004,6/21/2004,,0,0,6.3,,,,
3258,R11,CAP Canal at Cross-connect,cap,cap @ x con,6/21/2004,6/21/2004,,0,0,7.6,,,,
3259,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,6/21/2004,6/21/2004,,0,0,7.8,,,,
3260,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,6/21/2004,6/21/2004,,2.2,0,4.9,,,,
3261,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,6/21/2004,6/21/2004,,10.3,5,9.7,,,,
3262,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,6/21/2004,6/21/2004,,2.5,0,2.5,,,,
3263,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,6/21/2004,6/21/2004,,13.6,8.1,11.9,,,,
3264,R17,Deer Valley WTP treated water,srp,deer valley-treated,6/21/2004,6/21/2004,,4.2,0,0,,,,
3265,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,6/21/2004,6/21/2004,,0,0,5.7,,,,
3266,R19,Val Vista WTP treated water,srp,val vista-treated,6/21/2004,6/21/2004,,0,0,3.2,,,,
3267,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,6/21/2004,6/21/2004,,14.1,4.9,9.1,,,,
3268,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,6/21/2004,6/21/2004,,8.5,3.5,6.2,,,,
3269,R25,verde river at beeline highway,verde,verde @ beeline,6/21/2004,6/21/2004,,11.1,7.7,7,,,,
3270,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,6/21/2004,6/21/2004,,3,0,4.5,,,,
3271,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,6/21/2004,6/21/2004,,2.8,2.8,7.1,,,,
3272,UH In,Union Hills Inlet,cap,Union Hills Inlet,6/21/2004,6/21/2004,,0,0,0,,,,
3273,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,6/21/2004,6/21/2004,,0,0,0,,,,
3274,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,6/21/2004,6/21/2004,,9.2,6.6,9.7,,,,
3275,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,6/21/2004,6/21/2004,,,,,,,,
3276,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,6/21/2004,6/21/2004,,2.7,0,4,,,,
3277,HTC,Head of the Tempe Canal,tempe,head of tempe canal,6/21/2004,6/21/2004,,4.9,2.1,7.2,,,,
3278,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,6/21/2004,6/21/2004,,0,0,4.5,,,,
3279,SPT Out,Tempe's South Plant treated water,tempe,STP Out,6/21/2004,6/21/2004,,2.3,0,0,,,,
3280,Green In,Greenway WTP Inlet,srp,Green In,6/21/2004,6/21/2004,,14.3,11.2,6.6,,,,
3281,Green Out,Greenway WTP Outlet,srp,Green Out,6/21/2004,6/21/2004,,0,0,2.3,,,,
3282,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,6/29/2004,6/29/2004,,0,0,11,,,,
3283,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,6/29/2004,6/29/2004,,0,0,13.7,,,,
3284,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,6/21/2004,6/21/2004,,2.8,7.8,7,,,,
3285,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,6/21/2004,6/21/2004,,0,0,0,,,,
3286,R9A,Saguaro Lake near inlet,salt,saguaro-epi,6/21/2004,6/21/2004,,0,3.5,6.8,,,,
3287,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,6/21/2004,6/21/2004,,0,2.4,6.5,,,,
3288,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,6/21/2004,6/21/2004,,0,0,0,,,,
3289,R20,Verde River at Tangle,verde,verde abv horseshoe,6/24/2004,6/24/2004,,24.2,9.5,4.4,,,,
3290,Havasu 1,Havasu lake Sample,,Havasu 1,6/22/2004,6/22/2004,,0,2.5,3.6,,,,
3291,Havasu 2,Havasu lake Sample,,Havasu 2,6/22/2004,6/22/2004,,0,0,6.4,,,,
3292,Roosvelt,SRP above Roosevelt Lake,,Above Roosevelt,6/21/2004,6/21/2004,,,,,,,,
3293,R1,CAP canal above Waddell Canal,cap,cap-siphon,6/21/2004,6/21/2004,,,,,,,,
3294,R4,Cap Canal at 7th St.,cap,cap @ 7th st,6/21/2004,6/21/2004,,,,,,,,
3295,R4-Dup,Cap Canal at 7th St.,cap,cap @ 7th st dup,6/21/2004,6/21/2004,,,,,,,,
3296,R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,6/21/2004,6/21/2004,,,,,,,,
3297,R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,6/21/2004,6/21/2004,,,,,,,,
3298,R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,6/21/2004,6/21/2004,,,,,,,,
3299,Mesa,AZ Canal at Mesa Dr.,srp,az canal @ Mesa,6/21/2004,6/21/2004,,,,,,,,
3300,Scotts,AZ Canal at Scottsdale Rd.,srp,az canal @ scotts.,6/21/2004,6/21/2004,,,,,,,,
3301,R3,Waddell Canal,cap,waddell canal,7/6/2004,7/6/2004,,0,0,3.2,,,,
3302,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,7/6/2004,7/6/2004,,0,0,11.2,,,,
3303,R11,CAP Canal at Cross-connect,cap,cap @ x con,7/6/2004,7/6/2004,,0,0,12.2,,,,
3304,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,7/6/2004,7/6/2004,,3.1,3.1,9.7,,,,
3305,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,7/6/2004,7/6/2004,,3.2,2.2,26.2,,,,
3306,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,7/6/2004,7/6/2004,,38,14,12.8,,,,
3307,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,7/6/2004,7/6/2004,,13.1,5,9.9,,,,
3308,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,7/6/2004,7/6/2004,,45.1,15.6,11.2,,,,
3309,R17,Deer Valley WTP treated water,srp,deer valley-treated,7/6/2004,7/6/2004,,13.3,5.7,11.5,,,,
3310,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,7/6/2004,7/6/2004,,4.5,3.2,7.9,,,,
3311,R19,Val Vista WTP treated water,srp,val vista-treated,7/6/2004,7/6/2004,,2.8,0,4.2,,,,
3312,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,7/6/2004,7/6/2004,,47.3,14.6,12.3,,,,
3313,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,7/6/2004,7/6/2004,,25.2,11.1,12.3,,,,
3314,R25,verde river at beeline highway,verde,verde @ beeline,7/6/2004,7/6/2004,,29.6,9.4,8.6,,,,
3315,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,7/6/2004,7/6/2004,,4.9,4,16.1,,,,
3316,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,7/6/2004,7/6/2004,,6.6,8.8,15.3,,,,
3317,UH In,Union Hills Inlet,cap,Union Hills Inlet,7/6/2004,7/6/2004,,0,0,4.1,,,,
3318,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,7/6/2004,7/6/2004,,0,0,2.6,,,,
3319,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,7/6/2004,7/6/2004,,24.3,12.9,8.1,,,,
3320,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,7/6/2004,7/6/2004,,12.5,5.3,6.2,,,,
3321,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,7/6/2004,7/6/2004,,4.8,2.4,8.4,,,,
3322,HTC,Head of the Tempe Canal,tempe,head of tempe canal,7/6/2004,7/6/2004,,9.9,4.2,14.6,,,,
3323,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,7/6/2004,7/6/2004,,0,0,7.1,,,,
3324,SPT Out,Tempe's South Plant treated water,tempe,STP Out,7/6/2004,7/6/2004,,3.4,0,0,,,,
3325,Green In,Greenway WTP Inlet,srp,Green In,7/6/2004,7/6/2004,,43,14.9,8.4,,,,
3326,Green Out,Greenway WTP Outlet,srp,Green Out,7/6/2004,7/6/2004,,0,0,5.3,,,,
3327,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,7/6/2004,7/6/2004,,,,,,,,
3328,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,7/6/2004,7/6/2004,,,,,,,,
3329,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,7/6/2004,7/6/2004,,,,,,,,
3330,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,7/6/2004,7/6/2004,,,,,,,,
3331,R9A,Saguaro Lake near inlet,salt,saguaro-epi,7/6/2004,7/6/2004,,,,,,,,
3332,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,7/6/2004,7/6/2004,,,,,,,,
3333,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,7/6/2004,7/6/2004,,,,,,,,
3334,R20,Verde River at Tangle,verde,verde abv horseshoe,7/6/2004,7/6/2004,,,,,,,,
3335,Havasu 1,Havasu lake Sample,,Havasu 1,7/6/2004,7/6/2004,,,,,,,,
3336,Havasu 2,Havasu lake Sample,,Havasu 2,7/6/2004,7/6/2004,,,,,,,,
3337,Roosvelt,SRP above Roosevelt Lake,,Above Roosevelt,7/6/2004,7/6/2004,,,,,,,,
3338,R1,CAP canal above Waddell Canal,cap,cap-siphon,7/6/2004,7/6/2004,,,,,,,,
3339,R4,Cap Canal at 7th St.,cap,cap @ 7th st,7/6/2004,7/6/2004,,,,,,,,
3340,R4-Dup,Cap Canal at 7th St.,cap,cap @ 7th st dup,7/6/2004,7/6/2004,,,,,,,,
3341,R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,7/6/2004,7/6/2004,,,,,,,,
3342,R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,7/6/2004,7/6/2004,,,,,,,,
3343,R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,7/6/2004,7/6/2004,,,,,,,,
3344,Mesa,AZ Canal at Mesa Dr.,srp,az canal @ Mesa,7/6/2004,7/6/2004,,,,,,,,
3345,Scotts,AZ Canal at Scottsdale Rd.,srp,az canal @ scotts.,7/6/2004,7/6/2004,,,,,,,,
3346,R3,Waddell Canal,cap,waddell canal,7/13/2004,7/13/2004,,,,,,,,
3347,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,7/13/2004,7/13/2004,,,,,,,,
3348,R11,CAP Canal at Cross-connect,cap,cap @ x con,7/13/2004,7/13/2004,,,,,,,,
3349,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,7/13/2004,7/13/2004,,,,,,,,
3350,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,7/13/2004,7/13/2004,,,,,,,,
3351,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,7/13/2004,7/13/2004,,30,11.4,3.4,,,,
3352,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,7/13/2004,7/13/2004,,16.5,4.1,12.5,,,,
3353,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,7/13/2004,7/13/2004,,37.3,14.1,11.2,,,,
3354,R17,Deer Valley WTP treated water,srp,deer valley-treated,7/13/2004,7/13/2004,,29.4,9.2,4.9,,,,
3355,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,7/13/2004,7/13/2004,,,,,,,,
3356,R19,Val Vista WTP treated water,srp,val vista-treated,7/13/2004,7/13/2004,,,,,,,,
3357,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,7/13/2004,7/13/2004,,,,,,,,
3358,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,7/13/2004,7/13/2004,,,,,,,,
3359,R25,verde river at beeline highway,verde,verde @ beeline,7/13/2004,7/13/2004,,,,,,,,
3360,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,7/13/2004,7/13/2004,,,,,,,,
3361,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,7/13/2004,7/13/2004,,,,,,,,
3362,UH In,Union Hills Inlet,cap,Union Hills Inlet,7/13/2004,7/13/2004,,,,,,,,
3363,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,7/13/2004,7/13/2004,,,,,,,,
3364,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,7/13/2004,7/13/2004,,,,,,,,
3365,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,7/13/2004,7/13/2004,,,,,,,,
3366,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,7/13/2004,7/13/2004,,,,,,,,
3367,HTC,Head of the Tempe Canal,tempe,head of tempe canal,7/13/2004,7/13/2004,,,,,,,,
3368,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,7/13/2004,7/13/2004,,,,,,,,
3369,SPT Out,Tempe's South Plant treated water,tempe,STP Out,7/13/2004,7/13/2004,,,,,,,,
3370,Green In,Greenway WTP Inlet,srp,Green In,7/13/2004,7/13/2004,,,,,,,,
3371,Green Out,Greenway WTP Outlet,srp,Green Out,7/13/2004,7/13/2004,,,,,,,,
3372,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,7/13/2004,7/13/2004,,,,,,,,
3373,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,7/13/2004,7/13/2004,,,,,,,,
3374,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,7/13/2004,7/13/2004,,,,,,,,
3375,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,7/13/2004,7/13/2004,,,,,,,,
3376,R9A,Saguaro Lake near inlet,salt,saguaro-epi,7/13/2004,7/13/2004,,,,,,,,
3377,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,7/13/2004,7/13/2004,,,,,,,,
3378,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,7/13/2004,7/13/2004,,,,,,,,
3379,R20,Verde River at Tangle,verde,verde abv horseshoe,7/13/2004,7/13/2004,,,,,,,,
3380,Havasu 1,Havasu lake Sample,,Havasu 1,7/13/2004,7/13/2004,,,,,,,,
3381,Havasu 2,Havasu lake Sample,,Havasu 2,7/13/2004,7/13/2004,,,,,,,,
3382,Roosvelt,SRP above Roosevelt Lake,,Above Roosevelt,7/13/2004,7/13/2004,,,,,,,,
3383,R1,CAP canal above Waddell Canal,cap,cap-siphon,7/13/2004,7/13/2004,,,,,,,,
3384,R4,Cap Canal at 7th St.,cap,cap @ 7th st,7/13/2004,7/13/2004,,,,,,,,
3385,R4-Dup,Cap Canal at 7th St.,cap,cap @ 7th st dup,7/13/2004,7/13/2004,,,,,,,,
3386,R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,7/13/2004,7/13/2004,,,,,,,,
3387,R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,7/13/2004,7/13/2004,,,,,,,,
3388,R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,7/13/2004,7/13/2004,,,,,,,,
3389,Mesa,AZ Canal at Mesa Dr.,srp,az canal @ Mesa,7/13/2004,7/13/2004,,,,,,,,
3390,Scotts,AZ Canal at Scottsdale Rd.,srp,az canal @ scotts.,7/13/2004,7/13/2004,,,,,,,,
3391,R3,Waddell Canal,cap,waddell canal,7/20/2004,7/20/2004,,,,,,,,
3392,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,7/20/2004,7/20/2004,,0,0,6.3,,,,
3393,R11,CAP Canal at Cross-connect,cap,cap @ x con,7/20/2004,7/20/2004,,0,0,9,,,,
3394,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,7/20/2004,7/20/2004,,4.2,2.4,3.5,,,,
3395,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,7/20/2004,7/20/2004,,3.2,0,6.6,,,,
3396,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,7/20/2004,7/20/2004,,15.8,8,12.1,,,,
3397,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,7/20/2004,7/20/2004,,14.4,7.3,10.2,,,,
3398,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,7/20/2004,7/20/2004,,20.7,9.1,11.4,,,,
3399,R17,Deer Valley WTP treated water,srp,deer valley-treated,7/20/2004,7/20/2004,,20.1,10,11.5,,,,
3400,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,7/20/2004,7/20/2004,,3.6,2.8,6.2,,,,
3401,R19,Val Vista WTP treated water,srp,val vista-treated,7/20/2004,7/20/2004,,0,2.9,6.8,,,,
3402,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,7/20/2004,7/20/2004,,17.6,7.7,15.2,,,,
3403,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,7/20/2004,7/20/2004,,13.8,7.6,10.7,,,,
3404,R25,verde river at beeline highway,verde,verde @ beeline,7/20/2004,7/20/2004,,29.8,8.8,9.7,,,,
3405,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,7/20/2004,7/20/2004,,4.2,2.9,7.2,,,,
3406,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,7/20/2004,7/20/2004,,6.9,6.6,12.4,,,,
3407,UH In,Union Hills Inlet,cap,Union Hills Inlet,7/20/2004,7/20/2004,,0,0,0,,,,
3408,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,7/20/2004,7/20/2004,,0,0,0,,,,
3409,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,7/20/2004,7/20/2004,,10.9,6.9,9.5,,,,
3410,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,7/20/2004,7/20/2004,,7.9,2.8,6.2,,,,
3411,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,7/20/2004,7/20/2004,,3.2,2.3,9.6,,,,
3412,HTC,Head of the Tempe Canal,tempe,head of tempe canal,7/20/2004,7/20/2004,,4.8,2.9,9.6,,,,
3413,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,7/20/2004,7/20/2004,,3.1,2.3,7.6,,,,
3414,SPT Out,Tempe's South Plant treated water,tempe,STP Out,7/20/2004,7/20/2004,,3.1,2.4,0,,,,
3415,Green In,Greenway WTP Inlet,srp,Green In,7/20/2004,7/20/2004,,22.4,10.4,15.3,,,,
3416,Green Out,Greenway WTP Outlet,srp,Green Out,7/20/2004,7/20/2004,,0,0,0,,,,
3417,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,7/21/2004,7/21/2004,,3.4,0,12.5,,,,
3418,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,7/21/2004,7/21/2004,,0,0,0,,,,
3419,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,7/20/2004,7/20/2004,,37.3,4.3,6.5,,,,
3420,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,7/20/2004,7/20/2004,,0,0,6.2,,,,
3421,R9A,Saguaro Lake near inlet,salt,saguaro-epi,7/20/2004,7/20/2004,,0,2.5,20.4,,,,
3422,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,7/20/2004,7/20/2004,,0,2.5,15.8,,,,
3423,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,7/20/2004,7/20/2004,,0,0,9.5,,,,
3424,R20,Verde River at Tangle,verde,verde abv horseshoe,7/20/2004,7/29/2004,,,,,,,,
