ID,site number,site location,cluster name,site acronym,date,month,sample type,Tot N (mg/L (0<mdl)),Diss N (mg/L (0<mdl)),Tot P (ug/L (0<mdl)),Diss P (ug/L (0<mdl)),nitrate_nitrogen,ammonium_nitrogen,dissolved_organic_nitrogen,nutrient comments
3.3330000000000000e+03,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","08/17/04 00:00:00","08/17/04 00:00:00",,,4.0899999999999997e-01,2.1399999999999999e+01,,,,,
3.3340000000000000e+03,"R9A","Saguaro Lake near inlet","salt","saguaro-epi","08/17/04 00:00:00","08/17/04 00:00:00",,,6.2700000000000000e-01,5.5000000000000000e+01,,,,,
3.3350000000000000e+03,"R9A-Dup","Saguaro Lake near inlet",,"saguaro-epi dup","08/17/04 00:00:00","08/17/04 00:00:00",,,5.0700000000000001e-01,2.3500000000000000e+01,,,,,
3.3360000000000000e+03,"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","08/17/04 00:00:00","08/17/04 00:00:00",,,4.5000000000000001e-01,2.6800000000000001e+01,,,,,
3.3370000000000000e+03,"R20","Verde River at Tangle","verde","verde abv horseshoe","08/17/04 00:00:00","08/17/04 00:00:00",,,3.4899999999999998e-01,1.6290000000000001e+02,,,,,
3.3380000000000000e+03,"Havasu 1","Havasu lake Sample",,"Havasu 1","08/17/04 00:00:00","08/17/04 00:00:00",,,4.3800000000000000e-01,6.7999999999999998e+00,,,,,
3.3390000000000000e+03,"Havasu 2","Havasu lake Sample",,"Havasu 2","08/17/04 00:00:00","08/17/04 00:00:00",,,5.6599999999999995e-01,2.7000000000000002e+00,,,,,
3.3400000000000000e+03,"Roosvelt","SRP above Roosevelt Lake",,"Above Roosevelt","08/17/04 00:00:00","08/17/04 00:00:00",,,,,,,,,
3.3410000000000000e+03,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","08/17/04 00:00:00","08/17/04 00:00:00",,,,,,,,,
3.3420000000000000e+03,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","08/17/04 00:00:00","08/17/04 00:00:00",,,,,,,,,
3.3430000000000000e+03,"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","08/17/04 00:00:00","08/17/04 00:00:00",,,,,,,,,
3.3440000000000000e+03,"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","08/17/04 00:00:00","08/17/04 00:00:00",,,,4.7600000000000001e+01,,,,,
3.3450000000000000e+03,"R1","CAP canal above Waddell Canal","cap","cap-siphon","08/17/04 00:00:00","08/17/04 00:00:00",,,,,,,,,
3.3460000000000000e+03,"R4","Cap Canal at 7th St.","cap","cap @ 7th st","08/17/04 00:00:00","08/17/04 00:00:00",,,,,,,,,
3.3470000000000000e+03,"R4-Dup","Cap Canal at 7th St.","cap","cap @ 7th st dup","08/17/04 00:00:00","08/17/04 00:00:00",,,,,,,,,
3.3480000000000000e+03,"R5","Verde River btwn Horseshoe and Bartlett","verde","verde abv bartlett","08/17/04 00:00:00","08/17/04 00:00:00",,,,,,,,,
3.3490000000000000e+03,"R7","Verde River below Bartlett Reservoir","verde","verde blw barlett","08/17/04 00:00:00","08/17/04 00:00:00",,,,,,,,,
3.3500000000000000e+03,"R8","Salt River inlet to Saguaro Lake","salt","salt abv saguaro","08/17/04 00:00:00","08/17/04 00:00:00",,,,,,,,,
3.3510000000000000e+03,"Mesa","AZ Canal at Mesa Dr.","srp","az canal @ Mesa","08/17/04 00:00:00","08/17/04 00:00:00",,,,,,,,,
3.3520000000000000e+03,"Scotts","AZ Canal at Scottsdale Rd.","srp","az canal @ scotts.","08/17/04 00:00:00","08/17/04 00:00:00",,,,,,,,,
3.3530000000000000e+03,"R3","Waddell Canal","cap","waddell canal","09/14/04 00:00:00","09/14/04 00:00:00",,,2.8199999999999997e-01,6.5000000000000000e+00,,,,,
3.3540000000000000e+03,"UH In","Union Hills Inlet","cap","Union Hills Inlet","09/14/04 00:00:00","09/14/04 00:00:00",,,2.6300000000000001e-01,4.9000000000000004e+00,,,,,
3.3550000000000000e+03,"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","09/14/04 00:00:00","09/14/04 00:00:00",,,2.7200000000000002e-01,,,,,,
3.3560000000000000e+03,"R11","CAP Canal at Cross-connect","cap","cap @ x con","09/14/04 00:00:00","09/14/04 00:00:00",,,2.8999999999999998e-01,6.2000000000000002e+00,,,,,
3.3570000000000000e+03,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","09/14/04 00:00:00","09/14/04 00:00:00",,,2.5500000000000000e-01,1.9199999999999999e+01,,,,,
3.3580000000000000e+03,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","09/14/04 00:00:00","09/14/04 00:00:00",,,3.1000000000000000e-01,1.2300000000000001e+01,,,,,
3.3590000000000000e+03,"R19","Val Vista WTP treated water","srp","val vista-treated","09/14/04 00:00:00","09/14/04 00:00:00",,,2.7300000000000002e-01,,,,,,
3.3600000000000000e+03,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","09/14/04 00:00:00","09/14/04 00:00:00",,,7.7400000000000002e-01,1.5400000000000000e+01,,,,,
3.3610000000000000e+03,"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","09/14/04 00:00:00","09/14/04 00:00:00",,,2.6669999999999998e+00,6.7999999999999998e+00,,,,,
3.3620000000000000e+03,"SPT Out","Tempe's South Plant treated water","tempe","STP Out","09/14/04 00:00:00","09/14/04 00:00:00",,,2.4279999999999999e+00,,,,,,
3.3630000000000000e+03,"R25","verde river at beeline highway","verde","verde @ beeline","09/14/04 00:00:00","09/14/04 00:00:00",,,2.0699999999999999e-01,2.5199999999999999e+01,,,,,
3.3640000000000000e+03,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","09/14/04 00:00:00","09/14/04 00:00:00",,,3.1400000000000000e-01,2.5500000000000000e+01,,,,,
3.3650000000000000e+03,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","09/14/04 00:00:00","09/14/04 00:00:00",,,2.9499999999999998e-01,2.4899999999999999e+01,,,,,
3.3660000000000000e+03,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","09/14/04 00:00:00","09/14/04 00:00:00",,,2.4399999999999999e-01,1.1100000000000000e+01,,,,,
3.3670000000000000e+03,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","09/14/04 00:00:00","09/14/04 00:00:00",,,3.1600000000000000e-01,1.9500000000000000e+01,,,,,
3.3680000000000000e+03,"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","09/14/04 00:00:00","09/14/04 00:00:00",,,3.0099999999999999e-01,,,,,,
3.3690000000000000e+03,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","09/14/04 00:00:00","09/14/04 00:00:00",,,6.8899999999999995e-01,1.2300000000000001e+01,,,,,
3.3700000000000000e+03,"R17","Deer Valley WTP treated water","srp","deer valley-treated","09/14/04 00:00:00","09/14/04 00:00:00",,,5.4700000000000004e-01,,,,,,
3.3710000000000000e+03,"Green In","Greenway WTP Inlet","srp","Green In","09/14/04 00:00:00","09/14/04 00:00:00",,,2.8170000000000002e+00,1.1699999999999999e+01,,,,,
3.3720000000000000e+03,"Green Out","Greenway WTP Outlet","srp","Green Out","09/14/04 00:00:00","09/14/04 00:00:00",,,1.7180000000000000e+00,,,,,,
3.3730000000000000e+03,"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","09/14/04 00:00:00","09/14/04 00:00:00",,,4.4500000000000001e-01,1.9800000000000001e+01,,,,,
3.3740000000000000e+03,"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","09/14/04 00:00:00","09/14/04 00:00:00",,,4.2599999999999999e-01,,,,,,
3.3750000000000000e+03,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","09/14/04 00:00:00","09/14/04 00:00:00",,,2.2300000000000000e-01,8.8000000000000007e+00,,,,,
3.3760000000000000e+03,"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","09/14/04 00:00:00","09/14/04 00:00:00",,,3.4100000000000003e-01,2.9800000000000001e+01,,,,,
3.3770000000000000e+03,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","09/14/04 00:00:00","09/14/04 00:00:00",,,2.7400000000000002e-01,1.6399999999999999e+01,,,,,
3.3780000000000000e+03,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","09/14/04 00:00:00","09/14/04 00:00:00",,,3.9500000000000002e-01,1.6300000000000001e+01,,,,,
3.3790000000000000e+03,"R9A","Saguaro Lake near inlet","salt","saguaro-epi","09/14/04 00:00:00","09/14/04 00:00:00",,,4.0600000000000003e-01,1.6000000000000000e+01,,,,,
3.3800000000000000e+03,"R9A-Dup","Saguaro Lake near inlet",,"saguaro-epi dup","09/14/04 00:00:00","09/14/04 00:00:00",,,4.2999999999999999e-01,2.3199999999999999e+01,,,,,
3.3810000000000000e+03,"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","09/14/04 00:00:00","09/14/04 00:00:00",,,4.5000000000000001e-01,2.2199999999999999e+01,,,,,
3.3820000000000000e+03,"R20","Verde River at Tangle","verde","verde abv horseshoe","09/14/04 00:00:00","09/14/04 00:00:00",,,2.4449999999999998e+00,4.8289999999999998e+02,,,,,
3.3830000000000000e+03,"Havasu 1","Havasu lake Sample",,"Havasu 1","09/14/04 00:00:00","09/14/04 00:00:00",,,3.1500000000000000e-01,,,,,,
3.3840000000000000e+03,"Havasu 2","Havasu lake Sample",,"Havasu 2","09/14/04 00:00:00","09/14/04 00:00:00",,,5.1400000000000001e-01,,,,,,
3.3850000000000000e+03,"Roosvelt","SRP above Roosevelt Lake",,"Above Roosevelt","09/14/04 00:00:00","09/14/04 00:00:00",,,,,,,,,
3.3860000000000000e+03,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","09/14/04 00:00:00","09/14/04 00:00:00",,,,,,,,,
3.3870000000000000e+03,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","09/14/04 00:00:00","09/14/04 00:00:00",,,,,,,,,
3.3880000000000000e+03,"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","09/14/04 00:00:00","09/14/04 00:00:00",,,,,,,,,
3.3890000000000000e+03,"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","09/14/04 00:00:00","09/14/04 00:00:00",,,,1.6300000000000001e+01,,,,,
3.3900000000000000e+03,"R1","CAP canal above Waddell Canal","cap","cap-siphon","09/14/04 00:00:00","09/14/04 00:00:00",,,,,,,,,
3.3910000000000000e+03,"R4","Cap Canal at 7th St.","cap","cap @ 7th st","09/14/04 00:00:00","09/14/04 00:00:00",,,,,,,,,
3.3920000000000000e+03,"R4-Dup","Cap Canal at 7th St.","cap","cap @ 7th st dup","09/14/04 00:00:00","09/14/04 00:00:00",,,,,,,,,
3.3930000000000000e+03,"R5","Verde River btwn Horseshoe and Bartlett","verde","verde abv bartlett","09/14/04 00:00:00","09/14/04 00:00:00",,,,,,,,,
3.3940000000000000e+03,"R7","Verde River below Bartlett Reservoir","verde","verde blw barlett","09/14/04 00:00:00","09/14/04 00:00:00",,,,,,,,,
3.3950000000000000e+03,"R8","Salt River inlet to Saguaro Lake","salt","salt abv saguaro","09/14/04 00:00:00","09/14/04 00:00:00",,,,,,,,,
3.3960000000000000e+03,"Mesa","AZ Canal at Mesa Dr.","srp","az canal @ Mesa","09/14/04 00:00:00","09/14/04 00:00:00",,,,,,,,,
3.3970000000000000e+03,"Scotts","AZ Canal at Scottsdale Rd.","srp","az canal @ scotts.","09/14/04 00:00:00","09/14/04 00:00:00",,,,,,,,,
3.3980000000000000e+03,"R3","Waddell Canal","cap","waddell canal","10/12/04 00:00:00","10/12/04 00:00:00",,,2.3899999999999999e-01,1.9100000000000001e+01,,,,,
3.3990000000000000e+03,"UH In","Union Hills Inlet","cap","Union Hills Inlet","10/12/04 00:00:00","10/12/04 00:00:00",,,2.4199999999999999e-01,7.5999999999999996e+00,,,,,
3.4000000000000000e+03,"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","10/12/04 00:00:00","10/12/04 00:00:00",,,1.9800000000000001e-01,,,,,,
3.4010000000000000e+03,"R11","CAP Canal at Cross-connect","cap","cap @ x con","10/12/04 00:00:00","10/12/04 00:00:00",,,1.9800000000000001e-01,7.5400000000000006e+01,,,,,
3.4020000000000000e+03,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","10/12/04 00:00:00","10/12/04 00:00:00",,,2.0699999999999999e-01,,,,,,
3.4030000000000000e+03,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","10/12/04 00:00:00","10/12/04 00:00:00",,,,,,,,,
3.4040000000000000e+03,"R19","Val Vista WTP treated water","srp","val vista-treated","10/12/04 00:00:00","10/12/04 00:00:00",,,,,,,,,
3.4050000000000000e+03,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","10/12/04 00:00:00","10/12/04 00:00:00",,,8.4399999999999997e-01,1.6100000000000001e+01,,,,,
3.4060000000000000e+03,"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","10/12/04 00:00:00","10/12/04 00:00:00",,,2.1379999999999999e+00,9.6999999999999993e+00,,,,,
3.4070000000000000e+03,"SPT Out","Tempe's South Plant treated water","tempe","STP Out","10/12/04 00:00:00","10/12/04 00:00:00",,,2.2509999999999999e+00,,,,,,
3.4080000000000000e+03,"R25","verde river at beeline highway","verde","verde @ beeline","10/12/04 00:00:00","10/12/04 00:00:00",,,1.9100000000000000e-01,4.1799999999999997e+01,,,,,
3.4090000000000000e+03,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","10/12/04 00:00:00","10/12/04 00:00:00",,,5.3600000000000003e-01,6.4299999999999997e+01,,,,,
3.4100000000000000e+03,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","10/12/04 00:00:00","10/12/04 00:00:00",,,2.3699999999999999e-01,3.5100000000000001e+01,,,,,
3.4110000000000000e+03,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","10/12/04 00:00:00","10/12/04 00:00:00",,,2.0699999999999999e-01,1.2199999999999999e+01,,,,,
3.4120000000000000e+03,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","10/12/04 00:00:00","10/12/04 00:00:00",,,3.3200000000000002e-01,1.7699999999999999e+01,,,,,
3.4130000000000000e+03,"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","10/12/04 00:00:00","10/12/04 00:00:00",,,2.5600000000000001e-01,,,,,,
3.4140000000000000e+03,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","10/12/04 00:00:00","10/12/04 00:00:00",,,5.9199999999999997e-01,2.4000000000000000e+01,,,,,
3.4150000000000000e+03,"R17","Deer Valley WTP treated water","srp","deer valley-treated","10/12/04 00:00:00","10/12/04 00:00:00",,,5.2300000000000002e-01,,,,,,
3.4160000000000000e+03,"Green In","Greenway WTP Inlet","srp","Green In","10/12/04 00:00:00","10/12/04 00:00:00",,,2.9860000000000002e+00,1.0699999999999999e+01,,,,,
3.4170000000000000e+03,"Green Out","Greenway WTP Outlet","srp","Green Out","10/12/04 00:00:00","10/12/04 00:00:00",,,2.3839999999999999e+00,,,,,,
3.4180000000000000e+03,"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","10/12/04 00:00:00","10/12/04 00:00:00",,,4.2199999999999999e-01,1.9399999999999999e+01,,,,,
3.4190000000000000e+03,"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","10/12/04 00:00:00","10/12/04 00:00:00",,,3.6799999999999999e-01,,,,,,
3.4200000000000000e+03,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","10/12/04 00:00:00","10/12/04 00:00:00",,,2.2400000000000000e-01,1.5400000000000000e+01,,,,,
3.4210000000000000e+03,"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","10/12/04 00:00:00","10/12/04 00:00:00",,,2.4399999999999999e-01,2.8800000000000001e+01,,,,,
3.4220000000000000e+03,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","10/12/04 00:00:00","10/12/04 00:00:00",,,2.6800000000000002e-01,2.0699999999999999e+01,,,,,
3.4230000000000000e+03,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","10/12/04 00:00:00","10/12/04 00:00:00",,,5.3200000000000003e-01,5.1899999999999999e+01,,,,,
3.4240000000000000e+03,"R9A","Saguaro Lake near inlet","salt","saguaro-epi","10/12/04 00:00:00","10/12/04 00:00:00",,,3.7800000000000000e-01,1.6399999999999999e+01,,,,,
3.4250000000000000e+03,"R9A-Dup","Saguaro Lake near inlet",,"saguaro-epi dup","10/12/04 00:00:00","10/12/04 00:00:00",,,3.0700000000000000e-01,1.5300000000000001e+01,,,,,
3.4260000000000000e+03,"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","10/12/04 00:00:00","10/12/04 00:00:00",,,3.5799999999999998e-01,1.7300000000000001e+01,,,,,
3.4270000000000000e+03,"R20","Verde River at Tangle","verde","verde abv horseshoe","10/12/04 00:00:00","10/12/04 00:00:00",,,1.3100000000000001e-01,2.3500000000000000e+01,,,,,
3.4280000000000000e+03,"Havasu 1","Havasu lake Sample",,"Havasu 1","10/12/04 00:00:00","10/12/04 00:00:00",,,3.6899999999999999e-01,3.1500000000000000e+01,,,,,
3.4290000000000000e+03,"Havasu 2","Havasu lake Sample",,"Havasu 2","10/12/04 00:00:00","10/12/04 00:00:00",,,3.6799999999999999e-01,,,,,,
3.4300000000000000e+03,"Roosvelt","SRP above Roosevelt Lake",,"Above Roosevelt","10/12/04 00:00:00","10/12/04 00:00:00",,,,,,,,,
3.4310000000000000e+03,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","10/12/04 00:00:00","10/12/04 00:00:00",,,,,,,,,
3.4320000000000000e+03,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","10/12/04 00:00:00","10/12/04 00:00:00",,,,,,,,,
3.4330000000000000e+03,"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","10/12/04 00:00:00","10/12/04 00:00:00",,,,,,,,,
3.4340000000000000e+03,"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","10/12/04 00:00:00","10/12/04 00:00:00",,,,2.0699999999999999e+01,,,,,
3.4350000000000000e+03,"R1","CAP canal above Waddell Canal","cap","cap-siphon","10/12/04 00:00:00","10/12/04 00:00:00",,,,,,,,,
3.4360000000000000e+03,"R4","Cap Canal at 7th St.","cap","cap @ 7th st","10/12/04 00:00:00","10/12/04 00:00:00",,,,,,,,,
3.4370000000000000e+03,"R4-Dup","Cap Canal at 7th St.","cap","cap @ 7th st dup","10/12/04 00:00:00","10/12/04 00:00:00",,,,,,,,,
3.4380000000000000e+03,"R5","Verde River btwn Horseshoe and Bartlett","verde","verde abv bartlett","10/12/04 00:00:00","10/12/04 00:00:00",,,,,,,,,
3.4390000000000000e+03,"R7","Verde River below Bartlett Reservoir","verde","verde blw barlett","10/12/04 00:00:00","10/12/04 00:00:00",,,,,,,,,
3.4400000000000000e+03,"R8","Salt River inlet to Saguaro Lake","salt","salt abv saguaro","10/12/04 00:00:00","10/12/04 00:00:00",,,,,,,,,
3.4410000000000000e+03,"Mesa","AZ Canal at Mesa Dr.","srp","az canal @ Mesa","10/12/04 00:00:00","10/12/04 00:00:00",,,,,,,,,
3.4420000000000000e+03,"Scotts","AZ Canal at Scottsdale Rd.","srp","az canal @ scotts.","10/12/04 00:00:00","10/12/04 00:00:00",,,,,,,,,
3.4430000000000000e+03,"R3","Waddell Canal","cap","waddell canal","11/09/04 00:00:00","11/09/04 00:00:00",,,3.9900000000000002e-01,9.9000000000000004e+00,,,,,
3.4440000000000000e+03,"UH In","Union Hills Inlet","cap","Union Hills Inlet","11/09/04 00:00:00","11/09/04 00:00:00",,,3.6599999999999999e-01,2.8500000000000000e+01,,,,,
3.4450000000000000e+03,"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","11/09/04 00:00:00","11/09/04 00:00:00",,,3.8400000000000001e-01,,,,,,
3.4460000000000000e+03,"R11","CAP Canal at Cross-connect","cap","cap @ x con","11/09/04 00:00:00","11/09/04 00:00:00",,,3.8300000000000001e-01,8.9000000000000004e+00,,,,,
3.4470000000000000e+03,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","11/09/04 00:00:00","11/09/04 00:00:00",,,3.7400000000000000e-01,,,,,,
3.4480000000000000e+03,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","11/09/04 00:00:00","11/09/04 00:00:00",,,,,,,,,
3.4490000000000000e+03,"R19","Val Vista WTP treated water","srp","val vista-treated","11/09/04 00:00:00","11/09/04 00:00:00",,,,,,,,,
3.4500000000000000e+03,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","11/09/04 00:00:00","11/09/04 00:00:00",,,3.9300000000000002e-01,1.1699999999999999e+01,,,,,
3.4510000000000000e+03,"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","11/09/04 00:00:00","11/09/04 00:00:00",,,1.3790000000000000e+00,1.0400000000000000e+01,,,,,
3.4520000000000000e+03,"SPT Out","Tempe's South Plant treated water","tempe","STP Out","11/09/04 00:00:00","11/09/04 00:00:00",,,,,,,,,
3.4530000000000000e+03,"R25","verde river at beeline highway","verde","verde @ beeline","11/09/04 00:00:00","11/09/04 00:00:00",,,2.7400000000000002e-01,4.3899999999999999e+01,,,,,
3.4540000000000000e+03,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","11/09/04 00:00:00","11/09/04 00:00:00",,,3.5699999999999998e-01,3.6399999999999999e+01,,,,,
3.4550000000000000e+03,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","11/09/04 00:00:00","11/09/04 00:00:00",,,3.1700000000000000e-01,2.8100000000000001e+01,,,,,
3.4560000000000000e+03,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","11/09/04 00:00:00","11/09/04 00:00:00",,,3.7700000000000000e-01,1.7600000000000001e+01,,,,,
3.4570000000000000e+03,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","11/09/04 00:00:00","11/09/04 00:00:00",,,2.4900000000000000e-01,1.1800000000000001e+01,,,,,
3.4580000000000000e+03,"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","11/09/04 00:00:00","11/09/04 00:00:00",,,2.4199999999999999e-01,,,,,,
3.4590000000000000e+03,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","11/09/04 00:00:00","11/09/04 00:00:00",,,2.7800000000000002e-01,1.9500000000000000e+01,,,,,
3.4600000000000000e+03,"R17","Deer Valley WTP treated water","srp","deer valley-treated","11/09/04 00:00:00","11/09/04 00:00:00",,,2.0899999999999999e-01,,,,,,
3.4610000000000000e+03,"Green In","Greenway WTP Inlet","srp","Green In","11/09/04 00:00:00","11/09/04 00:00:00",,,4.1429999999999998e+00,1.0199999999999999e+01,,,,,
3.4620000000000000e+03,"Green Out","Greenway WTP Outlet","srp","Green Out","11/09/04 00:00:00","11/09/04 00:00:00",,,3.3759999999999999e+00,,,,,,
3.4630000000000000e+03,"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","11/09/04 00:00:00","11/09/04 00:00:00",,,2.3400000000000001e-01,2.0000000000000000e+01,,,,,
3.4640000000000000e+03,"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","11/09/04 00:00:00","11/09/04 00:00:00",,,2.7200000000000002e-01,,,,,,
3.4650000000000000e+03,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","11/09/04 00:00:00","11/09/04 00:00:00",,,3.3900000000000002e-01,1.5000000000000000e+01,,,,,
3.4660000000000000e+03,"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","11/09/04 00:00:00","11/09/04 00:00:00",,,3.4000000000000002e-01,1.7100000000000001e+01,,,,,
3.4670000000000000e+03,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","11/09/04 00:00:00","11/09/04 00:00:00",,,3.0700000000000000e-01,3.2200000000000003e+01,,,,,
3.4680000000000000e+03,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","11/09/04 00:00:00","11/09/04 00:00:00",,,5.1900000000000002e-01,3.7000000000000000e+01,,,,,
3.4690000000000000e+03,"R9A","Saguaro Lake near inlet","salt","saguaro-epi","11/09/04 00:00:00","11/09/04 00:00:00",,,4.8899999999999999e-01,1.9199999999999999e+01,,,,,
3.4700000000000000e+03,"R9A-Dup","Saguaro Lake near inlet",,"saguaro-epi dup","11/09/04 00:00:00","11/09/04 00:00:00",,,4.5800000000000002e-01,2.3199999999999999e+01,,,,,
3.4710000000000000e+03,"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","11/09/04 00:00:00","11/09/04 00:00:00",,,4.9700000000000000e-01,2.2800000000000001e+01,,,,,
3.4720000000000000e+03,"R20","Verde River at Tangle","verde","verde abv horseshoe","11/09/04 00:00:00","11/09/04 00:00:00",,,2.5500000000000000e-01,1.0909999999999999e+02,,,,,
3.4730000000000000e+03,"Havasu 1","Havasu lake Sample",,"Havasu 1","11/09/04 00:00:00","11/09/04 00:00:00",,,3.8700000000000001e-01,2.8899999999999999e+01,,,,,
3.4740000000000000e+03,"Havasu 2","Havasu lake Sample",,"Havasu 2","11/09/04 00:00:00","11/09/04 00:00:00",,,3.7900000000000000e-01,2.2300000000000001e+01,,,,,
3.4750000000000000e+03,"Roosvelt","SRP above Roosevelt Lake",,"Above Roosevelt","11/09/04 00:00:00","11/09/04 00:00:00",,,,,,,,,
3.4760000000000000e+03,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","11/09/04 00:00:00","11/09/04 00:00:00",,,,,,,,,
3.4770000000000000e+03,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","11/09/04 00:00:00","11/09/04 00:00:00",,,,,,,,,
3.4780000000000000e+03,"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","11/09/04 00:00:00","11/09/04 00:00:00",,,,,,,,,
3.4790000000000000e+03,"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","11/09/04 00:00:00","11/09/04 00:00:00",,,,1.7000000000000000e+01,,,,,
3.4800000000000000e+03,"R1","CAP canal above Waddell Canal","cap","cap-siphon","11/09/04 00:00:00","11/09/04 00:00:00",,,,,,,,,
3.4810000000000000e+03,"R4","Cap Canal at 7th St.","cap","cap @ 7th st","11/09/04 00:00:00","11/09/04 00:00:00",,,,,,,,,
3.4820000000000000e+03,"R4-Dup","Cap Canal at 7th St.","cap","cap @ 7th st dup","11/09/04 00:00:00","11/09/04 00:00:00",,,,,,,,,
3.4830000000000000e+03,"R5","Verde River btwn Horseshoe and Bartlett","verde","verde abv bartlett","11/09/04 00:00:00","11/09/04 00:00:00",,,,,,,,,
3.4840000000000000e+03,"R7","Verde River below Bartlett Reservoir","verde","verde blw barlett","11/09/04 00:00:00","11/09/04 00:00:00",,,,,,,,,
3.4850000000000000e+03,"R8","Salt River inlet to Saguaro Lake","salt","salt abv saguaro","11/09/04 00:00:00","11/09/04 00:00:00",,,,,,,,,
3.4860000000000000e+03,"Mesa","AZ Canal at Mesa Dr.","srp","az canal @ Mesa","11/09/04 00:00:00","11/09/04 00:00:00",,,,,,,,,
3.4870000000000000e+03,"Scotts","AZ Canal at Scottsdale Rd.","srp","az canal @ scotts.","11/09/04 00:00:00","11/09/04 00:00:00",,,,,,,,,
