ID,site number,site location,cluster name,site acronym,date,month,sample type,Tot N (mg/L (0<mdl)),Diss N (mg/L (0<mdl)),Tot P (ug/L (0<mdl)),Diss P (ug/L (0<mdl)),nitrate_nitrogen,ammonium_nitrogen,dissolved_organic_nitrogen,nutrient comments
1.3170000000000000e+03,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","09/23/02 00:00:00","09/23/02 00:00:00",,,4.5200000000000001e-01,,,5.3999999999999999e-02,1.7999999999999999e-02,3.8100000000000001e-01,
1.3180000000000000e+03,"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","09/23/02 00:00:00","09/23/02 00:00:00",,,1.9000000000000000e-01,,,5.1999999999999998e-02,2.5999999999999999e-02,1.1200000000000000e-01,
1.3190000000000000e+03,"16th St.","AZ Canal at 16th Street","srp","az canal @ 16th st.","09/23/02 00:00:00","09/23/02 00:00:00",,,2.3599999999999999e-01,,,5.6000000000000001e-02,2.3000000000000000e-02,1.5700000000000000e-01,
1.3200000000000000e+03,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","09/23/02 00:00:00","09/23/02 00:00:00",,,2.4800000000000000e-01,,,5.2999999999999999e-02,3.5999999999999997e-02,1.5900000000000000e-01,
1.3210000000000000e+03,"19th Av.","AZ Canal at 19th Av.","srp","az canal @ 19th av.","09/23/02 00:00:00","09/23/02 00:00:00",,,2.3799999999999999e-01,,,4.8000000000000001e-02,4.8000000000000001e-02,1.4199999999999999e-01,
1.3220000000000000e+03,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","09/23/02 00:00:00","09/23/02 00:00:00",,,4.0799999999999997e-01,,,1.9800000000000001e-01,1.0000000000000000e-02,2.0000000000000001e-01,
1.3230000000000000e+03,"R17","Deer Valley WTP treated water","srp","deer valley-treated","09/23/02 00:00:00","09/23/02 00:00:00",,,3.5199999999999998e-01,,,2.1400000000000000e-01,3.6999999999999998e-02,1.0199999999999999e-01,
1.3240000000000000e+03,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","09/23/02 00:00:00","09/23/02 00:00:00",,,2.2200000000000000e-01,,,4.8000000000000001e-02,1.4999999999999999e-02,1.6000000000000000e-01,
1.3250000000000000e+03,"R19","Val Vista WTP treated water","srp","val vista-treated","09/23/02 00:00:00","09/23/02 00:00:00",,,1.8200000000000000e-01,,,3.9000000000000000e-02,1.6000000000000000e-02,1.2700000000000000e-01,
1.3260000000000000e+03,"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","09/23/02 00:00:00","09/23/02 00:00:00",,,2.9799999999999999e-01,,,7.0000000000000007e-02,1.7000000000000001e-02,2.1099999999999999e-01,
1.3270000000000000e+03,"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","09/23/02 00:00:00","09/23/02 00:00:00",,,2.0799999999999999e-01,,,4.7000000000000000e-02,0.0000000000000000e+00,1.6100000000000000e-01,
1.3280000000000000e+03,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","09/23/02 00:00:00","09/23/02 00:00:00",,,7.3399999999999999e-01,,,6.2300000000000000e-01,2.9999999999999999e-02,8.1000000000000003e-02,
1.3290000000000000e+03,"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","09/23/02 00:00:00","09/23/02 00:00:00",,,2.4220000000000002e+00,,,2.0699999999999998e+00,0.0000000000000000e+00,3.5199999999999998e-01,
1.3300000000000000e+03,"SPT Out","Tempe's South Plant treated water","tempe","STP Out","09/23/02 00:00:00","09/23/02 00:00:00",,,2.3679999999999999e+00,,,2.0329999999999999e+00,0.0000000000000000e+00,3.3500000000000002e-01,
1.3310000000000000e+03,"UH In","Union Hills Inlet","cap","Union Hills Inlet","09/30/02 00:00:00","09/30/02 00:00:00",,,1.9200000000000000e-01,,,4.3999999999999997e-02,4.3999999999999997e-02,1.0400000000000000e-01,
1.3320000000000000e+03,"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","09/30/02 00:00:00","09/30/02 00:00:00",,,1.4000000000000001e-01,,,6.5000000000000002e-02,1.4000000000000000e-02,6.0999999999999999e-02,
1.3330000000000000e+03,"R11","CAP Canal at Cross-connect","cap","cap @ x con","09/30/02 00:00:00","09/30/02 00:00:00",,,,,,,,,
1.3340000000000000e+03,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","09/30/02 00:00:00","09/30/02 00:00:00",,,1.9000000000000000e-01,,,2.9000000000000001e-02,4.8000000000000001e-02,1.1300000000000000e-01,
1.3350000000000000e+03,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","09/30/02 00:00:00","09/30/02 00:00:00",,,1.9600000000000001e-01,,,2.9000000000000001e-02,5.2999999999999999e-02,1.1400000000000000e-01,
1.3360000000000000e+03,"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","09/30/02 00:00:00","09/30/02 00:00:00",,,2.0200000000000001e-01,,,2.1999999999999999e-02,5.3999999999999999e-02,1.2600000000000000e-01,
1.3370000000000000e+03,"Mesa","AZ Canal at Mesa Dr.","srp","az canal @ Mesa","09/30/02 00:00:00","09/30/02 00:00:00",,,2.2200000000000000e-01,,,1.9000000000000000e-02,2.1000000000000001e-02,1.8200000000000000e-01,
1.3380000000000000e+03,"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","09/30/02 00:00:00","09/30/02 00:00:00",,,2.3400000000000001e-01,,,1.7000000000000001e-02,2.9999999999999999e-02,1.8700000000000000e-01,
1.3390000000000000e+03,"Scotts","AZ Canal at Scottsdale Rd.","srp","az canal @ scotts.","09/30/02 00:00:00","09/30/02 00:00:00",,,2.9399999999999998e-01,,,6.7000000000000004e-02,2.7000000000000000e-02,2.0000000000000001e-01,
1.3400000000000000e+03,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","09/30/02 00:00:00","09/30/02 00:00:00",,,2.6000000000000001e-01,,,5.8999999999999997e-02,4.9000000000000002e-02,1.5200000000000000e-01,
1.3410000000000000e+03,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","09/30/02 00:00:00","09/30/02 00:00:00",,,2.2200000000000000e-01,,,5.0000000000000003e-02,4.1000000000000002e-02,1.3100000000000001e-01,
1.3420000000000000e+03,"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","09/30/02 00:00:00","09/30/02 00:00:00",,,1.6200000000000001e-01,,,4.9000000000000002e-02,3.5000000000000003e-02,7.8000000000000000e-02,
1.3430000000000000e+03,"16th St.","AZ Canal at 16th Street","srp","az canal @ 16th st.","09/30/02 00:00:00","09/30/02 00:00:00",,,2.2800000000000001e-01,,,3.7999999999999999e-02,4.2999999999999997e-02,1.4699999999999999e-01,
1.3440000000000000e+03,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","09/30/02 00:00:00","09/30/02 00:00:00",,,2.3799999999999999e-01,,,6.4000000000000001e-02,2.5000000000000001e-02,1.4899999999999999e-01,
1.3450000000000000e+03,"19th Av.","AZ Canal at 19th Av.","srp","az canal @ 19th av.","09/30/02 00:00:00","09/30/02 00:00:00",,,2.0000000000000001e-01,,,3.1000000000000000e-02,2.3000000000000000e-02,1.4599999999999999e-01,
1.3460000000000000e+03,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","09/30/02 00:00:00","09/30/02 00:00:00",,,1.9200000000000000e-01,,,2.9000000000000001e-02,3.6999999999999998e-02,1.2600000000000000e-01,
1.3470000000000000e+03,"R17","Deer Valley WTP treated water","srp","deer valley-treated","09/30/02 00:00:00","09/30/02 00:00:00",,,1.3600000000000001e-01,,,2.3000000000000000e-02,3.3000000000000002e-02,8.0000000000000002e-02,
1.3480000000000000e+03,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","09/30/02 00:00:00","09/30/02 00:00:00",,,1.8400000000000000e-01,,,3.4000000000000002e-02,4.3999999999999997e-02,1.0600000000000000e-01,
1.3490000000000000e+03,"R19","Val Vista WTP treated water","srp","val vista-treated","09/30/02 00:00:00","09/30/02 00:00:00",,,1.6200000000000001e-01,,,3.1000000000000000e-02,2.8000000000000001e-02,1.0299999999999999e-01,
1.3500000000000000e+03,"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","09/30/02 00:00:00","09/30/02 00:00:00",,,2.5000000000000000e-01,,,9.5000000000000001e-02,2.7000000000000000e-02,1.2800000000000000e-01,
1.3510000000000000e+03,"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","09/30/02 00:00:00","09/30/02 00:00:00",,,1.7599999999999999e-01,,,5.8999999999999997e-02,2.0000000000000000e-02,9.7000000000000003e-02,
1.3520000000000000e+03,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","09/30/02 00:00:00","09/30/02 00:00:00",,,5.1200000000000001e-01,,,3.5499999999999998e-01,3.7999999999999999e-02,1.1899999999999999e-01,
1.3530000000000000e+03,"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","09/30/02 00:00:00","09/30/02 00:00:00",,,1.7960000000000000e+00,,,1.7420000000000000e+00,3.4100000000000003e-01,-2.8699999999999998e-01,
1.3540000000000000e+03,"SPT Out","Tempe's South Plant treated water","tempe","STP Out","09/30/02 00:00:00","09/30/02 00:00:00",,,1.6819999999999999e+00,,,1.6479999999999999e+00,2.2800000000000001e-01,-1.9400000000000001e-01,
1.3550000000000000e+03,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","10/02/02 00:00:00","10/02/02 00:00:00",,,3.4200000000000003e-01,,,7.0000000000000007e-02,6.6000000000000003e-02,2.0599999999999999e-01,
1.3560000000000000e+03,"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","10/02/02 00:00:00","10/02/02 00:00:00",,,3.8000000000000000e-01,,,8.2000000000000003e-02,6.5000000000000002e-02,2.3300000000000001e-01,
1.3570000000000000e+03,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","10/02/02 00:00:00","10/02/02 00:00:00",,,2.0399999999999999e-01,,,1.4000000000000000e-02,4.2000000000000003e-02,1.4799999999999999e-01,
1.3580000000000000e+03,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","10/02/02 00:00:00","10/02/02 00:00:00",,,3.2600000000000001e-01,,,1.0000000000000000e-02,1.8099999999999999e-01,1.3500000000000001e-01,
1.3590000000000000e+03,"R9A","Saguaro Lake near inlet","srp","saguaro-epi","10/02/02 00:00:00","10/02/02 00:00:00",,,3.3000000000000002e-01,,,2.0000000000000000e-03,4.4999999999999998e-02,2.8299999999999997e-01,
1.3600000000000000e+03,"R9A-Dup","Saguaro Lake near inlet","srp","saguaro-epi","10/02/02 00:00:00","10/02/02 00:00:00",,,3.5799999999999998e-01,,,4.0000000000000001e-03,5.0999999999999997e-02,3.0299999999999999e-01,
1.3610000000000000e+03,"R9B","Saguaro Lake near inlet","srp","saguaro-hypo","10/02/02 00:00:00","10/02/02 00:00:00",,,3.5999999999999999e-01,,,2.0000000000000000e-03,1.0000000000000001e-01,2.5800000000000001e-01,
1.3620000000000000e+03,"UH In","Union Hills Inlet","cap","Union Hills Inlet","10/07/02 00:00:00","10/07/02 00:00:00",,,2.2200000000000000e-01,,,6.7000000000000004e-02,3.5999999999999997e-02,1.1899999999999999e-01,
1.3630000000000000e+03,"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","10/07/02 00:00:00","10/07/02 00:00:00",,,1.4199999999999999e-01,,,5.6000000000000001e-02,2.0000000000000000e-02,6.6000000000000003e-02,
1.3640000000000000e+03,"R11","CAP Canal at Cross-connect","cap","cap @ x con","10/07/02 00:00:00","10/07/02 00:00:00",,,,,,,,,
1.3650000000000000e+03,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","10/07/02 00:00:00","10/07/02 00:00:00",,,1.8200000000000000e-01,,,2.3000000000000000e-02,5.1999999999999998e-02,1.0700000000000000e-01,
1.3660000000000000e+03,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","10/07/02 00:00:00","10/07/02 00:00:00",,,1.9000000000000000e-01,,,3.3000000000000002e-02,3.9000000000000000e-02,1.1799999999999999e-01,
1.3670000000000000e+03,"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","10/07/02 00:00:00","10/07/02 00:00:00",,,1.4799999999999999e-01,,,2.5999999999999999e-02,3.6999999999999998e-02,8.5000000000000006e-02,
1.3680000000000000e+03,"Mesa","AZ Canal at Mesa Dr.","srp","az canal @ Mesa","10/07/02 00:00:00","10/07/02 00:00:00",,,1.6800000000000001e-01,,,2.1000000000000001e-02,2.9999999999999999e-02,1.1799999999999999e-01,
1.3690000000000000e+03,"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","10/07/02 00:00:00","10/07/02 00:00:00",,,1.6800000000000001e-01,,,2.1000000000000001e-02,2.9999999999999999e-02,1.1700000000000001e-01,
1.3700000000000000e+03,"Scotts","AZ Canal at Scottsdale Rd.","srp","az canal @ scotts.","10/07/02 00:00:00","10/07/02 00:00:00",,,2.0000000000000001e-01,,,2.8000000000000001e-02,4.9000000000000002e-02,1.2300000000000000e-01,
1.3710000000000000e+03,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","10/07/02 00:00:00","10/07/02 00:00:00",,,1.7599999999999999e-01,,,1.7999999999999999e-02,3.5000000000000003e-02,1.2300000000000000e-01,
1.3720000000000000e+03,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","10/07/02 00:00:00","10/07/02 00:00:00",,,1.8600000000000000e-01,,,1.7000000000000001e-02,4.0000000000000001e-02,1.2900000000000000e-01,
1.3730000000000000e+03,"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","10/07/02 00:00:00","10/07/02 00:00:00",,,1.3400000000000001e-01,,,2.5999999999999999e-02,4.3999999999999997e-02,6.4000000000000001e-02,
1.3740000000000000e+03,"16th St.","AZ Canal at 16th Street","srp","az canal @ 16th st.","10/07/02 00:00:00","10/07/02 00:00:00",,,3.7900000000000000e+00,,,2.0000000000000000e-02,5.5000000000000000e-02,3.7149999999999999e+00,
1.3750000000000000e+03,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","10/07/02 00:00:00","10/07/02 00:00:00",,,2.0599999999999999e-01,,,3.9000000000000000e-02,8.5000000000000006e-02,8.2000000000000003e-02,
1.3760000000000000e+03,"19th Av.","AZ Canal at 19th Av.","srp","az canal @ 19th av.","10/07/02 00:00:00","10/07/02 00:00:00",,,6.2000000000000000e-01,,,3.5099999999999998e-01,5.9999999999999998e-02,2.0999999999999999e-01,
1.3770000000000000e+03,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","10/07/02 00:00:00","10/07/02 00:00:00",,,5.5600000000000005e-01,,,2.9299999999999998e-01,5.3999999999999999e-02,2.0899999999999999e-01,
1.3780000000000000e+03,"R17","Deer Valley WTP treated water","srp","deer valley-treated","10/07/02 00:00:00","10/07/02 00:00:00",,,5.0400000000000000e-01,,,2.8999999999999998e-01,2.9999999999999999e-02,1.8400000000000000e-01,
1.3790000000000000e+03,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","10/07/02 00:00:00","10/07/02 00:00:00",,,2.3599999999999999e-01,,,6.3000000000000000e-02,4.2000000000000003e-02,1.3100000000000001e-01,
1.3800000000000000e+03,"R19","Val Vista WTP treated water","srp","val vista-treated","10/07/02 00:00:00","10/07/02 00:00:00",,,1.7799999999999999e-01,,,5.5000000000000000e-02,3.7999999999999999e-02,8.5000000000000006e-02,
1.3810000000000000e+03,"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","10/07/02 00:00:00","10/07/02 00:00:00",,,2.0000000000000001e-01,,,3.7999999999999999e-02,4.1000000000000002e-02,1.2100000000000000e-01,
1.3820000000000000e+03,"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","10/07/02 00:00:00","10/07/02 00:00:00",,,1.6000000000000000e-01,,,2.4000000000000000e-02,3.5000000000000003e-02,1.0100000000000001e-01,
1.3830000000000000e+03,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","10/07/02 00:00:00","10/07/02 00:00:00",,,8.1000000000000005e-01,,,6.9099999999999995e-01,4.9000000000000002e-02,7.0000000000000007e-02,
1.3840000000000000e+03,"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","10/07/02 00:00:00","10/07/02 00:00:00",,,2.2160000000000002e+00,,,2.0960000000000001e+00,7.3999999999999996e-02,4.5999999999999999e-02,
1.3850000000000000e+03,"SPT Out","Tempe's South Plant treated water","tempe","STP Out","10/07/02 00:00:00","10/07/02 00:00:00",,,2.2100000000000000e+00,,,2.0840000000000001e+00,5.6000000000000001e-02,7.0000000000000007e-02,
1.3860000000000000e+03,"UH In","Union Hills Inlet","cap","Union Hills Inlet","10/14/02 00:00:00","10/14/02 00:00:00",,,2.1800000000000000e-01,,,8.8999999999999996e-02,3.3000000000000002e-02,9.7000000000000003e-02,
1.3870000000000000e+03,"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","10/14/02 00:00:00","10/14/02 00:00:00",,,1.4599999999999999e-01,,,6.2000000000000000e-02,4.0000000000000001e-02,4.3999999999999997e-02,
1.3880000000000000e+03,"R11","CAP Canal at Cross-connect","cap","cap @ x con","10/14/02 00:00:00","10/14/02 00:00:00",,,2.0999999999999999e-01,,,4.0000000000000001e-02,4.8000000000000001e-02,1.2200000000000000e-01,
1.3890000000000000e+03,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","10/14/02 00:00:00","10/14/02 00:00:00",,,2.1400000000000000e-01,,,2.5000000000000001e-02,7.6999999999999999e-02,1.1200000000000000e-01,
1.3900000000000000e+03,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","10/14/02 00:00:00","10/14/02 00:00:00",,,2.0200000000000001e-01,,,3.5000000000000003e-02,4.1000000000000002e-02,1.2600000000000000e-01,
1.3910000000000000e+03,"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","10/14/02 00:00:00","10/14/02 00:00:00",,,2.0200000000000001e-01,,,2.7000000000000000e-02,2.4000000000000000e-02,1.5100000000000000e-01,
1.3920000000000000e+03,"Mesa","AZ Canal at Mesa Dr.","srp","az canal @ Mesa","10/14/02 00:00:00","10/14/02 00:00:00",,,2.0799999999999999e-01,,,2.7000000000000000e-02,6.3000000000000000e-02,1.1799999999999999e-01,
1.3930000000000000e+03,"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","10/14/02 00:00:00","10/14/02 00:00:00",,,1.7000000000000001e-01,,,2.9000000000000001e-02,3.6999999999999998e-02,1.0500000000000000e-01,
1.3940000000000000e+03,"Scotts","AZ Canal at Scottsdale Rd.","srp","az canal @ scotts.","10/14/02 00:00:00","10/14/02 00:00:00",,,2.1600000000000000e-01,,,8.2000000000000003e-02,4.8000000000000001e-02,8.5999999999999993e-02,
1.3950000000000000e+03,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","10/14/02 00:00:00","10/14/02 00:00:00",,,2.1800000000000000e-01,,,7.8000000000000000e-02,5.1999999999999998e-02,8.7999999999999995e-02,
1.3960000000000000e+03,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","10/14/02 00:00:00","10/14/02 00:00:00",,,2.5200000000000000e-01,,,7.1999999999999995e-02,3.5999999999999997e-02,1.4399999999999999e-01,
1.3970000000000000e+03,"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","10/14/02 00:00:00","10/14/02 00:00:00",,,2.0000000000000001e-01,,,7.2999999999999995e-02,3.5000000000000003e-02,9.1999999999999998e-02,
1.3980000000000000e+03,"16th St.","AZ Canal at 16th Street","srp","az canal @ 16th st.","10/14/02 00:00:00","10/14/02 00:00:00",,,2.5000000000000000e-01,,,7.2999999999999995e-02,4.2999999999999997e-02,1.3400000000000001e-01,
1.3990000000000000e+03,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","10/14/02 00:00:00","10/14/02 00:00:00",,,2.6200000000000001e-01,,,7.2999999999999995e-02,4.4999999999999998e-02,1.4399999999999999e-01,
1.4000000000000000e+03,"19th Av.","AZ Canal at 19th Av.","srp","az canal @ 19th av.","10/14/02 00:00:00","10/14/02 00:00:00",,,2.3799999999999999e-01,,,6.5000000000000002e-02,5.7000000000000002e-02,1.1600000000000001e-01,
1.4010000000000000e+03,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","10/14/02 00:00:00","10/14/02 00:00:00",,,4.8399999999999999e-01,,,2.8000000000000003e-01,4.5999999999999999e-02,1.5800000000000000e-01,
1.4020000000000000e+03,"R17","Deer Valley WTP treated water","srp","deer valley-treated","10/14/02 00:00:00","10/14/02 00:00:00",,,4.6400000000000002e-01,,,3.0700000000000000e-01,5.0000000000000003e-02,1.0700000000000000e-01,
1.4030000000000000e+03,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","10/14/02 00:00:00","10/14/02 00:00:00",,,2.2800000000000001e-01,,,6.5000000000000002e-02,7.3999999999999996e-02,8.8999999999999996e-02,
1.4040000000000000e+03,"R19","Val Vista WTP treated water","srp","val vista-treated","10/14/02 00:00:00","10/14/02 00:00:00",,,1.6400000000000001e-01,,,5.9999999999999998e-02,6.4000000000000001e-02,4.0000000000000001e-02,
1.4050000000000000e+03,"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","10/14/02 00:00:00","10/14/02 00:00:00",,,3.0599999999999999e-01,,,1.3100000000000001e-01,2.4000000000000000e-02,1.5100000000000000e-01,
1.4060000000000000e+03,"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","10/14/02 00:00:00","10/14/02 00:00:00",,,2.3599999999999999e-01,,,1.0400000000000000e-01,2.8000000000000001e-02,1.0400000000000000e-01,
1.4070000000000000e+03,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","10/14/02 00:00:00","10/14/02 00:00:00",,,6.7600000000000005e-01,,,5.2900000000000003e-01,4.3999999999999997e-02,1.0299999999999999e-01,
1.4080000000000000e+03,"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","10/14/02 00:00:00","10/14/02 00:00:00",,,1.3180000000000001e+00,,,1.2920000000000000e+00,8.4000000000000005e-02,-5.8000000000000003e-02,
1.4090000000000000e+03,"SPT Out","Tempe's South Plant treated water","tempe","STP Out","10/14/02 00:00:00","10/14/02 00:00:00",,,1.3620000000000001e+00,,,1.4059999999999999e+00,6.3000000000000000e-02,-1.0700000000000000e-01,
1.4100000000000000e+03,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","10/16/02 00:00:00","10/16/02 00:00:00",,,3.0800000000000000e-01,,,1.6000000000000000e-02,2.3000000000000000e-02,2.6900000000000002e-01,
1.4110000000000000e+03,"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","10/16/02 00:00:00","10/16/02 00:00:00",,,5.3600000000000003e-01,,,2.5999999999999999e-02,1.2900000000000000e-01,3.8200000000000001e-01,
1.4120000000000000e+03,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","10/16/02 00:00:00","10/16/02 00:00:00",,,2.2200000000000000e-01,,,1.4000000000000000e-02,1.2000000000000000e-02,1.9700000000000001e-01,
1.4130000000000000e+03,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","10/16/02 00:00:00","10/16/02 00:00:00",,,5.9399999999999997e-01,,,2.1999999999999999e-02,2.2700000000000001e-01,3.4499999999999997e-01,
1.4140000000000000e+03,"R9A","Saguaro Lake near inlet","srp","saguaro-epi","10/16/02 00:00:00","10/16/02 00:00:00",,,3.4599999999999997e-01,,,8.0000000000000002e-03,2.7000000000000000e-02,3.1100000000000000e-01,
1.4150000000000000e+03,"R9A-Dup","Saguaro Lake near inlet","srp","saguaro-epi","10/16/02 00:00:00","10/16/02 00:00:00",,,3.6599999999999999e-01,,,6.0000000000000001e-03,3.4000000000000002e-02,3.2600000000000001e-01,
1.4160000000000000e+03,"R9B","Saguaro Lake near inlet","srp","saguaro-hypo","10/16/02 00:00:00","10/16/02 00:00:00",,,7.5600000000000001e-01,,,1.0999999999999999e-02,2.6000000000000001e-01,4.8499999999999999e-01,
1.4170000000000000e+03,"UH In","Union Hills Inlet","cap","Union Hills Inlet","10/21/02 00:00:00","10/21/02 00:00:00",,,2.7600000000000002e-01,,,7.3999999999999996e-02,1.2999999999999999e-02,1.8900000000000000e-01,
1.4180000000000000e+03,"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","10/21/02 00:00:00","10/21/02 00:00:00",,,1.6000000000000000e-01,,,2.9000000000000001e-02,0.0000000000000000e+00,1.3100000000000001e-01,
1.4190000000000000e+03,"R11","CAP Canal at Cross-connect","cap","cap @ x con","10/21/02 00:00:00","10/21/02 00:00:00",,,2.0399999999999999e-01,,,1.0000000000000000e-02,2.7000000000000000e-02,1.6700000000000001e-01,
1.4200000000000000e+03,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","10/21/02 00:00:00","10/21/02 00:00:00",,,1.6200000000000001e-01,,,5.0000000000000001e-03,8.0000000000000002e-03,1.4899999999999999e-01,
1.4210000000000000e+03,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","10/21/02 00:00:00","10/21/02 00:00:00",,,2.0399999999999999e-01,,,4.0000000000000001e-03,2.8000000000000001e-02,1.7199999999999999e-01,
1.4220000000000000e+03,"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","10/21/02 00:00:00","10/21/02 00:00:00",,,2.0000000000000001e-01,,,0.0000000000000000e+00,1.2999999999999999e-02,1.8700000000000000e-01,
1.4230000000000000e+03,"Mesa","AZ Canal at Mesa Dr.","srp","az canal @ Mesa","10/21/02 00:00:00","10/21/02 00:00:00",,,1.9800000000000001e-01,,,0.0000000000000000e+00,1.7000000000000001e-02,1.8099999999999999e-01,
1.4240000000000000e+03,"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","10/21/02 00:00:00","10/21/02 00:00:00",,,2.4199999999999999e-01,,,1.7000000000000001e-02,1.9000000000000000e-02,2.0599999999999999e-01,
1.4250000000000000e+03,"Scotts","AZ Canal at Scottsdale Rd.","srp","az canal @ scotts.","10/21/02 00:00:00","10/21/02 00:00:00",,,2.1199999999999999e-01,,,4.0000000000000001e-03,1.2000000000000000e-02,1.9600000000000001e-01,
1.4260000000000000e+03,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","10/21/02 00:00:00","10/21/02 00:00:00",,,2.2600000000000001e-01,,,2.0000000000000000e-03,2.1000000000000001e-02,2.0399999999999999e-01,
1.4270000000000000e+03,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","10/21/02 00:00:00","10/21/02 00:00:00",,,2.4600000000000000e-01,,,1.6000000000000000e-02,2.9999999999999999e-02,2.0100000000000001e-01,
1.4280000000000000e+03,"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","10/21/02 00:00:00","10/21/02 00:00:00",,,1.8600000000000000e-01,,,1.7999999999999999e-02,1.7999999999999999e-02,1.4999999999999999e-01,
1.4290000000000000e+03,"16th St.","AZ Canal at 16th Street","srp","az canal @ 16th st.","10/21/02 00:00:00","10/21/02 00:00:00",,,3.3800000000000002e-01,,,9.9000000000000005e-02,3.5000000000000003e-02,2.0399999999999999e-01,
1.4300000000000000e+03,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","10/21/02 00:00:00","10/21/02 00:00:00",,,2.2000000000000000e-01,,,8.9999999999999993e-03,2.1000000000000001e-02,1.9000000000000000e-01,
