ID,site number,site location,cluster name,site acronym,date,month,depth (m),T (C),DO (mg/l),pH,"Secchi Disk, m",samples collected,sample type,comments
11294,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,1/31/2011,1/31/2011,,,,,,,,
11295,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,1/31/2011,1/31/2011,,,,,,,,
11296,R17,Deer Valley WTP treated water,srp,deer valley-treated,1/31/2011,1/31/2011,,,,,,,,
11297,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,1/31/2011,1/31/2011,,,,,,,,
11298,R19,Val Vista WTP treated water,srp,val vista-treated,1/31/2011,1/31/2011,,,,,,,,
11299,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,1/31/2011,1/31/2011,,,,,,,,
11300,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,1/31/2011,1/31/2011,,,,,,,,
11301,R25,verde river at beeline highway,verde,verde @ beeline,1/31/2011,1/31/2011,,,,,,,,
11302,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,1/31/2011,1/31/2011,,,,,,,,
11303,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,1/31/2011,1/31/2011,,,,,,,,
11304,UH In,Union Hills Inlet,cap,Union Hills Inlet,1/31/2011,1/31/2011,,,,,,,,
11305,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,1/31/2011,1/31/2011,,,,,,,,
11306,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,1/31/2011,1/31/2011,,,,,,,,
11307,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,1/31/2011,1/31/2011,,,,,,,,
11308,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,1/31/2011,1/31/2011,,,,,,,,
11309,HTC,Head of the Tempe Canal,tempe,head of tempe canal,1/31/2011,1/31/2011,,,,,,,,
11310,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,1/31/2011,1/31/2011,,,,,,,,
11311,SPT Out,Tempe's South Plant treated water,tempe,STP Out,1/31/2011,1/31/2011,,,,,,,,
11312,Glen In,Glendale WTP inlet,,Glen In,1/31/2011,1/31/2011,,,,,,,,
11313,Glen Out,Glendale WTP outlet,,Glen Out,1/31/2011,1/31/2011,,,,,,,,
11314,Green In,Greenway WTP Inlet,srp,Green In,1/31/2011,1/31/2011,,,,,,,,
11315,Green Out,Greenway WTP Outlet,srp,Green Out,1/31/2011,1/31/2011,,,,,,,,
11316,R2,Lake Pleasant integrated sample,cap,pleasant,1/31/2011,1/31/2011,,,,,,,,
11317,R2,Lake Pleasant integrated sample,cap,pleasant,1/31/2011,1/31/2011,,,,,,,,
11318,R2,Lake Pleasant integrated sample,cap,pleasant,1/31/2011,1/31/2011,,,,,,,,
11319,R2,Lake Pleasant integrated sample,cap,pleasant,1/31/2011,1/31/2011,,,,,,,,
11320,R2,Lake Pleasant integrated sample,cap,pleasant,1/31/2011,1/31/2011,,,,,,,,
11321,R2,Lake Pleasant integrated sample,cap,pleasant,1/31/2011,1/31/2011,,,,,,,,
11322,R2,Lake Pleasant integrated sample,cap,pleasant,1/31/2011,1/31/2011,,,,,,,,
11323,R2,Lake Pleasant integrated sample,cap,pleasant,1/31/2011,1/31/2011,,,,,,,,
11324,R2,Lake Pleasant integrated sample,cap,pleasant,1/31/2011,1/31/2011,,,,,,,,
11325,R2,Lake Pleasant integrated sample,cap,pleasant,1/31/2011,1/31/2011,,,,,,,,
11326,R2,Lake Pleasant integrated sample,cap,pleasant,1/31/2011,1/31/2011,,,,,,,,
11327,R2,Lake Pleasant integrated sample,cap,pleasant,1/31/2011,1/31/2011,,,,,,,,
11328,R2,Lake Pleasant integrated sample,cap,pleasant,1/31/2011,1/31/2011,,,,,,,,
11329,R2,Lake Pleasant integrated sample,cap,pleasant,1/31/2011,1/31/2011,,,,,,,,
11330,R2,Lake Pleasant integrated sample,cap,pleasant,1/31/2011,1/31/2011,,,,,,,,
11331,R2,Lake Pleasant integrated sample,cap,pleasant,1/31/2011,1/31/2011,,,,,,,,
11332,R2,Lake Pleasant integrated sample,cap,pleasant,1/31/2011,1/31/2011,,,,,,,,
11333,R2,Lake Pleasant integrated sample,cap,pleasant,1/31/2011,1/31/2011,,,,,,,,
11334,R2,Lake Pleasant integrated sample,cap,pleasant,1/31/2011,1/31/2011,,,,,,,,
11335,R2,Lake Pleasant integrated sample,cap,pleasant,1/31/2011,1/31/2011,,,,,,,,
11336,R2,Lake Pleasant integrated sample,cap,pleasant,1/31/2011,1/31/2011,,,,,,,,
11337,R6A,Bartlett Reservoir near outlet,verde,bartlett-0m,1/31/2011,1/31/2011,,,,,,,,
11338,R6-5,Bartlett Reservoir near outlet,verde,bartlett-5m,1/31/2011,1/31/2011,,,,,,,,
11339,R6-10,Bartlett Reservoir near outlet,verde,bartlett-10m,1/31/2011,1/31/2011,,,,,,,,
11340,R6-15,Bartlett Reservoir near outlet,verde,bartlett-15m,1/31/2011,1/31/2011,,,,,,,,
11341,R6-20,Bartlett Reservoir near outlet,verde,bartlett-20m,1/31/2011,1/31/2011,,,,,,,,
11342,R6-25,Bartlett Reservoir near outlet,verde,bartlett-25m,1/31/2011,1/31/2011,,,,,,,,
11343,R6-30,Bartlett Reservoir near outlet,verde,bartlett-30m,1/31/2011,1/31/2011,,,,,,,,
11344,R6-35,Bartlett Reservoir near outlet,verde,bartlett-35m,1/31/2011,1/31/2011,,,,,,,,
11345,R6-40,Bartlett Reservoir near outlet,verde,bartlett-40m,1/31/2011,1/31/2011,,,,,,,,
11346,R6-45,Bartlett Reservoir near outlet,verde,bartlett-45m,1/31/2011,1/31/2011,,,,,,,,
11347,R6-50,Bartlett Reservoir near outlet,verde,bartlett-50m,1/31/2011,1/31/2011,,,,,,,,
11348,R9A,Saguaro Lake near inlet,salt,saguaro-0m,1/31/2011,1/31/2011,,12,8.7,,2.44,,,
11349,R9-5,Saguaro Lake near inlet,salt,saguaro-5m,1/31/2011,1/31/2011,,12,8.5,,,,,
11350,R9-10,Saguaro Lake near inlet,salt,saguaro-10m,1/31/2011,1/31/2011,,12.1,8.5,,,,,
11351,R9-15,Saguaro Lake near inlet,salt,saguaro-15m,1/31/2011,1/31/2011,,12.1,8.5,,,,,
11352,R9-20,Saguaro Lake near inlet,salt,saguaro-20m,1/31/2011,1/31/2011,,12.1,8.4,,,,,
11353,R9-25,Saguaro Lake near inlet,salt,saguaro-25m,1/31/2011,1/31/2011,,12.2,8.4,,,,,
11354,R9-30,Saguaro Lake near inlet,salt,saguaro-30m,1/31/2011,1/31/2011,,12.1,8.2,,,,,
11355,R9-35,Saguaro Lake near inlet,salt,saguaro-35m,1/31/2011,1/31/2011,,,,,,,,
11356,R9-40,Saguaro Lake near inlet,salt,saguaro-40m,1/31/2011,1/31/2011,,,,,,,,
11357,R9-45,Saguaro Lake near inlet,salt,saguaro-45m,1/31/2011,1/31/2011,,,,,,,,
11358,R9-50,Saguaro Lake near inlet,salt,saguaro-50m,1/31/2011,1/31/2011,,,,,,,,
11359,R20,Verde River at Tangle,verde,verde abv horseshoe,1/31/2011,1/31/2011,,,,,,,,
11360,Havasu 1,Havasu lake Sample,,Havasu 1,1/31/2011,1/31/2011,,,,,,,,
11361,R3,Waddell Canal,cap,waddell canal,2/28/2011,2/28/2011,,,,,,,,
11362,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,2/28/2011,2/28/2011,,,,,,,,
11363,R11,CAP Canal at Cross-connect,cap,cap @ x con,2/28/2011,2/28/2011,,,,,,,,
11364,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,2/28/2011,2/28/2011,,,,,,,,
11365,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,2/28/2011,2/28/2011,,,,,,,,
11366,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,2/28/2011,2/28/2011,,,,,,,,
11367,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,2/28/2011,2/28/2011,,,,,,,,
11368,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,2/28/2011,2/28/2011,,,,,,,,
11369,R17,Deer Valley WTP treated water,srp,deer valley-treated,2/28/2011,2/28/2011,,,,,,,,
11370,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,2/28/2011,2/28/2011,,,,,,,,
11371,R19,Val Vista WTP treated water,srp,val vista-treated,2/28/2011,2/28/2011,,,,,,,,
11372,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,2/28/2011,2/28/2011,,,,,,,,
11373,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,2/28/2011,2/28/2011,,,,,,,,
11374,R25,verde river at beeline highway,verde,verde @ beeline,2/28/2011,2/28/2011,,,,,,,,
11375,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,2/28/2011,2/28/2011,,,,,,,,
11376,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,2/28/2011,2/28/2011,,,,,,,,
11377,UH In,Union Hills Inlet,cap,Union Hills Inlet,2/28/2011,2/28/2011,,,,,,,,
11378,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,2/28/2011,2/28/2011,,,,,,,,
11379,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,2/28/2011,2/28/2011,,,,,,,,
11380,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,2/28/2011,2/28/2011,,,,,,,,
11381,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,2/28/2011,2/28/2011,,,,,,,,
11382,HTC,Head of the Tempe Canal,tempe,head of tempe canal,2/28/2011,2/28/2011,,,,,,,,
11383,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,2/28/2011,2/28/2011,,,,,,,,
11384,SPT Out,Tempe's South Plant treated water,tempe,STP Out,2/28/2011,2/28/2011,,,,,,,,
11385,Glen In,Glendale WTP inlet,,Glen In,2/28/2011,2/28/2011,,,,,,,,
11386,Glen Out,Glendale WTP outlet,,Glen Out,2/28/2011,2/28/2011,,,,,,,,
11387,Green In,Greenway WTP Inlet,srp,Green In,2/28/2011,2/28/2011,,,,,,,,
11388,Green Out,Greenway WTP Outlet,srp,Green Out,2/28/2011,2/28/2011,,,,,,,,
11389,R2,Lake Pleasant integrated sample,cap,pleasant,2/28/2011,2/28/2011,,,,,,,,
11390,R2,Lake Pleasant integrated sample,cap,pleasant,2/28/2011,2/28/2011,,,,,,,,
11391,R2,Lake Pleasant integrated sample,cap,pleasant,2/28/2011,2/28/2011,,,,,,,,
11392,R2,Lake Pleasant integrated sample,cap,pleasant,2/28/2011,2/28/2011,,,,,,,,
11393,R2,Lake Pleasant integrated sample,cap,pleasant,2/28/2011,2/28/2011,,,,,,,,
11394,R2,Lake Pleasant integrated sample,cap,pleasant,2/28/2011,2/28/2011,,,,,,,,
11395,R2,Lake Pleasant integrated sample,cap,pleasant,2/28/2011,2/28/2011,,,,,,,,
11396,R2,Lake Pleasant integrated sample,cap,pleasant,2/28/2011,2/28/2011,,,,,,,,
11397,R2,Lake Pleasant integrated sample,cap,pleasant,2/28/2011,2/28/2011,,,,,,,,
11398,R2,Lake Pleasant integrated sample,cap,pleasant,2/28/2011,2/28/2011,,,,,,,,
11399,R2,Lake Pleasant integrated sample,cap,pleasant,2/28/2011,2/28/2011,,,,,,,,
11400,R2,Lake Pleasant integrated sample,cap,pleasant,2/28/2011,2/28/2011,,,,,,,,
11401,R2,Lake Pleasant integrated sample,cap,pleasant,2/28/2011,2/28/2011,,,,,,,,
11402,R2,Lake Pleasant integrated sample,cap,pleasant,2/28/2011,2/28/2011,,,,,,,,
11403,R2,Lake Pleasant integrated sample,cap,pleasant,2/28/2011,2/28/2011,,,,,,,,
11404,R2,Lake Pleasant integrated sample,cap,pleasant,2/28/2011,2/28/2011,,,,,,,,
11405,R2,Lake Pleasant integrated sample,cap,pleasant,2/28/2011,2/28/2011,,,,,,,,
11406,R2,Lake Pleasant integrated sample,cap,pleasant,2/28/2011,2/28/2011,,,,,,,,
11407,R2,Lake Pleasant integrated sample,cap,pleasant,2/28/2011,2/28/2011,,,,,,,,
11408,R2,Lake Pleasant integrated sample,cap,pleasant,2/28/2011,2/28/2011,,,,,,,,
11409,R2,Lake Pleasant integrated sample,cap,pleasant,2/28/2011,2/28/2011,,,,,,,,
11410,R6A,Bartlett Reservoir near outlet,verde,bartlett-0m,2/28/2011,2/28/2011,,11.3,11.4,,2.13,,,
11411,R6-5,Bartlett Reservoir near outlet,verde,bartlett-5m,2/28/2011,2/28/2011,,11.2,11.8,,,,,
11412,R6-10,Bartlett Reservoir near outlet,verde,bartlett-10m,2/28/2011,2/28/2011,,11.1,12.1,,,,,
11413,R6-15,Bartlett Reservoir near outlet,verde,bartlett-15m,2/28/2011,2/28/2011,,11,12.2,,,,,
11414,R6-20,Bartlett Reservoir near outlet,verde,bartlett-20m,2/28/2011,2/28/2011,,10.5,12.3,,,,,
11415,R6-25,Bartlett Reservoir near outlet,verde,bartlett-25m,2/28/2011,2/28/2011,,10.2,11.9,,,,,
11416,R6-30,Bartlett Reservoir near outlet,verde,bartlett-30m,2/28/2011,2/28/2011,,10,11.4,,,,,
11417,R6-35,Bartlett Reservoir near outlet,verde,bartlett-35m,2/28/2011,2/28/2011,,9.9,10.9,,,,,
11418,R6-40,Bartlett Reservoir near outlet,verde,bartlett-40m,2/28/2011,2/28/2011,,9.8,10.8,,,,,
11419,R6-45,Bartlett Reservoir near outlet,verde,bartlett-45m,2/28/2011,2/28/2011,,9.7,10.1,,,,,
11420,R6-50,Bartlett Reservoir near outlet,verde,bartlett-50m,2/28/2011,2/28/2011,,,,,,,,
11421,R9A,Saguaro Lake near inlet,salt,saguaro-0m,2/28/2011,2/28/2011,,12.7,9.8,,3.35,,,
11422,R9-5,Saguaro Lake near inlet,salt,saguaro-5m,2/28/2011,2/28/2011,,12.6,10.4,,,,,
11423,R9-10,Saguaro Lake near inlet,salt,saguaro-10m,2/28/2011,2/28/2011,,12.3,10.4,,,,,
11424,R9-15,Saguaro Lake near inlet,salt,saguaro-15m,2/28/2011,2/28/2011,,12.1,9.6,,,,,
11425,R9-20,Saguaro Lake near inlet,salt,saguaro-20m,2/28/2011,2/28/2011,,11.9,9,,,,,
11426,R9-25,Saguaro Lake near inlet,salt,saguaro-25m,2/28/2011,2/28/2011,,11.8,8.5,,,,,
11427,R9-30,Saguaro Lake near inlet,salt,saguaro-30m,2/28/2011,2/28/2011,,11.8,8.3,,,,,
11428,R9-35,Saguaro Lake near inlet,salt,saguaro-35m,2/28/2011,2/28/2011,,,,,,,,
11429,R9-40,Saguaro Lake near inlet,salt,saguaro-40m,2/28/2011,2/28/2011,,,,,,,,
11430,R9-45,Saguaro Lake near inlet,salt,saguaro-45m,2/28/2011,2/28/2011,,,,,,,,
11431,R9-50,Saguaro Lake near inlet,salt,saguaro-50m,2/28/2011,2/28/2011,,,,,,,,
11432,R20,Verde River at Tangle,verde,verde abv horseshoe,2/28/2011,2/28/2011,,,,,,,,
11433,Havasu 1,Havasu lake Sample,,Havasu 1,2/28/2011,2/28/2011,,,,,,,,
11434,R3,Waddell Canal,cap,waddell canal,4/4/2011,4/4/2011,,,,,,,,
11435,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,4/4/2011,4/4/2011,,,,,,,,
11436,R11,CAP Canal at Cross-connect,cap,cap @ x con,4/4/2011,4/4/2011,,,,,,,,
11437,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,4/4/2011,4/4/2011,,,,,,,,
11438,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,4/4/2011,4/4/2011,,,,,,,,
11439,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,4/4/2011,4/4/2011,,,,,,,,
11440,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,4/4/2011,4/4/2011,,,,,,,,
11441,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,4/4/2011,4/4/2011,,,,,,,,
11442,R17,Deer Valley WTP treated water,srp,deer valley-treated,4/4/2011,4/4/2011,,,,,,,,
11443,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,4/4/2011,4/4/2011,,,,,,,,
11444,R19,Val Vista WTP treated water,srp,val vista-treated,4/4/2011,4/4/2011,,,,,,,,
11445,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,4/4/2011,4/4/2011,,,,,,,,
11446,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,4/4/2011,4/4/2011,,,,,,,,
11447,R25,verde river at beeline highway,verde,verde @ beeline,4/4/2011,4/4/2011,,,,,,,,
11448,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,4/4/2011,4/4/2011,,,,,,,,
11449,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,4/4/2011,4/4/2011,,,,,,,,
11450,UH In,Union Hills Inlet,cap,Union Hills Inlet,4/4/2011,4/4/2011,,,,,,,,
11451,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,4/4/2011,4/4/2011,,,,,,,,
11452,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,4/4/2011,4/4/2011,,,,,,,,
11453,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,4/4/2011,4/4/2011,,,,,,,,
11454,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,4/4/2011,4/4/2011,,,,,,,,
11455,HTC,Head of the Tempe Canal,tempe,head of tempe canal,4/4/2011,4/4/2011,,,,,,,,
11456,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,4/4/2011,4/4/2011,,,,,,,,
11457,SPT Out,Tempe's South Plant treated water,tempe,STP Out,4/4/2011,4/4/2011,,,,,,,,
11458,Glen In,Glendale WTP inlet,,Glen In,4/4/2011,4/4/2011,,,,,,,,
11459,Glen Out,Glendale WTP outlet,,Glen Out,4/4/2011,4/4/2011,,,,,,,,
11460,Green In,Greenway WTP Inlet,srp,Green In,4/4/2011,4/4/2011,,,,,,,,
11461,Green Out,Greenway WTP Outlet,srp,Green Out,4/4/2011,4/4/2011,,,,,,,,
11462,R2,Lake Pleasant integrated sample,cap,pleasant,4/4/2011,4/4/2011,,,,,,,,
11463,R2,Lake Pleasant integrated sample,cap,pleasant,4/4/2011,4/4/2011,,,,,,,,
11464,R2,Lake Pleasant integrated sample,cap,pleasant,4/4/2011,4/4/2011,,,,,,,,
11465,R2,Lake Pleasant integrated sample,cap,pleasant,4/4/2011,4/4/2011,,,,,,,,
11466,R2,Lake Pleasant integrated sample,cap,pleasant,4/4/2011,4/4/2011,,,,,,,,
11467,R2,Lake Pleasant integrated sample,cap,pleasant,4/4/2011,4/4/2011,,,,,,,,
11468,R2,Lake Pleasant integrated sample,cap,pleasant,4/4/2011,4/4/2011,,,,,,,,
11469,R2,Lake Pleasant integrated sample,cap,pleasant,4/4/2011,4/4/2011,,,,,,,,
11470,R2,Lake Pleasant integrated sample,cap,pleasant,4/4/2011,4/4/2011,,,,,,,,
11471,R2,Lake Pleasant integrated sample,cap,pleasant,4/4/2011,4/4/2011,,,,,,,,
11472,R2,Lake Pleasant integrated sample,cap,pleasant,4/4/2011,4/4/2011,,,,,,,,
11473,R2,Lake Pleasant integrated sample,cap,pleasant,4/4/2011,4/4/2011,,,,,,,,
11474,R2,Lake Pleasant integrated sample,cap,pleasant,4/4/2011,4/4/2011,,,,,,,,
11475,R2,Lake Pleasant integrated sample,cap,pleasant,4/4/2011,4/4/2011,,,,,,,,
11476,R2,Lake Pleasant integrated sample,cap,pleasant,4/4/2011,4/4/2011,,,,,,,,
11477,R2,Lake Pleasant integrated sample,cap,pleasant,4/4/2011,4/4/2011,,,,,,,,
11478,R2,Lake Pleasant integrated sample,cap,pleasant,4/4/2011,4/4/2011,,,,,,,,
11479,R2,Lake Pleasant integrated sample,cap,pleasant,4/4/2011,4/4/2011,,,,,,,,
11480,R2,Lake Pleasant integrated sample,cap,pleasant,4/4/2011,4/4/2011,,,,,,,,
11481,R2,Lake Pleasant integrated sample,cap,pleasant,4/4/2011,4/4/2011,,,,,,,,
11482,R2,Lake Pleasant integrated sample,cap,pleasant,4/4/2011,4/4/2011,,,,,,,,
11483,R6A,Bartlett Reservoir near outlet,verde,bartlett-0m,4/4/2011,4/4/2011,,18.2,9.9,,2.13,,,
11484,R6-5,Bartlett Reservoir near outlet,verde,bartlett-5m,4/4/2011,4/4/2011,,17.7,11.5,,,,,
11485,R6-10,Bartlett Reservoir near outlet,verde,bartlett-10m,4/4/2011,4/4/2011,,15.7,9.7,,,,,
11486,R6-15,Bartlett Reservoir near outlet,verde,bartlett-15m,4/4/2011,4/4/2011,,13.5,8.4,,,,,
11487,R6-20,Bartlett Reservoir near outlet,verde,bartlett-20m,4/4/2011,4/4/2011,,12.2,9.1,,,,,
11488,R6-25,Bartlett Reservoir near outlet,verde,bartlett-25m,4/4/2011,4/4/2011,,11.7,9.5,,,,,
11489,R6-30,Bartlett Reservoir near outlet,verde,bartlett-30m,4/4/2011,4/4/2011,,11.3,9.2,,,,,
11490,R6-35,Bartlett Reservoir near outlet,verde,bartlett-35m,4/4/2011,4/4/2011,,10.8,8.4,,,,,
11491,R6-40,Bartlett Reservoir near outlet,verde,bartlett-40m,4/4/2011,4/4/2011,,10.6,8.1,,,,,
11492,R6-45,Bartlett Reservoir near outlet,verde,bartlett-45m,4/4/2011,4/4/2011,,,,,,,,
11493,R6-50,Bartlett Reservoir near outlet,verde,bartlett-50m,4/4/2011,4/4/2011,,,,,,,,
11494,R9A,Saguaro Lake near inlet,salt,saguaro-0m,4/4/2011,4/4/2011,,18.7,10.4,,3.35,,,
11495,R9-5,Saguaro Lake near inlet,salt,saguaro-5m,4/4/2011,4/4/2011,,18.7,11.3,,,,,
11496,R9-10,Saguaro Lake near inlet,salt,saguaro-10m,4/4/2011,4/4/2011,,15,8.4,,,,,
11497,R9-15,Saguaro Lake near inlet,salt,saguaro-15m,4/4/2011,4/4/2011,,13.4,5.7,,,,,
11498,R9-20,Saguaro Lake near inlet,salt,saguaro-20m,4/4/2011,4/4/2011,,12.7,5.7,,,,,
11499,R9-25,Saguaro Lake near inlet,salt,saguaro-25m,4/4/2011,4/4/2011,,12.4,5.5,,,,,
11500,R9-30,Saguaro Lake near inlet,salt,saguaro-30m,4/4/2011,4/4/2011,,12.3,5.2,,,,,
11501,R9-35,Saguaro Lake near inlet,salt,saguaro-35m,4/4/2011,4/4/2011,,,,,,,,
11502,R9-40,Saguaro Lake near inlet,salt,saguaro-40m,4/4/2011,4/4/2011,,,,,,,,
11503,R9-45,Saguaro Lake near inlet,salt,saguaro-45m,4/4/2011,4/4/2011,,,,,,,,
11504,R9-50,Saguaro Lake near inlet,salt,saguaro-50m,4/4/2011,4/4/2011,,,,,,,,
11505,R20,Verde River at Tangle,verde,verde abv horseshoe,4/4/2011,4/4/2011,,,,,,,,
11506,Havasu 1,Havasu lake Sample,,Havasu 1,4/4/2011,4/4/2011,,,,,,,,
11507,R3,Waddell Canal,cap,waddell canal,5/2/2011,5/2/2011,,,,,,,,
11508,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,5/2/2011,5/2/2011,,,,,,,,
11509,R11,CAP Canal at Cross-connect,cap,cap @ x con,5/2/2011,5/2/2011,,,,,,,,
11510,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,5/2/2011,5/2/2011,,,,,,,,
11511,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,5/2/2011,5/2/2011,,,,,,,,
11512,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,5/2/2011,5/2/2011,,,,,,,,
11513,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,5/2/2011,5/2/2011,,,,,,,,
11514,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,5/2/2011,5/2/2011,,,,,,,,
11515,R17,Deer Valley WTP treated water,srp,deer valley-treated,5/2/2011,5/2/2011,,,,,,,,
11516,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,5/2/2011,5/2/2011,,,,,,,,
11517,R19,Val Vista WTP treated water,srp,val vista-treated,5/2/2011,5/2/2011,,,,,,,,
11518,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,5/2/2011,5/2/2011,,,,,,,,
11519,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,5/2/2011,5/2/2011,,,,,,,,
11520,R25,verde river at beeline highway,verde,verde @ beeline,5/2/2011,5/2/2011,,,,,,,,
11521,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,5/2/2011,5/2/2011,,,,,,,,
11522,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,5/2/2011,5/2/2011,,,,,,,,
11523,UH In,Union Hills Inlet,cap,Union Hills Inlet,5/2/2011,5/2/2011,,,,,,,,
11524,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,5/2/2011,5/2/2011,,,,,,,,
11525,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,5/2/2011,5/2/2011,,,,,,,,
11526,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,5/2/2011,5/2/2011,,,,,,,,
11527,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,5/2/2011,5/2/2011,,,,,,,,
11528,HTC,Head of the Tempe Canal,tempe,head of tempe canal,5/2/2011,5/2/2011,,,,,,,,
11529,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,5/2/2011,5/2/2011,,,,,,,,
11530,SPT Out,Tempe's South Plant treated water,tempe,STP Out,5/2/2011,5/2/2011,,,,,,,,
11531,Glen In,Glendale WTP inlet,,Glen In,5/2/2011,5/2/2011,,,,,,,,
11532,Glen Out,Glendale WTP outlet,,Glen Out,5/2/2011,5/2/2011,,,,,,,,
11533,Green In,Greenway WTP Inlet,srp,Green In,5/2/2011,5/2/2011,,,,,,,,
11534,Green Out,Greenway WTP Outlet,srp,Green Out,5/2/2011,5/2/2011,,,,,,,,
11535,R2,Lake Pleasant integrated sample,cap,pleasant,5/2/2011,5/2/2011,,,,,,,,
11536,R2,Lake Pleasant integrated sample,cap,pleasant,5/2/2011,5/2/2011,,,,,,,,
11537,R2,Lake Pleasant integrated sample,cap,pleasant,5/2/2011,5/2/2011,,,,,,,,
11538,R2,Lake Pleasant integrated sample,cap,pleasant,5/2/2011,5/2/2011,,,,,,,,
11539,R2,Lake Pleasant integrated sample,cap,pleasant,5/2/2011,5/2/2011,,,,,,,,
11540,R2,Lake Pleasant integrated sample,cap,pleasant,5/2/2011,5/2/2011,,,,,,,,
11541,R2,Lake Pleasant integrated sample,cap,pleasant,5/2/2011,5/2/2011,,,,,,,,
11542,R2,Lake Pleasant integrated sample,cap,pleasant,5/2/2011,5/2/2011,,,,,,,,
11543,R2,Lake Pleasant integrated sample,cap,pleasant,5/2/2011,5/2/2011,,,,,,,,
11544,R2,Lake Pleasant integrated sample,cap,pleasant,5/2/2011,5/2/2011,,,,,,,,
11545,R2,Lake Pleasant integrated sample,cap,pleasant,5/2/2011,5/2/2011,,,,,,,,
11546,R2,Lake Pleasant integrated sample,cap,pleasant,5/2/2011,5/2/2011,,,,,,,,
11547,R2,Lake Pleasant integrated sample,cap,pleasant,5/2/2011,5/2/2011,,,,,,,,
11548,R2,Lake Pleasant integrated sample,cap,pleasant,5/2/2011,5/2/2011,,,,,,,,
11549,R2,Lake Pleasant integrated sample,cap,pleasant,5/2/2011,5/2/2011,,,,,,,,
11550,R2,Lake Pleasant integrated sample,cap,pleasant,5/2/2011,5/2/2011,,,,,,,,
