ID,site number,site location,cluster name,site acronym,date,month,sample type,MIB (ng/L) ASU,Geosmin  (ng/L) ASU,Beta-cyclocitral (ng/L),IPMP Recovery (%),MIB (ng/L) Phoenix,Geosmin  (ng/L) Phoenix,comments
6783,"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","08/18/08 00:00:00","08/18/08 00:00:00",,,,,,,,
6784,"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","08/18/08 00:00:00","08/18/08 00:00:00",,,,,,,,
6785,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","08/18/08 00:00:00","08/18/08 00:00:00",,,,,,,,
6786,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","08/18/08 00:00:00","08/18/08 00:00:00",,,,,,,,
6787,"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","08/18/08 00:00:00","08/18/08 00:00:00",,,,,,,,
6788,"SPT Out","Tempe's South Plant treated water","tempe","STP Out","08/18/08 00:00:00","08/18/08 00:00:00",,,,,,,,
6789,"Glen In","Glendale WTP Inlet","srp","Glen In","08/18/08 00:00:00","08/18/08 00:00:00",,,,,,,,
6790,"Glen Out","Glendale WTP Outlet","srp","Glen Out","08/18/08 00:00:00","08/18/08 00:00:00",,,,,,,,
6791,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","08/18/08 00:00:00","08/18/08 00:00:00",,,,,,,,
6792,"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","08/18/08 00:00:00","08/18/08 00:00:00",,,,,,,,
6793,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","08/18/08 00:00:00","08/18/08 00:00:00",,,,,,,,
6794,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","08/18/08 00:00:00","08/18/08 00:00:00",,,,,,,,
6795,"R6C","Bartlett Reservoir near dock","verde","bartlett-hypo","08/18/08 00:00:00","08/18/08 00:00:00",,,,,,,,
6796,"R9A","Saguaro Lake near inlet","salt","saguaro-epi","08/18/08 00:00:00","08/18/08 00:00:00",,,,,,,,
6797,"R9A-Dup","Saguaro Lake near inlet","salt","saguaro-epi dup","08/18/08 00:00:00","08/18/08 00:00:00",,,,,,,,
6798,"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","08/18/08 00:00:00","08/18/08 00:00:00",,,,,,,,
6799,"R9C","Saguaro Lake near dock","salt","saguaro-hypo","08/18/08 00:00:00","08/18/08 00:00:00",,,,,,,,
6800,"R20","Verde River at Tangle","verde","verde abv horseshoe","08/18/08 00:00:00","08/18/08 00:00:00",,,,,,,,
6801,"Havasu 1","Havasu lake Sample",,"Havasu 1","08/18/08 00:00:00","08/18/08 00:00:00",,,,,,,,
6802,"Havasu 2","Havasu lake Sample",,"Havasu 2","08/18/08 00:00:00","08/18/08 00:00:00",,,,,,,,
6803,"Roosvelt","SRP above Roosevelt Lake",,"Above Roosevelt","08/18/08 00:00:00","08/18/08 00:00:00",,,,,,,,
6804,"R1","CAP canal above Waddell Canal","cap","cap-siphon","08/18/08 00:00:00","08/18/08 00:00:00",,,,,,,,
6805,"R4","Cap Canal at 7th St.","cap","cap @ 7th st","08/18/08 00:00:00","08/18/08 00:00:00",,,,,,,,
6806,"R4-Dup","Cap Canal at 7th St.","cap","cap @ 7th st dup","08/18/08 00:00:00","08/18/08 00:00:00",,,,,,,,
6807,"R5","Verde River btwn Horseshoe and Bartlett","verde","verde abv bartlett","08/18/08 00:00:00","08/18/08 00:00:00",,,,,,,,
6808,"R7","Verde River below Bartlett Reservoir","verde","verde blw barlett","08/18/08 00:00:00","08/18/08 00:00:00",,,,,,,,
6809,"R8","Salt River inlet to Saguaro Lake","salt","salt abv saguaro","08/18/08 00:00:00","08/18/08 00:00:00",,,,,,,,
6810,"Mesa","AZ Canal at Mesa Dr.","srp","az canal @ Mesa","08/18/08 00:00:00","08/18/08 00:00:00",,,,,,,,
6811,"Scotts","AZ Canal at Scottsdale Rd.","srp","az canal @ scotts.","08/18/08 00:00:00","08/18/08 00:00:00",,,,,,,,
6812,"R3","Waddell Canal","cap","waddell canal","09/02/08 00:00:00","09/02/08 00:00:00",,0,0,8.300000000000001,,,,
6813,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","09/02/08 00:00:00","09/02/08 00:00:00",,56.5,4.3,3.8,,,,
6814,"R11","CAP Canal at Cross-connect","cap","cap @ x con","09/02/08 00:00:00","09/02/08 00:00:00",,0,0,2.2,,,,
6815,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","09/02/08 00:00:00","09/02/08 00:00:00",,34,4.8,5.1,,,,
6816,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","09/02/08 00:00:00","09/02/08 00:00:00",,25.4,4.5,5.3,,,,
6817,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","09/02/08 00:00:00","09/02/08 00:00:00",,14,2.1,2.7,,,,
6978,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","10/13/08 00:00:00","10/13/08 00:00:00",,,,,,,,
6979,"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","10/13/08 00:00:00","10/13/08 00:00:00",,,,,,,,
6980,"SPT Out","Tempe's South Plant treated water","tempe","STP Out","10/13/08 00:00:00","10/13/08 00:00:00",,,,,,,,
6981,"Glen In","Glendale WTP Inlet","srp","Glen In","10/13/08 00:00:00","10/13/08 00:00:00",,,,,,,,
6982,"Glen Out","Glendale WTP Outlet","srp","Glen Out","10/13/08 00:00:00","10/13/08 00:00:00",,,,,,,,
6983,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","10/13/08 00:00:00","10/13/08 00:00:00",,,,,,,,
6984,"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","10/13/08 00:00:00","10/13/08 00:00:00",,,,,,,,
6985,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","10/13/08 00:00:00","10/13/08 00:00:00",,,,,,,,
6986,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","10/13/08 00:00:00","10/13/08 00:00:00",,,,,,,,
6987,"R6C","Bartlett Reservoir near dock","verde","bartlett-hypo","10/13/08 00:00:00","10/13/08 00:00:00",,,,,,,,
6988,"R9A","Saguaro Lake near inlet","salt","saguaro-epi","10/13/08 00:00:00","10/13/08 00:00:00",,,,,,,,
6989,"R9A-Dup","Saguaro Lake near inlet","salt","saguaro-epi dup","10/13/08 00:00:00","10/13/08 00:00:00",,,,,,,,
6990,"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","10/13/08 00:00:00","10/13/08 00:00:00",,,,,,,,
6991,"R9C","Saguaro Lake near dock","salt","saguaro-hypo","10/13/08 00:00:00","10/13/08 00:00:00",,,,,,,,
6992,"R20","Verde River at Tangle","verde","verde abv horseshoe","10/13/08 00:00:00","10/13/08 00:00:00",,,,,,,,
6993,"Havasu 1","Havasu lake Sample",,"Havasu 1","10/13/08 00:00:00","10/13/08 00:00:00",,,,,,,,
6994,"Havasu 2","Havasu lake Sample",,"Havasu 2","10/13/08 00:00:00","10/13/08 00:00:00",,,,,,,,
6995,"Roosvelt","SRP above Roosevelt Lake",,"Above Roosevelt","10/13/08 00:00:00","10/13/08 00:00:00",,,,,,,,
6996,"R1","CAP canal above Waddell Canal","cap","cap-siphon","10/13/08 00:00:00","10/13/08 00:00:00",,,,,,,,
6997,"R4","Cap Canal at 7th St.","cap","cap @ 7th st","10/13/08 00:00:00","10/13/08 00:00:00",,,,,,,,
6998,"R4-Dup","Cap Canal at 7th St.","cap","cap @ 7th st dup","10/13/08 00:00:00","10/13/08 00:00:00",,,,,,,,
6999,"R5","Verde River btwn Horseshoe and Bartlett","verde","verde abv bartlett","10/13/08 00:00:00","10/13/08 00:00:00",,,,,,,,
7000,"R7","Verde River below Bartlett Reservoir","verde","verde blw barlett","10/13/08 00:00:00","10/13/08 00:00:00",,,,,,,,
7001,"R8","Salt River inlet to Saguaro Lake","salt","salt abv saguaro","10/13/08 00:00:00","10/13/08 00:00:00",,,,,,,,
7002,"Mesa","AZ Canal at Mesa Dr.","srp","az canal @ Mesa","10/13/08 00:00:00","10/13/08 00:00:00",,,,,,,,
7003,"Scotts","AZ Canal at Scottsdale Rd.","srp","az canal @ scotts.","10/13/08 00:00:00","10/13/08 00:00:00",,,,,,,,
7004,"R3","Waddell Canal","cap","waddell canal","11/03/08 00:00:00","11/03/08 00:00:00",,,,,,,,
7005,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","11/03/08 00:00:00","11/03/08 00:00:00",,,,,,,,
7006,"R11","CAP Canal at Cross-connect","cap","cap @ x con","11/03/08 00:00:00","11/03/08 00:00:00",,,,,,,,
7007,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","11/03/08 00:00:00","11/03/08 00:00:00",,,,,,,,
7008,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","11/03/08 00:00:00","11/03/08 00:00:00",,,,,,,,
7009,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","11/03/08 00:00:00","11/03/08 00:00:00",,0,2.5,3,,,,
7010,"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","11/03/08 00:00:00","11/03/08 00:00:00",,0,0,0,,,,
7011,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","11/03/08 00:00:00","11/03/08 00:00:00",,,,,,,,
7012,"R17","Deer Valley WTP treated water","srp","deer valley-treated","11/03/08 00:00:00","11/03/08 00:00:00",,,,,,,,
7013,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","11/03/08 00:00:00","11/03/08 00:00:00",,5.7,0,0,,,,
7014,"R19","Val Vista WTP treated water","srp","val vista-treated","11/03/08 00:00:00","11/03/08 00:00:00",,,,,,,,
7015,"VV west","Val Vista west","srp","val-vista west","11/03/08 00:00:00","11/03/08 00:00:00",,,,,,,,
7016,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","11/03/08 00:00:00","11/03/08 00:00:00",,,,,,,,
7017,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","11/03/08 00:00:00","11/03/08 00:00:00",,,,,,,,
7018,"R25","verde river at beeline highway","verde","verde @ beeline","11/03/08 00:00:00","11/03/08 00:00:00",,,,,,,,
7019,"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","11/03/08 00:00:00","11/03/08 00:00:00",,,,,,,,
7020,"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","11/03/08 00:00:00","11/03/08 00:00:00",,,,,,,,
7021,"UH In","Union Hills Inlet","cap","Union Hills Inlet","11/03/08 00:00:00","11/03/08 00:00:00",,0,0,0,,,,
7022,"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","11/03/08 00:00:00","11/03/08 00:00:00",,0,0,0,,,,
7023,"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","11/03/08 00:00:00","11/03/08 00:00:00",,0,2.6,0,,,,
7024,"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","11/03/08 00:00:00","11/03/08 00:00:00",,0,0,0,,,,
7025,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","11/03/08 00:00:00","11/03/08 00:00:00",,,,,,,,
7026,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","11/03/08 00:00:00","11/03/08 00:00:00",,,,,,,,
7027,"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","11/03/08 00:00:00","11/03/08 00:00:00",,,,,,,,
7028,"SPT Out","Tempe's South Plant treated water","tempe","STP Out","11/03/08 00:00:00","11/03/08 00:00:00",,,,,,,,
7029,"Glen In","Glendale WTP Inlet","srp","Glen In","11/03/08 00:00:00","11/03/08 00:00:00",,3,0,0,,,,
7030,"Glen Out","Glendale WTP Outlet","srp","Glen Out","11/03/08 00:00:00","11/03/08 00:00:00",,0,0,0,,,,
7031,"GR In","Greenway WTP Inlet","srp","Green In","11/03/08 00:00:00","11/03/08 00:00:00",,8.300000000000001,0,0,,,,
7032,"GR Out","Greenway WTP Outlet","srp","Green Out","11/03/08 00:00:00","11/03/08 00:00:00",,12.2,0,0,,,,
7033,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","11/03/08 00:00:00","11/03/08 00:00:00",,12,0,0,,,,
7034,"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","11/03/08 00:00:00","11/03/08 00:00:00",,8.1,0,0,,,,
7035,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","11/03/08 00:00:00","11/03/08 00:00:00",,,,,,,,
7036,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","11/03/08 00:00:00","11/03/08 00:00:00",,,,,,,,
7037,"R6C","Bartlett Reservoir near dock","verde","bartlett-hypo","11/03/08 00:00:00","11/03/08 00:00:00",,,,,,,,
7038,"R9A","Saguaro Lake near inlet","salt","saguaro-epi","11/03/08 00:00:00","11/03/08 00:00:00",,,,,,,,
7039,"R9A-Dup","Saguaro Lake near inlet","salt","saguaro-epi dup","11/03/08 00:00:00","11/03/08 00:00:00",,,,,,,,
7040,"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","11/03/08 00:00:00","11/03/08 00:00:00",,,,,,,,
7041,"R9C","Saguaro Lake near dock","salt","saguaro-hypo","11/03/08 00:00:00","11/03/08 00:00:00",,,,,,,,
7042,"R20","Verde River at Tangle","verde","verde abv horseshoe","11/03/08 00:00:00","11/03/08 00:00:00",,,,,,,,
7043,"Havasu 1","Havasu lake Sample",,"Havasu 1","11/03/08 00:00:00","11/03/08 00:00:00",,3.2,0,0,,,,
7044,"Havasu 2","Havasu lake Sample",,"Havasu 2","11/03/08 00:00:00","11/03/08 00:00:00",,,,,,,,
7045,"Roosvelt","SRP above Roosevelt Lake",,"Above Roosevelt","11/03/08 00:00:00","11/03/08 00:00:00",,,,,,,,
7046,"R1","CAP canal above Waddell Canal","cap","cap-siphon","11/03/08 00:00:00","11/03/08 00:00:00",,,,,,,,
7047,"R4","Cap Canal at 7th St.","cap","cap @ 7th st","11/03/08 00:00:00","11/03/08 00:00:00",,,,,,,,
7048,"R4-Dup","Cap Canal at 7th St.","cap","cap @ 7th st dup","11/03/08 00:00:00","11/03/08 00:00:00",,,,,,,,
7049,"R5","Verde River btwn Horseshoe and Bartlett","verde","verde abv bartlett","11/03/08 00:00:00","11/03/08 00:00:00",,,,,,,,
7050,"R7","Verde River below Bartlett Reservoir","verde","verde blw barlett","11/03/08 00:00:00","11/03/08 00:00:00",,,,,,,,
7051,"R8","Salt River inlet to Saguaro Lake","salt","salt abv saguaro","11/03/08 00:00:00","11/03/08 00:00:00",,,,,,,,
7052,"Mesa","AZ Canal at Mesa Dr.","srp","az canal @ Mesa","11/03/08 00:00:00","11/03/08 00:00:00",,,,,,,,
7053,"Scotts","AZ Canal at Scottsdale Rd.","srp","az canal @ scotts.","11/03/08 00:00:00","11/03/08 00:00:00",,,,,,,,
7062,"R3","Waddell Canal","cap","waddell canal","12/02/08 00:00:00","12/02/08 00:00:00",,8.5,0,0,,,,
7063,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","12/02/08 00:00:00","12/02/08 00:00:00",,,,,,,,
7064,"R11","CAP Canal at Cross-connect","cap","cap @ x con","12/02/08 00:00:00","12/02/08 00:00:00",,,,,,,,
7065,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","12/02/08 00:00:00","12/02/08 00:00:00",,2.7,0,0,,,,
7066,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","12/02/08 00:00:00","12/02/08 00:00:00",,2.5,2.2,2.4,,,,
7067,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","12/02/08 00:00:00","12/02/08 00:00:00",,0,5.4,5.9,,,,
7068,"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","12/02/08 00:00:00","12/02/08 00:00:00",,0,0,3.3,,,,
7069,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","12/02/08 00:00:00","12/02/08 00:00:00",,3.8,5.3,3.7,,,,
7070,"R17","Deer Valley WTP treated water","srp","deer valley-treated","12/02/08 00:00:00","12/02/08 00:00:00",,0,3,3.3,,,,
7071,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","12/02/08 00:00:00","12/02/08 00:00:00",,,,,,,,
7072,"R19","Val Vista WTP treated water","srp","val vista-treated","12/02/08 00:00:00","12/02/08 00:00:00",,,,,,,,
7073,"VV west","Val Vista west","srp","val-vista west","12/02/08 00:00:00","12/02/08 00:00:00",,,,,,,,
7074,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","12/02/08 00:00:00","12/02/08 00:00:00",,3.3,5.6,5.2,,,,
7075,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","12/02/08 00:00:00","12/02/08 00:00:00",,4.3,6.2,3.2,,,,
7076,"R25","verde river at beeline highway","verde","verde @ beeline","12/02/08 00:00:00","12/02/08 00:00:00",,0,0,0,,,,
7077,"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","12/02/08 00:00:00","12/02/08 00:00:00",,3.7,3.3,0,,,,
7078,"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","12/02/08 00:00:00","12/02/08 00:00:00",,2.4,5.1,3.2,,,,
7079,"UH In","Union Hills Inlet","cap","Union Hills Inlet","12/02/08 00:00:00","12/02/08 00:00:00",,0,0,0,,,,
7080,"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","12/02/08 00:00:00","12/02/08 00:00:00",,0,0,0,,,,
7081,"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","12/02/08 00:00:00","12/02/08 00:00:00",,2.7,5.8,7.4,,,,
7082,"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","12/02/08 00:00:00","12/02/08 00:00:00",,3.6,5.9,4.9,,,,
7083,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","12/02/08 00:00:00","12/02/08 00:00:00",,,,,,,,
7084,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","12/02/08 00:00:00","12/02/08 00:00:00",,,,,,,,
7085,"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","12/02/08 00:00:00","12/02/08 00:00:00",,,,,,,,
7086,"SPT Out","Tempe's South Plant treated water","tempe","STP Out","12/02/08 00:00:00","12/02/08 00:00:00",,,,,,,,
7087,"Glen In","Glendale WTP Inlet","srp","Glen In","12/02/08 00:00:00","12/02/08 00:00:00",,,,,,,,
7088,"Glen Out","Glendale WTP Outlet","srp","Glen Out","12/02/08 00:00:00","12/02/08 00:00:00",,,,,,,,
7089,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","12/02/08 00:00:00","12/02/08 00:00:00",,4.4,0,0,,,,
7090,"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","12/02/08 00:00:00","12/02/08 00:00:00",,4.5,0,0,,,,
7091,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","12/02/08 00:00:00","12/02/08 00:00:00",,0,0,0,,,,
7092,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","12/02/08 00:00:00","12/02/08 00:00:00",,0,0,0,,,,
7093,"R6C","Bartlett Reservoir near dock","verde","bartlett-hypo","12/02/08 00:00:00","12/02/08 00:00:00",,0,0,4.9,,,,
7094,"R9A","Saguaro Lake near inlet","salt","saguaro-epi","12/02/08 00:00:00","12/02/08 00:00:00",,3.3,3.3,6.2,,,,
7095,"R9A-Dup","Saguaro Lake near inlet","salt","saguaro-epi dup","12/02/08 00:00:00","12/02/08 00:00:00",,3.3,2.9,2.9,,,,
7096,"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","12/02/08 00:00:00","12/02/08 00:00:00",,5.1,2.3,6.9,,,,
7097,"R9C","Saguaro Lake near dock","salt","saguaro-hypo","12/02/08 00:00:00","12/02/08 00:00:00",,4.6,4.2,7,,,,
7098,"R20","Verde River at Tangle","verde","verde abv horseshoe","12/02/08 00:00:00","12/02/08 00:00:00",,,,,,,,
7099,"Havasu 1","Havasu lake Sample",,"Havasu 1","12/02/08 00:00:00","12/02/08 00:00:00",,,,,,,,
7100,"Havasu 2","Havasu lake Sample",,"Havasu 2","12/02/08 00:00:00","12/02/08 00:00:00",,,,,,,,
7101,"Roosvelt","SRP above Roosevelt Lake",,"Above Roosevelt","12/02/08 00:00:00","12/02/08 00:00:00",,,,,,,,
7102,"R1","CAP canal above Waddell Canal","cap","cap-siphon","12/02/08 00:00:00","12/02/08 00:00:00",,,,,,,,
7103,"R4","Cap Canal at 7th St.","cap","cap @ 7th st","12/02/08 00:00:00","12/02/08 00:00:00",,,,,,,,
7104,"R4-Dup","Cap Canal at 7th St.","cap","cap @ 7th st dup","12/02/08 00:00:00","12/02/08 00:00:00",,,,,,,,
7105,"R5","Verde River btwn Horseshoe and Bartlett","verde","verde abv bartlett","12/02/08 00:00:00","12/02/08 00:00:00",,,,,,,,
7106,"R7","Verde River below Bartlett Reservoir","verde","verde blw barlett","12/02/08 00:00:00","12/02/08 00:00:00",,,,,,,,
7107,"R8","Salt River inlet to Saguaro Lake","salt","salt abv saguaro","12/02/08 00:00:00","12/02/08 00:00:00",,,,,,,,
7108,"Mesa","AZ Canal at Mesa Dr.","srp","az canal @ Mesa","12/02/08 00:00:00","12/02/08 00:00:00",,,,,,,,
7109,"Scotts","AZ Canal at Scottsdale Rd.","srp","az canal @ scotts.","12/02/08 00:00:00","12/02/08 00:00:00",,,,,,,,
7110,"R3","Waddell Canal","cap","waddell canal","01/05/09 00:00:00","01/05/09 00:00:00",,0,0,0,,,,
7111,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","01/05/09 00:00:00","01/05/09 00:00:00",,,,,,,,
7112,"R11","CAP Canal at Cross-connect","cap","cap @ x con","01/05/09 00:00:00","01/05/09 00:00:00",,,,,,,,
7113,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","01/05/09 00:00:00","01/05/09 00:00:00",,2.5,0,2.4,,,,
7114,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","01/05/09 00:00:00","01/05/09 00:00:00",,2,0,2.7,,,,
7115,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","01/05/09 00:00:00","01/05/09 00:00:00",,0,2.1,8.1,,,,
7116,"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","01/05/09 00:00:00","01/05/09 00:00:00",,0,0,5.7,,,,
7117,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","01/05/09 00:00:00","01/05/09 00:00:00",,0,0,5.7,,,,
7118,"R17","Deer Valley WTP treated water","srp","deer valley-treated","01/05/09 00:00:00","01/05/09 00:00:00",,0,0,7.5,,,,
7119,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","01/05/09 00:00:00","01/05/09 00:00:00",,0,0,0,,,,
7120,"R19","Val Vista WTP treated water","srp","val vista-treated","01/05/09 00:00:00","01/05/09 00:00:00",,,,,,,,
7121,"VV west","Val Vista west","srp","val-vista west","01/05/09 00:00:00","01/05/09 00:00:00",,,,,,,,
7122,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","01/05/09 00:00:00","01/05/09 00:00:00",,2.2,0,2.4,,,,
7123,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","01/05/09 00:00:00","01/05/09 00:00:00",,0,0,9.300000000000001,,,,
7124,"R25","verde river at beeline highway","verde","verde @ beeline","01/05/09 00:00:00","01/05/09 00:00:00",,2,3.6,2.2,,,,
7125,"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","01/05/09 00:00:00","01/05/09 00:00:00",,2.1,0,2.2,,,,
7126,"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","01/05/09 00:00:00","01/05/09 00:00:00",,0,2.2,4.7,,,,
7127,"UH In","Union Hills Inlet","cap","Union Hills Inlet","01/05/09 00:00:00","01/05/09 00:00:00",,2.3,0,3.1,,,,
7128,"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","01/05/09 00:00:00","01/05/09 00:00:00",,4.1,0,0,,,,
7129,"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","01/05/09 00:00:00","01/05/09 00:00:00",,,,,,,,
7130,"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","01/05/09 00:00:00","01/05/09 00:00:00",,,,,,,,
7131,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","01/05/09 00:00:00","01/05/09 00:00:00",,,,,,,,
7132,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","01/05/09 00:00:00","01/05/09 00:00:00",,2.2,2,3.6,,,,
7133,"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","01/05/09 00:00:00","01/05/09 00:00:00",,2.5,2,2.6,,,,
7134,"SPT Out","Tempe's South Plant treated water","tempe","STP Out","01/05/09 00:00:00","01/05/09 00:00:00",,2.5,2,2.3,,,,
