ID,Miles from Granite Reef Dam,mi from 24th st,site number,Location,Date,MIB (ng/L),Chlor-A, ug/cm2,Total Nitrogen,Dissolved Nitrogen,Total Phosphate,Dissolved Phosphate,Geosmin (ng/L)
310,8.460000000000001,,"Mesa","AZ Canal at Mesa Dr.","08/03/01 00:00:00",,,,,,,
311,12.94,,"Pima","AZ Canal at Pima Rd.","08/03/01 00:00:00",,,,,,,
312,16.88,,"Scotts","AZ Canal at Scottsdale Rd.","08/03/01 00:00:00",,,,,,,
313,18.7,,"R22","AZ Canal - 56th St. (Alma School Road)","08/03/01 00:00:00",,,,,,,
314,21.11,,"44th St.","AZ Canal at 44th Street","08/03/01 00:00:00",,,,,,,
315,,,"32nd St.","AZ Canal at 32nd Street","08/03/01 00:00:00",,,,,,,
316,24.06,0,"24th St.","24th St.","08/03/01 00:00:00",19.2,,,,,,
317,,,"R14","AZ Canal - Inlet to Squaw Peak WTP","08/03/01 00:00:00",19.2,,,,,,
318,,,"R15","Squaw Peak WTP treated water","08/03/01 00:00:00",,,,,,,
319,25.76,1.7,"16th St.","AZ Canal at 16th Street","08/03/01 00:00:00",24.6,,,,,,
320,27.06,3,"Northern","AZ Canal at Northern Avenue","08/03/01 00:00:00",26.9,,,,,,
321,28.16,4.1,"R21","AZ Canal at Central Av.","08/03/01 00:00:00",31.7,,,,,,
322,29.66,5.6,"19th Av.","AZ Canal at 19th Av.","08/03/01 00:00:00",28,,,,,,
323,,,"25th Av.","25th Av.","08/03/01 00:00:00",,,,,,,
324,31,7,"29th Av.","29th Av.","08/03/01 00:00:00",33.6,,,,,,
325,,,"R16","AZ Canal - Inlet to Deer Valley WTP","08/03/01 00:00:00",33.6,,,,,,
326,,,"R17","Deer Valley WTP treated water","08/03/01 00:00:00",,,,,,,
327,34.66,10.5,"51st Av.","51st Av.","08/03/01 00:00:00",23,,,,,,
328,37,13.2,"67th Av.","67th Av.","08/03/01 00:00:00",,,,,,,
329,,,"Little Harq p.p.","Little Harq p.p.","08/03/01 00:00:00",,,,,,,
330,,,"Havasu p.p.","Havasu p.p.","08/03/01 00:00:00",,,,,,,
331,,,"R4","CAP at 7th ST","08/09/01 00:00:00",2.1,,,,,,2.9
332,,,"R18","South Canal at Val Vista WTP","08/09/01 00:00:00",11.2,,,,,,4.8
333,,,"R19","Val Vista WTP treated water","08/09/01 00:00:00",12.1,,,,,,4.7
334,,,"R10","Salt River below Saguaro Lake","08/09/01 00:00:00",,,,,,,
335,,,"R11","CAP Canal at cross-connect","08/09/01 00:00:00",1.5,,,,,,2.6
336,0,,"R12","AZ Canal above CAP cross-connect","08/09/01 00:00:00",13,,,,,,3.9
337,0.5,,"R13","AZ Canal below CAP cross-connect","08/09/01 00:00:00",10.3,,,,,,2.9
338,4,,"Hwy 87","AZ Canal at Highway 87","08/09/01 00:00:00",,,,,,,
339,1.2,,"B1","B1","08/09/01 00:00:00",,,,,,,
340,2.4,,"B2","B2","08/09/01 00:00:00",,,,,,,
341,5.2,,"B3","B3","08/09/01 00:00:00",,,,,,,
342,6.4,,"B4","B4","08/09/01 00:00:00",,,,,,,
343,8.460000000000001,,"Mesa","AZ Canal at Mesa Dr.","08/09/01 00:00:00",,,,,,,
344,12.94,,"Pima","AZ Canal at Pima Rd.","08/09/01 00:00:00",,,,,,,
345,16.88,,"Scotts","AZ Canal at Scottsdale Rd.","08/09/01 00:00:00",,,,,,,
346,18.7,,"R22","AZ Canal - 56th St. (Alma School Road)","08/09/01 00:00:00",,,,,,,
347,21.11,,"44th St.","AZ Canal at 44th Street","08/09/01 00:00:00",,,,,,,
348,,,"32nd St.","AZ Canal at 32nd Street","08/09/01 00:00:00",,,,,,,
349,24.06,0,"24th St.","24th St.","08/09/01 00:00:00",21.7,,,,,,7
350,,,"R14","AZ Canal - Inlet to Squaw Peak WTP","08/09/01 00:00:00",21.7,,,,,,7
351,,,"R15","Squaw Peak WTP treated water","08/09/01 00:00:00",23.3,,,,,,6.9
352,25.76,1.7,"16th St.","AZ Canal at 16th Street","08/09/01 00:00:00",22.5,,,,,,
353,27.06,3,"Northern","AZ Canal at Northern Avenue","08/09/01 00:00:00",22.2,,,,,,
354,28.16,4.1,"R21","AZ Canal at Central Av.","08/09/01 00:00:00",20.8,,,,,,
355,29.66,5.6,"19th Av.","AZ Canal at 19th Av.","08/09/01 00:00:00",23.8,,,,,,
356,,,"25th Av.","25th Av.","08/09/01 00:00:00",,,,,,,
357,31,7,"29th Av.","29th Av.","08/09/01 00:00:00",24.4,,,,,,7
358,,,"R16","AZ Canal - Inlet to Deer Valley WTP","08/09/01 00:00:00",24.4,,,,,,7
359,,,"R17","Deer Valley WTP treated water","08/09/01 00:00:00",15.7,,,,,,2.7
360,34.66,10.5,"51st Av.","51st Av.","08/09/01 00:00:00",19.1,,,,,,
361,37,13.2,"67th Av.","67th Av.","08/09/01 00:00:00",,,,,,,
362,,,"Little Harq p.p.","Little Harq p.p.","08/09/01 00:00:00",,,,,,,
363,,,"Havasu p.p.","Havasu p.p.","08/09/01 00:00:00",,,,,,,
364,,,"R4","CAP at 7th ST","08/16/01 00:00:00",2.2,,,,,,2.6
365,,,"R18","South Canal at Val Vista WTP","08/16/01 00:00:00",10.1,,,,,,3.7
366,,,"R19","Val Vista WTP treated water","08/16/01 00:00:00",13.5,,,,,,5.9
367,,,"R10","Salt River below Saguaro Lake","08/16/01 00:00:00",,,,,,,
368,,,"R11","CAP Canal at cross-connect","08/16/01 00:00:00",0,,,,,,0
369,0,,"R12","AZ Canal above CAP cross-connect","08/16/01 00:00:00",13.5,,,,,,2.4
370,0.5,,"R13","AZ Canal below CAP cross-connect","08/16/01 00:00:00",10.1,,,,,,2.7
371,4,,"Hwy 87","AZ Canal at Highway 87","08/16/01 00:00:00",,,,,,,
372,1.2,,"B1","B1","08/16/01 00:00:00",,,,,,,
373,2.4,,"B2","B2","08/16/01 00:00:00",,,,,,,
374,5.2,,"B3","B3","08/16/01 00:00:00",,,,,,,
375,6.4,,"B4","B4","08/16/01 00:00:00",,,,,,,
376,8.460000000000001,,"Mesa","AZ Canal at Mesa Dr.","08/16/01 00:00:00",,,,,,,
377,12.94,,"Pima","AZ Canal at Pima Rd.","08/16/01 00:00:00",,,,,,,
378,16.88,,"Scotts","AZ Canal at Scottsdale Rd.","08/16/01 00:00:00",,,,,,,
379,18.7,,"R22","AZ Canal - 56th St. (Alma School Road)","08/16/01 00:00:00",,,,,,,
380,21.11,,"44th St.","AZ Canal at 44th Street","08/16/01 00:00:00",,,,,,,
381,,,"32nd St.","AZ Canal at 32nd Street","08/16/01 00:00:00",,,,,,,
382,24.06,0,"24th St.","24th St.","08/16/01 00:00:00",20.6,,,,,,6.3
383,,,"R14","AZ Canal - Inlet to Squaw Peak WTP","08/16/01 00:00:00",20.6,,,,,,6.3
384,,,"R15","Squaw Peak WTP treated water","08/16/01 00:00:00",15.9,,,,,,2.4
385,25.76,1.7,"16th St.","AZ Canal at 16th Street","08/16/01 00:00:00",,,,,,,
386,27.06,3,"Northern","AZ Canal at Northern Avenue","08/16/01 00:00:00",,,,,,,
387,28.16,4.1,"R21","AZ Canal at Central Av.","08/16/01 00:00:00",,,,,,,
388,29.66,5.6,"19th Av.","AZ Canal at 19th Av.","08/16/01 00:00:00",,,,,,,
389,,,"25th Av.","25th Av.","08/16/01 00:00:00",,,,,,,
390,31,7,"29th Av.","29th Av.","08/16/01 00:00:00",30,,,,,,6.6
391,,,"R16","AZ Canal - Inlet to Deer Valley WTP","08/16/01 00:00:00",30,,,,,,6.6
392,,,"R17","Deer Valley WTP treated water","08/16/01 00:00:00",8,,,,,,0
393,34.66,10.5,"51st Av.","51st Av.","08/16/01 00:00:00",,,,,,,
394,37,13.2,"67th Av.","67th Av.","08/16/01 00:00:00",,,,,,,
395,,,"Little Harq p.p.","Little Harq p.p.","08/16/01 00:00:00",,,,,,,
396,,,"Havasu p.p.","Havasu p.p.","08/16/01 00:00:00",,,,,,,
397,,,"R4","CAP at 7th ST","08/17/01 00:00:00",,,,,,,
398,,,"R18","South Canal at Val Vista WTP","08/17/01 00:00:00",,,,,,,
399,,,"R19","Val Vista WTP treated water","08/17/01 00:00:00",,,,,,,
400,,,"R10","Salt River below Saguaro Lake","08/17/01 00:00:00",,,,,,,
401,,,"R11","CAP Canal at cross-connect","08/17/01 00:00:00",,,,,,,
402,0,,"R12","AZ Canal above CAP cross-connect","08/17/01 00:00:00",,,,,,,
403,0.5,,"R13","AZ Canal below CAP cross-connect","08/17/01 00:00:00",,,,,,,
404,4,,"Hwy 87","AZ Canal at Highway 87","08/17/01 00:00:00",,,,,,,
405,1.2,,"B1","B1","08/17/01 00:00:00",,,,,,,
406,2.4,,"B2","B2","08/17/01 00:00:00",,,,,,,
407,5.2,,"B3","B3","08/17/01 00:00:00",,,,,,,
408,6.4,,"B4","B4","08/17/01 00:00:00",,,,,,,
409,8.460000000000001,,"Mesa","AZ Canal at Mesa Dr.","08/17/01 00:00:00",,,,,,,
410,12.94,,"Pima","AZ Canal at Pima Rd.","08/17/01 00:00:00",,,,,,,
411,16.88,,"Scotts","AZ Canal at Scottsdale Rd.","08/17/01 00:00:00",,,,,,,
412,18.7,,"R22","AZ Canal - 56th St. (Alma School Road)","08/17/01 00:00:00",,,,,,,
413,21.11,,"44th St.","AZ Canal at 44th Street","08/17/01 00:00:00",,,,,,,
414,,,"32nd St.","AZ Canal at 32nd Street","08/17/01 00:00:00",,,,,,,
415,24.06,0,"24th St.","24th St.","08/17/01 00:00:00",24.2,,,,,,
416,,,"R14","AZ Canal - Inlet to Squaw Peak WTP","08/17/01 00:00:00",24.2,,,,,,
417,,,"R15","Squaw Peak WTP treated water","08/17/01 00:00:00",,,,,,,
418,25.76,1.7,"16th St.","AZ Canal at 16th Street","08/17/01 00:00:00",26.6,,,,,,
419,27.06,3,"Northern","AZ Canal at Northern Avenue","08/17/01 00:00:00",27.1,,,,,,
420,28.16,4.1,"R21","AZ Canal at Central Av.","08/17/01 00:00:00",27.1,,,,,,
421,29.66,5.6,"19th Av.","AZ Canal at 19th Av.","08/17/01 00:00:00",28.2,,,,,,
422,,,"25th Av.","25th Av.","08/17/01 00:00:00",,,,,,,
423,31,7,"29th Av.","29th Av.","08/17/01 00:00:00",26.6,,,,,,
424,,,"R16","AZ Canal - Inlet to Deer Valley WTP","08/17/01 00:00:00",26.6,,,,,,
425,,,"R17","Deer Valley WTP treated water","08/17/01 00:00:00",,,,,,,
426,34.66,10.5,"51st Av.","51st Av.","08/17/01 00:00:00",25.7,,,,,,
427,37,13.2,"67th Av.","67th Av.","08/17/01 00:00:00",,,,,,,
428,,,"Little Harq p.p.","Little Harq p.p.","08/17/01 00:00:00",,,,,,,
429,,,"Havasu p.p.","Havasu p.p.","08/17/01 00:00:00",,,,,,,
430,,,"R4","CAP at 7th ST","08/23/01 00:00:00",0,,,,,,2.5
431,,,"R18","South Canal at Val Vista WTP","08/23/01 00:00:00",9.4,,,,,,2.8
432,,,"R19","Val Vista WTP treated water","08/23/01 00:00:00",11.2,,,,,,4.3
433,,,"R10","Salt River below Saguaro Lake","08/23/01 00:00:00",,,,,,,
434,,,"R11","CAP Canal at cross-connect","08/23/01 00:00:00",2.2,,,,,,0
435,0,,"R12","AZ Canal above CAP cross-connect","08/23/01 00:00:00",15.9,,,,,,2.6
436,0.5,,"R13","AZ Canal below CAP cross-connect","08/23/01 00:00:00",12.9,,,,,,2.9
437,4,,"Hwy 87","AZ Canal at Highway 87","08/23/01 00:00:00",,,,,,,
438,1.2,,"B1","B1","08/23/01 00:00:00",,,,,,,
439,2.4,,"B2","B2","08/23/01 00:00:00",,,,,,,
440,5.2,,"B3","B3","08/23/01 00:00:00",,,,,,,
441,6.4,,"B4","B4","08/23/01 00:00:00",,,,,,,
442,8.460000000000001,,"Mesa","AZ Canal at Mesa Dr.","08/23/01 00:00:00",,,,,,,
443,12.94,,"Pima","AZ Canal at Pima Rd.","08/23/01 00:00:00",,,,,,,
444,16.88,,"Scotts","AZ Canal at Scottsdale Rd.","08/23/01 00:00:00",,,,,,,
445,18.7,,"R22","AZ Canal - 56th St. (Alma School Road)","08/23/01 00:00:00",,,,,,,
446,21.11,,"44th St.","AZ Canal at 44th Street","08/23/01 00:00:00",,,,,,,
447,,,"32nd St.","AZ Canal at 32nd Street","08/23/01 00:00:00",,,,,,,
448,24.06,0,"24th St.","24th St.","08/23/01 00:00:00",37.7,,,,,,6.8
449,,,"R14","AZ Canal - Inlet to Squaw Peak WTP","08/23/01 00:00:00",37.7,,,,,,6.8
450,,,"R15","Squaw Peak WTP treated water","08/23/01 00:00:00",23.4,,,,,,5.6
451,25.76,1.7,"16th St.","AZ Canal at 16th Street","08/23/01 00:00:00",35.4,,,,,,
452,27.06,3,"Northern","AZ Canal at Northern Avenue","08/23/01 00:00:00",33.1,,,,,,
453,28.16,4.1,"R21","AZ Canal at Central Av.","08/23/01 00:00:00",29.7,,,,,,
454,29.66,5.6,"19th Av.","AZ Canal at 19th Av.","08/23/01 00:00:00",31.4,,,,,,
455,,,"25th Av.","25th Av.","08/23/01 00:00:00",,,,,,,
456,31,7,"29th Av.","29th Av.","08/23/01 00:00:00",33.3,,,,,,4.3
457,,,"R16","AZ Canal - Inlet to Deer Valley WTP","08/23/01 00:00:00",33.3,,,,,,4.3
458,,,"R17","Deer Valley WTP treated water","08/23/01 00:00:00",,,,,,,
459,34.66,10.5,"51st Av.","51st Av.","08/23/01 00:00:00",,,,,,,
460,37,13.2,"67th Av.","67th Av.","08/23/01 00:00:00",27.6,,,,,,
461,,,"Little Harq p.p.","Little Harq p.p.","08/23/01 00:00:00",,,,,,,
462,,,"Havasu p.p.","Havasu p.p.","08/23/01 00:00:00",,,,,,,
463,,,"R4","CAP at 7th ST","08/27/01 00:00:00",,,,,,,
464,,,"R18","South Canal at Val Vista WTP","08/27/01 00:00:00",,,,,,,
465,,,"R19","Val Vista WTP treated water","08/27/01 00:00:00",,,,,,,
466,,,"R10","Salt River below Saguaro Lake","08/27/01 00:00:00",,,,,,,
467,,,"R11","CAP Canal at cross-connect","08/27/01 00:00:00",,,,,,,
468,0,,"R12","AZ Canal above CAP cross-connect","08/27/01 00:00:00",,,,,,,
469,0.5,,"R13","AZ Canal below CAP cross-connect","08/27/01 00:00:00",,,,,,,
470,4,,"Hwy 87","AZ Canal at Highway 87","08/27/01 00:00:00",,,,,,,
471,1.2,,"B1","B1","08/27/01 00:00:00",,,,,,,
472,2.4,,"B2","B2","08/27/01 00:00:00",,,,,,,
473,5.2,,"B3","B3","08/27/01 00:00:00",,,,,,,
474,6.4,,"B4","B4","08/27/01 00:00:00",,,,,,,
475,8.460000000000001,,"Mesa","AZ Canal at Mesa Dr.","08/27/01 00:00:00",,,,,,,
476,12.94,,"Pima","AZ Canal at Pima Rd.","08/27/01 00:00:00",,,,,,,
477,16.88,,"Scotts","AZ Canal at Scottsdale Rd.","08/27/01 00:00:00",,,,,,,
478,18.7,,"R22","AZ Canal - 56th St. (Alma School Road)","08/27/01 00:00:00",,,,,,,
479,21.11,,"44th St.","AZ Canal at 44th Street","08/27/01 00:00:00",,,,,,,
480,,,"32nd St.","AZ Canal at 32nd Street","08/27/01 00:00:00",,,,,,,
481,24.06,0,"24th St.","24th St.","08/27/01 00:00:00",31,,,,,,
482,,,"R14","AZ Canal - Inlet to Squaw Peak WTP","08/27/01 00:00:00",31,,,,,,
483,,,"R15","Squaw Peak WTP treated water","08/27/01 00:00:00",,,,,,,
484,25.76,1.7,"16th St.","AZ Canal at 16th Street","08/27/01 00:00:00",39,,,,,,
485,27.06,3,"Northern","AZ Canal at Northern Avenue","08/27/01 00:00:00",40.2,,,,,,
486,28.16,4.1,"R21","AZ Canal at Central Av.","08/27/01 00:00:00",37,,,,,,
487,29.66,5.6,"19th Av.","AZ Canal at 19th Av.","08/27/01 00:00:00",37.1,,,,,,
488,,,"25th Av.","25th Av.","08/27/01 00:00:00",,,,,,,
489,31,7,"29th Av.","29th Av.","08/27/01 00:00:00",36.4,,,,,,
490,,,"R16","AZ Canal - Inlet to Deer Valley WTP","08/27/01 00:00:00",36.4,,,,,,
491,,,"R17","Deer Valley WTP treated water","08/27/01 00:00:00",,,,,,,
492,34.66,10.5,"51st Av.","51st Av.","08/27/01 00:00:00",33.9,,,,,,
493,37,13.2,"67th Av.","67th Av.","08/27/01 00:00:00",,,,,,,
494,,,"Little Harq p.p.","Little Harq p.p.","08/27/01 00:00:00",,,,,,,
495,,,"Havasu p.p.","Havasu p.p.","08/27/01 00:00:00",,,,,,,
496,,,"R4","CAP at 7th ST","08/30/01 00:00:00",,,,,,,
497,,,"R18","South Canal at Val Vista WTP","08/30/01 00:00:00",19.3,,,,,,3.5
498,,,"R19","Val Vista WTP treated water","08/30/01 00:00:00",10.1,,,,,,0
499,,,"R10","Salt River below Saguaro Lake","08/30/01 00:00:00",,,,,,,
500,,,"R11","CAP Canal at cross-connect","08/30/01 00:00:00",,,,,,,
501,0,,"R12","AZ Canal above CAP cross-connect","08/30/01 00:00:00",,,,,,,
502,0.5,,"R13","AZ Canal below CAP cross-connect","08/30/01 00:00:00",31.1,,,,,,3.4
503,4,,"Hwy 87","AZ Canal at Highway 87","08/30/01 00:00:00",26.9,,,,,,3.5
504,1.2,,"B1","B1","08/30/01 00:00:00",,,,,,,
505,2.4,,"B2","B2","08/30/01 00:00:00",,,,,,,
506,5.2,,"B3","B3","08/30/01 00:00:00",,,,,,,
507,6.4,,"B4","B4","08/30/01 00:00:00",,,,,,,
508,8.460000000000001,,"Mesa","AZ Canal at Mesa Dr.","08/30/01 00:00:00",35.4,,,,,,4.1
509,12.94,,"Pima","AZ Canal at Pima Rd.","08/30/01 00:00:00",35.2,,,,,,4.6
510,16.88,,"Scotts","AZ Canal at Scottsdale Rd.","08/30/01 00:00:00",30.6,,,,,,3.7
511,18.7,,"R22","AZ Canal - 56th St. (Alma School Road)","08/30/01 00:00:00",,,,,,,
512,21.11,,"44th St.","AZ Canal at 44th Street","08/30/01 00:00:00",38.5,,,,,,4.5
513,,,"32nd St.","AZ Canal at 32nd Street","08/30/01 00:00:00",40.2,,,,,,4.9
514,24.06,0,"24th St.","24th St.","08/30/01 00:00:00",46.2,,,,,,5.5
515,,,"R14","AZ Canal - Inlet to Squaw Peak WTP","08/30/01 00:00:00",46.2,,,,,,5.5
516,,,"R15","Squaw Peak WTP treated water","08/30/01 00:00:00",28.6,,,,,,0
517,25.76,1.7,"16th St.","AZ Canal at 16th Street","08/30/01 00:00:00",39.1,,,,,,5.4
518,27.06,3,"Northern","AZ Canal at Northern Avenue","08/30/01 00:00:00",47.4,,,,,,5.2
519,28.16,4.1,"R21","AZ Canal at Central Av.","08/30/01 00:00:00",,,,,,,
520,29.66,5.6,"19th Av.","AZ Canal at 19th Av.","08/30/01 00:00:00",35.3,,,,,,4
521,,,"25th Av.","25th Av.","08/30/01 00:00:00",,,,,,,
522,31,7,"29th Av.","29th Av.","08/30/01 00:00:00",34.7,,,,,,3.8
523,,,"R16","AZ Canal - Inlet to Deer Valley WTP","08/30/01 00:00:00",34.7,,,,,,3.8
524,,,"R17","Deer Valley WTP treated water","08/30/01 00:00:00",,,,,,,
525,34.66,10.5,"51st Av.","51st Av.","08/30/01 00:00:00",38.2,,,,,,6.3
526,37,13.2,"67th Av.","67th Av.","08/30/01 00:00:00",28.3,,,,,,4.7
527,,,"Little Harq p.p.","Little Harq p.p.","08/30/01 00:00:00",,,,,,,
528,,,"Havasu p.p.","Havasu p.p.","08/30/01 00:00:00",,,,,,,
529,,,"R4","CAP at 7th ST","09/03/01 00:00:00",,,,,,,
530,,,"R18","South Canal at Val Vista WTP","09/03/01 00:00:00",,,,,,,
531,,,"R19","Val Vista WTP treated water","09/03/01 00:00:00",,,,,,,
532,,,"R10","Salt River below Saguaro Lake","09/03/01 00:00:00",,,,,,,
533,,,"R11","CAP Canal at cross-connect","09/03/01 00:00:00",,,,,,,
534,0,,"R12","AZ Canal above CAP cross-connect","09/03/01 00:00:00",,,,,,,
535,0.5,,"R13","AZ Canal below CAP cross-connect","09/03/01 00:00:00",,,,,,,
536,4,,"Hwy 87","AZ Canal at Highway 87","09/03/01 00:00:00",,,,,,,
537,1.2,,"B1","B1","09/03/01 00:00:00",,,,,,,
538,2.4,,"B2","B2","09/03/01 00:00:00",,,,,,,
539,5.2,,"B3","B3","09/03/01 00:00:00",,,,,,,
540,6.4,,"B4","B4","09/03/01 00:00:00",,,,,,,
541,8.460000000000001,,"Mesa","AZ Canal at Mesa Dr.","09/03/01 00:00:00",,,,,,,
542,12.94,,"Pima","AZ Canal at Pima Rd.","09/03/01 00:00:00",,,,,,,
543,16.88,,"Scotts","AZ Canal at Scottsdale Rd.","09/03/01 00:00:00",,,,,,,
544,18.7,,"R22","AZ Canal - 56th St. (Alma School Road)","09/03/01 00:00:00",,,,,,,
545,21.11,,"44th St.","AZ Canal at 44th Street","09/03/01 00:00:00",,,,,,,
546,,,"32nd St.","AZ Canal at 32nd Street","09/03/01 00:00:00",,,,,,,
547,24.06,0,"24th St.","24th St.","09/03/01 00:00:00",43.3,,,,,,
548,,,"R14","AZ Canal - Inlet to Squaw Peak WTP","09/03/01 00:00:00",43.3,,,,,,
549,,,"R15","Squaw Peak WTP treated water","09/03/01 00:00:00",,,,,,,
550,25.76,1.7,"16th St.","AZ Canal at 16th Street","09/03/01 00:00:00",38,,,,,,
551,27.06,3,"Northern","AZ Canal at Northern Avenue","09/03/01 00:00:00",43,,,,,,
552,28.16,4.1,"R21","AZ Canal at Central Av.","09/03/01 00:00:00",43.1,,,,,,
553,29.66,5.6,"19th Av.","AZ Canal at 19th Av.","09/03/01 00:00:00",43.3,,,,,,
554,,,"25th Av.","25th Av.","09/03/01 00:00:00",,,,,,,
555,31,7,"29th Av.","29th Av.","09/03/01 00:00:00",39,,,,,,
556,,,"R16","AZ Canal - Inlet to Deer Valley WTP","09/03/01 00:00:00",39,,,,,,
557,,,"R17","Deer Valley WTP treated water","09/03/01 00:00:00",,,,,,,
558,34.66,10.5,"51st Av.","51st Av.","09/03/01 00:00:00",36.1,,,,,,
559,37,13.2,"67th Av.","67th Av.","09/03/01 00:00:00",,,,,,,
560,,,"Little Harq p.p.","Little Harq p.p.","09/03/01 00:00:00",,,,,,,
561,,,"Havasu p.p.","Havasu p.p.","09/03/01 00:00:00",,,,,,,
562,,,"R4","CAP at 7th ST","09/06/01 00:00:00",4.1,,,,,,5.2
563,,,"R18","South Canal at Val Vista WTP","09/06/01 00:00:00",26.8,,,,,,7.3
564,,,"R19","Val Vista WTP treated water","09/06/01 00:00:00",26.6,,,,,,7.7
565,,,"R10","Salt River below Saguaro Lake","09/06/01 00:00:00",,,,,,,
566,,,"R11","CAP Canal at cross-connect","09/06/01 00:00:00",4.3,,,,,,10.2
567,0,,"R12","AZ Canal above CAP cross-connect","09/06/01 00:00:00",36.6,,,,,,4.5
568,0.5,,"R13","AZ Canal below CAP cross-connect","09/06/01 00:00:00",31.3,,,,,,4.5
569,4,,"Hwy 87","AZ Canal at Highway 87","09/06/01 00:00:00",35.3,,,,,,5.1
570,1.2,,"B1","B1","09/06/01 00:00:00",,,,,,,
571,2.4,,"B2","B2","09/06/01 00:00:00",,,,,,,
572,5.2,,"B3","B3","09/06/01 00:00:00",,,,,,,
573,6.4,,"B4","B4","09/06/01 00:00:00",,,,,,,
574,8.460000000000001,,"Mesa","AZ Canal at Mesa Dr.","09/06/01 00:00:00",41.6,,,,,,6.2
575,12.94,,"Pima","AZ Canal at Pima Rd.","09/06/01 00:00:00",42.5,,,,,,6
576,16.88,,"Scotts","AZ Canal at Scottsdale Rd.","09/06/01 00:00:00",41.7,,,,,,6.5
577,18.7,,"R22","AZ Canal - 56th St. (Alma School Road)","09/06/01 00:00:00",,,,,,,
578,21.11,,"44th St.","AZ Canal at 44th Street","09/06/01 00:00:00",48.1,,,,,,5.6
579,,,"32nd St.","AZ Canal at 32nd Street","09/06/01 00:00:00",45.4,,,,,,5.9
580,24.06,0,"24th St.","24th St.","09/06/01 00:00:00",54.3,,,,,,6.9
581,,,"R14","AZ Canal - Inlet to Squaw Peak WTP","09/06/01 00:00:00",54.3,,,,,,6.9
582,,,"R15","Squaw Peak WTP treated water","09/06/01 00:00:00",29.3,,,,,,2.2
583,25.76,1.7,"16th St.","AZ Canal at 16th Street","09/06/01 00:00:00",41.8,,,,,,4.1
584,27.06,3,"Northern","AZ Canal at Northern Avenue","09/06/01 00:00:00",47.9,,,,,,6.1
585,28.16,4.1,"R21","AZ Canal at Central Av.","09/06/01 00:00:00",,,,,,,
586,29.66,5.6,"19th Av.","AZ Canal at 19th Av.","09/06/01 00:00:00",46.7,,,,,,5.5
587,,,"25th Av.","25th Av.","09/06/01 00:00:00",,,,,,,
588,31,7,"29th Av.","29th Av.","09/06/01 00:00:00",49.6,,,,,,6.2
589,,,"R16","AZ Canal - Inlet to Deer Valley WTP","09/06/01 00:00:00",49.6,,,,,,6.2
590,,,"R17","Deer Valley WTP treated water","09/06/01 00:00:00",,,,,,,
591,34.66,10.5,"51st Av.","51st Av.","09/06/01 00:00:00",38.4,,,,,,4.8
592,37,13.2,"67th Av.","67th Av.","09/06/01 00:00:00",40.1,,,,,,3.7
593,,,"Little Harq p.p.","Little Harq p.p.","09/06/01 00:00:00",,,,,,,
594,,,"Havasu p.p.","Havasu p.p.","09/06/01 00:00:00",,,,,,,
595,,,"R4","CAP at 7th ST","09/13/01 00:00:00",3.5,,,,,,2.8
596,,,"R18","South Canal at Val Vista WTP","09/13/01 00:00:00",20.5,,,,,,3.1
597,,,"R19","Val Vista WTP treated water","09/13/01 00:00:00",15.7,,,,,,2.6
598,,,"R10","Salt River below Saguaro Lake","09/13/01 00:00:00",,,,,,,
599,,,"R11","CAP Canal at cross-connect","09/13/01 00:00:00",3.4,,,,,,4.1
600,0,,"R12","AZ Canal above CAP cross-connect","09/13/01 00:00:00",27.5,,,,,,4
601,0.5,,"R13","AZ Canal below CAP cross-connect","09/13/01 00:00:00",29.6,,,,,,3.6
602,4,,"Hwy 87","AZ Canal at Highway 87","09/13/01 00:00:00",,,,,,,
603,1.2,,"B1","B1","09/13/01 00:00:00",,,,,,,
604,2.4,,"B2","B2","09/13/01 00:00:00",,,,,,,
605,5.2,,"B3","B3","09/13/01 00:00:00",,,,,,,
606,6.4,,"B4","B4","09/13/01 00:00:00",,,,,,,
607,8.460000000000001,,"Mesa","AZ Canal at Mesa Dr.","09/13/01 00:00:00",49.2,,,,,,3.9
608,12.94,,"Pima","AZ Canal at Pima Rd.","09/13/01 00:00:00",44.2,,,,,,4.3
609,16.88,,"Scotts","AZ Canal at Scottsdale Rd.","09/13/01 00:00:00",52.4,,,,,,4.5
610,18.7,,"R22","AZ Canal - 56th St. (Alma School Road)","09/13/01 00:00:00",,,,,,,
611,21.11,,"44th St.","AZ Canal at 44th Street","09/13/01 00:00:00",58,,,,,,5.7
612,,,"32nd St.","AZ Canal at 32nd Street","09/13/01 00:00:00",53.3,,,,,,6.1
613,24.06,0,"24th St.","24th St.","09/13/01 00:00:00",58.9,,,,,,7.3
614,,,"R14","AZ Canal - Inlet to Squaw Peak WTP","09/13/01 00:00:00",58.9,,,,,,7.3
615,,,"R15","Squaw Peak WTP treated water","09/13/01 00:00:00",59.9,,,,,,7.3
616,25.76,1.7,"16th St.","AZ Canal at 16th Street","09/13/01 00:00:00",50.9,,,,,,6.2
617,27.06,3,"Northern","AZ Canal at Northern Avenue","09/13/01 00:00:00",60.8,,,,,,7.7
618,28.16,4.1,"R21","AZ Canal at Central Av.","09/13/01 00:00:00",,,,,,,
619,29.66,5.6,"19th Av.","AZ Canal at 19th Av.","09/13/01 00:00:00",51.9,,,,,,6.3
