ID,Site Number,Site location,Cluster,Site Acronym,month/date,Arsenic (ug/L),Perchlorate (ug/L)
331,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,1/18/2005,,
332,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,1/18/2005,,
333,R17,Deer Valley WTP treated water,srp,deer valley-treated,1/18/2005,,
334,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,1/18/2005,7.5,
335,R19,Val Vista WTP treated water,srp,val vista-treated,1/18/2005,0.0,
336,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,1/18/2005,,
1,R3,Waddell Canal,cap,waddell canal,4/13/2004,0.0,0.000
2,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,4/13/2004,0.0,0.000
3,R11,CAP Canal at Cross-connect,cap,cap @ x con,4/13/2004,,3.348
4,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,4/13/2004,8.2,0.000
5,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,4/13/2004,9.5,2.658
6,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,4/13/2004,13.1,1.258
39,R11,CAP Canal at Cross-connect,cap,cap @ x con,5/18/2004,2.5,1.487
40,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,5/18/2004,6.2,0.000
41,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,5/18/2004,4.4,0.065
42,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,5/18/2004,5.2,0.000
43,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,5/18/2004,0.0,0.000
44,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,5/18/2004,6.0,0.043
45,R17,Deer Valley WTP treated water,srp,deer valley-treated,5/18/2004,0.0,0.000
46,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,5/18/2004,5.5,1.746
47,R19,Val Vista WTP treated water,srp,val vista-treated,5/18/2004,0.0,0.202
48,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,5/18/2004,,
49,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,5/18/2004,,
50,R25,verde river at beeline highway,verde,verde @ beeline,5/18/2004,13.7,0.000
51,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,5/18/2004,,
52,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,5/18/2004,,
53,UH In,Union Hills Inlet,cap,Union Hills Inlet,5/18/2004,3.7,0.000
54,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,5/18/2004,0.0,0.000
55,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,5/18/2004,5.4,0.000
56,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,5/18/2004,3.1,0.000
57,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,5/18/2004,4.5,
58,HTC,Head of the Tempe Canal,tempe,head of tempe canal,5/18/2004,6.3,0.818
59,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,5/18/2004,6.4,0.000
60,SPT Out,Tempe's South Plant treated water,tempe,STP Out,5/18/2004,5.5,0.000
61,Green In,Greenway WTP Inlet,srp,Green In,5/18/2004,5.8,0.000
62,Green Out,Greenway WTP Outlet,srp,Green Out,5/18/2004,4.6,0.000
63,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,5/18/2004,,0.685
64,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,5/18/2004,,0.365
65,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,5/18/2004,,0.000
66,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,5/18/2004,,0.000
67,R9A,Saguaro Lake near inlet,salt,saguaro-epi,5/18/2004,,0.000
68,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,5/18/2004,,0.000
69,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,5/18/2004,,0.000
70,R20,Verde River at Tangle,verde,verde abv horseshoe,5/18/2004,,0.000
71,Havasu 1,Havasu lake Sample,,Havasu 1,5/18/2004,0.0,2.635
72,Havasu 2,Havasu lake Sample,,Havasu 2,5/18/2004,0.0,2.653
73,R3,Waddell Canal,cap,waddell canal,6/21/2004,,
74,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,6/21/2004,7.7,
75,R11,CAP Canal at Cross-connect,cap,cap @ x con,6/21/2004,3.1,
76,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,6/21/2004,7.7,
77,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,6/21/2004,6.0,
78,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,6/21/2004,5.2,
79,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,6/21/2004,2.6,
80,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,6/21/2004,5.6,
81,R17,Deer Valley WTP treated water,srp,deer valley-treated,6/21/2004,0.0,
82,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,6/21/2004,5.1,
83,R19,Val Vista WTP treated water,srp,val vista-treated,6/21/2004,0.0,
84,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,6/21/2004,,
85,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,6/21/2004,,
86,R25,verde river at beeline highway,verde,verde @ beeline,6/21/2004,13.1,0.000
87,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,6/21/2004,,
88,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,6/21/2004,,
89,UH In,Union Hills Inlet,cap,Union Hills Inlet,6/21/2004,2.2,
90,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,6/21/2004,0.0,
91,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,6/21/2004,5.6,0.000
92,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,6/21/2004,,
93,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,6/21/2004,6.3,
94,HTC,Head of the Tempe Canal,tempe,head of tempe canal,6/21/2004,6.5,
95,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,6/21/2004,5.0,
96,SPT Out,Tempe's South Plant treated water,tempe,STP Out,6/21/2004,5.1,
97,Green In,Greenway WTP Inlet,srp,Green In,6/21/2004,6.7,0.000
98,Green Out,Greenway WTP Outlet,srp,Green Out,6/21/2004,3.9,0.000
99,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,6/21/2004,,
100,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,6/21/2004,,
101,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,6/21/2004,21.3,0.000
102,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,6/21/2004,16.2,0.000
103,R9A,Saguaro Lake near inlet,salt,saguaro-epi,6/21/2004,8.6,0.000
104,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,6/21/2004,8.3,0.000
105,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,6/21/2004,6.6,0.000
106,R20,Verde River at Tangle,verde,verde abv horseshoe,6/21/2004,,
107,Havasu 1,Havasu lake Sample,,Havasu 1,6/21/2004,0.0,1.213
108,Havasu 2,Havasu lake Sample,,Havasu 2,6/21/2004,2.1,1.182
109,R3,Waddell Canal,cap,waddell canal,7/20/2004,,
110,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,7/20/2004,0.0,
111,R11,CAP Canal at Cross-connect,cap,cap @ x con,7/20/2004,4.6,
112,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,7/20/2004,2.8,
113,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,7/20/2004,24.6,
114,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,7/20/2004,3.4,
115,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,7/20/2004,0.0,
116,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,7/20/2004,2.9,
117,R17,Deer Valley WTP treated water,srp,deer valley-treated,7/20/2004,0.0,
118,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,7/20/2004,4.6,
119,R19,Val Vista WTP treated water,srp,val vista-treated,7/20/2004,0.0,
120,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,7/20/2004,,
121,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,7/20/2004,,
122,R25,verde river at beeline highway,verde,verde @ beeline,7/20/2004,10.9,
123,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,7/20/2004,,
124,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,7/20/2004,,
125,UH In,Union Hills Inlet,cap,Union Hills Inlet,7/20/2004,2.1,
126,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,7/20/2004,0.0,
127,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,7/20/2004,2.4,
128,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,7/20/2004,3.9,
129,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,7/20/2004,3.2,
130,HTC,Head of the Tempe Canal,tempe,head of tempe canal,7/20/2004,4.9,
131,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,7/20/2004,3.4,
132,SPT Out,Tempe's South Plant treated water,tempe,STP Out,7/20/2004,2.8,
133,Green In,Greenway WTP Inlet,srp,Green In,7/20/2004,3.9,
134,Green Out,Greenway WTP Outlet,srp,Green Out,7/20/2004,2.6,
135,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,7/20/2004,3.2,
136,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,7/20/2004,3.1,
137,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,7/20/2004,19.1,
138,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,7/20/2004,12.8,
139,R9A,Saguaro Lake near inlet,salt,saguaro-epi,7/20/2004,13.2,
140,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,7/20/2004,13.0,
141,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,7/20/2004,4.4,
142,R20,Verde River at Tangle,verde,verde abv horseshoe,7/20/2004,11.7,
143,Havasu 1,Havasu lake Sample,,Havasu 1,7/20/2004,,
144,Havasu 2,Havasu lake Sample,,Havasu 2,7/20/2004,,
145,R3,Waddell Canal,cap,waddell canal,8/17/2004,0.0,
146,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,8/17/2004,5.0,
147,R11,CAP Canal at Cross-connect,cap,cap @ x con,8/17/2004,0.0,
148,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,8/17/2004,6.9,
149,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,8/17/2004,3.8,
150,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,8/17/2004,4.5,
151,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,8/17/2004,4.3,
152,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,8/17/2004,4.0,
153,R17,Deer Valley WTP treated water,srp,deer valley-treated,8/17/2004,0.0,
154,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,8/17/2004,3.9,
155,R19,Val Vista WTP treated water,srp,val vista-treated,8/17/2004,2.1,
156,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,8/17/2004,4.3,
157,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,8/17/2004,4.1,
158,R25,verde river at beeline highway,verde,verde @ beeline,8/17/2004,7.5,
159,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,8/17/2004,4.3,
160,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,8/17/2004,4.8,
161,UH In,Union Hills Inlet,cap,Union Hills Inlet,8/17/2004,2.1,
162,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,8/17/2004,0.0,
163,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,8/17/2004,4.2,
164,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,8/17/2004,2.1,
165,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,8/17/2004,3.6,
166,HTC,Head of the Tempe Canal,tempe,head of tempe canal,8/17/2004,5.0,
167,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,8/17/2004,3.5,
168,SPT Out,Tempe's South Plant treated water,tempe,STP Out,8/17/2004,0.0,
169,Green In,Greenway WTP Inlet,srp,Green In,8/17/2004,4.6,
170,Green Out,Greenway WTP Outlet,srp,Green Out,8/17/2004,3.3,
171,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,8/17/2004,2.2,
172,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,8/17/2004,2.6,
173,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,8/17/2004,17.4,
174,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,8/17/2004,13.5,
175,R9A,Saguaro Lake near inlet,salt,saguaro-epi,8/17/2004,6.8,
176,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,8/17/2004,7.3,
177,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,8/17/2004,5.2,
178,R20,Verde River at Tangle,verde,verde abv horseshoe,8/17/2004,23.1,
179,Havasu 1,Havasu lake Sample,,Havasu 1,8/17/2004,2.6,
180,Havasu 2,Havasu lake Sample,,Havasu 2,8/17/2004,0.0,
181,R3,Waddell Canal,cap,waddell canal,9/14/2004,3.1,
182,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,9/14/2004,6.5,
183,R11,CAP Canal at Cross-connect,cap,cap @ x con,9/14/2004,2.5,
184,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,9/14/2004,7.1,
185,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,9/14/2004,4.2,
186,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,9/14/2004,5.1,
187,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,9/14/2004,3.1,
188,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,9/14/2004,4.0,
189,R17,Deer Valley WTP treated water,srp,deer valley-treated,9/14/2004,0.0,
190,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,9/14/2004,6.0,
191,R19,Val Vista WTP treated water,srp,val vista-treated,9/14/2004,2.4,
192,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,9/14/2004,4.0,
193,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,9/14/2004,3.9,
194,R25,verde river at beeline highway,verde,verde @ beeline,9/14/2004,9.3,
195,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,9/14/2004,3.6,
196,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,9/14/2004,4.0,
197,UH In,Union Hills Inlet,cap,Union Hills Inlet,9/14/2004,3.1,
198,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,9/14/2004,0.0,
199,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,9/14/2004,4.2,
200,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,9/14/2004,0.0,
201,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,9/14/2004,4.7,
202,HTC,Head of the Tempe Canal,tempe,head of tempe canal,9/14/2004,6.2,
203,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,9/14/2004,4.6,
204,SPT Out,Tempe's South Plant treated water,tempe,STP Out,9/14/2004,4.9,
205,Green In,Greenway WTP Inlet,srp,Green In,9/14/2004,5.4,
206,Green Out,Greenway WTP Outlet,srp,Green Out,9/14/2004,3.1,
207,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,9/14/2004,3.9,
208,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,9/14/2004,3.7,
209,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,9/14/2004,18.7,
210,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,9/14/2004,15.6,
211,R9A,Saguaro Lake near inlet,salt,saguaro-epi,9/14/2004,7.8,
212,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,9/14/2004,6.8,
213,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,9/14/2004,6.3,
214,R20,Verde River at Tangle,verde,verde abv horseshoe,9/14/2004,12.8,
215,Havasu 1,Havasu lake Sample,,Havasu 1,9/14/2004,0.0,
216,Havasu 2,Havasu lake Sample,,Havasu 2,9/14/2004,2.8,
217,R3,Waddell Canal,cap,waddell canal,10/12/2004,3.3,
218,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,10/12/2004,6.2,
219,R11,CAP Canal at Cross-connect,cap,cap @ x con,10/12/2004,3.3,
220,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,10/12/2004,9.4,
221,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,10/12/2004,4.4,
222,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,10/12/2004,4.7,
223,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,10/12/2004,0.0,
224,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,10/12/2004,4.4,
225,R17,Deer Valley WTP treated water,srp,deer valley-treated,10/12/2004,0.0,
226,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,10/12/2004,,
227,R19,Val Vista WTP treated water,srp,val vista-treated,10/12/2004,,
228,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,10/12/2004,4.5,
229,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,10/12/2004,5.6,
230,R25,verde river at beeline highway,verde,verde @ beeline,10/12/2004,12.7,
231,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,10/12/2004,5.4,
232,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,10/12/2004,5.8,
233,UH In,Union Hills Inlet,cap,Union Hills Inlet,10/12/2004,3.2,
234,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,10/12/2004,0.0,
235,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,10/12/2004,4.7,
1709,R3,Waddell Canal,cap,waddell canal,3/3/2008,2.7,
1710,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,3/3/2008,3.8,
1711,R11,CAP Canal at Cross-connect,cap,cap @ x con,3/3/2008,2.8,
1712,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,3/3/2008,7.7,
1713,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,3/3/2008,7.4,
1714,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,3/3/2008,7.6,
1715,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,3/3/2008,0.0,
1716,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,3/3/2008,7.2,
1717,R17,Deer Valley WTP treated water,srp,deer valley-treated,3/3/2008,<2.0,
1718,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,3/3/2008,7.6,
1719,R19,Val Vista WTP treated water,srp,val vista-treated,3/3/2008,0.0,
1720,R19,Val Vista WTP treated water-West,srp,val vista-treated-West,3/3/2008,,
1721,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,3/3/2008,7.7,
1722,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,3/3/2008,7.5,
1723,R25,verde river at beeline highway,verde,verde @ beeline,3/3/2008,7.7,
1724,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,3/3/2008,7.3,
1725,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,3/3/2008,7.2,
1726,UH In,Union Hills Inlet,cap,Union Hills Inlet,3/3/2008,2.0,
1727,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,3/3/2008,0.0,
1728,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,3/3/2008,,
1729,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,3/3/2008,,
1730,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,3/3/2008,6.7,
1731,HTC,Head of the Tempe Canal,tempe,head of tempe canal,3/3/2008,7.2,
1732,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,3/3/2008,8.0,
1733,SPT Out,Tempe's South Plant treated water,tempe,STP Out,3/3/2008,0,
1734,Glen In,Glendale WTP Inlet,srp,Glen In,3/3/2008,7.5,
1735,Glen Out,Glendale WTP Outlet,srp,Glen Out,3/3/2008,0.0,
1736,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,3/3/2008,,
1737,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,3/3/2008,,
1738,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,3/3/2008,8.4,
1739,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,3/3/2008,7.2,
1740,R9A,Saguaro Lake near inlet,salt,saguaro-epi,3/3/2008,3.8,
1741,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,3/3/2008,3.9,
1742,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,3/3/2008,3.9,
1743,R20,Verde River at Tangle,verde,verde abv horseshoe,3/3/2008,10.3,
1744,Havasu 1,Havasu lake Sample,,Havasu 1,3/3/2008,2.5,
1745,R3,Waddell Canal,cap,waddell canal,4/7/2008,0.9,
1746,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,4/7/2008,2.2,
1747,R11,CAP Canal at Cross-connect,cap,cap @ x con,4/7/2008,1.2,
1748,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,4/7/2008,3.0,
1749,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,4/7/2008,2.9,
1750,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,4/7/2008,4.1,
1751,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,4/7/2008,0.2,
1752,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,4/7/2008,3.6,
1753,R17,Deer Valley WTP treated water,srp,deer valley-treated,4/7/2008,0.2,
1754,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,4/7/2008,3.2,
1755,R19,Val Vista WTP treated water,srp,val vista-treated,4/7/2008,0.0,
1756,R19,Val Vista WTP treated water-West,srp,val vista-treated-West,4/7/2008,0.5,
1757,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,4/7/2008,0.9,
1758,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,4/7/2008,4.2,
1759,R25,verde river at beeline highway,verde,verde @ beeline,4/7/2008,7.2,
1760,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,4/7/2008,3.9,
1761,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,4/7/2008,2.8,
1762,UH In,Union Hills Inlet,cap,Union Hills Inlet,4/7/2008,1.2,
1763,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,4/7/2008,0.0,
1764,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,4/7/2008,,
1765,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,4/7/2008,,
1766,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,4/7/2008,3.8,
1767,HTC,Head of the Tempe Canal,tempe,head of tempe canal,4/7/2008,3.2,
1768,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,4/7/2008,4.9,
1769,SPT Out,Tempe's South Plant treated water,tempe,STP Out,4/7/2008,1.4,
1770,Glen In,Glendale WTP Inlet,srp,Glen In,4/7/2008,4.0,
1771,Glen Out,Glendale WTP Outlet,srp,Glen Out,4/7/2008,0.9,
1772,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,4/7/2008,2.3,
1773,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,4/7/2008,1.8,
1774,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,4/7/2008,6.1,
1775,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,4/7/2008,6.4,
1776,R9A,Saguaro Lake near inlet,salt,saguaro-epi,4/7/2008,3.3,
1777,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,4/7/2008,3.1,
1778,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,4/7/2008,2.5,
1779,R20,Verde River at Tangle,verde,verde abv horseshoe,4/7/2008,15.0,
1780,Havasu 1,Havasu lake Sample,,Havasu 1,4/7/2008,0.9,
1781,R3,Waddell Canal,cap,waddell canal,5/5/2008,,
1782,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,5/5/2008,,
1783,R11,CAP Canal at Cross-connect,cap,cap @ x con,5/5/2008,,
1784,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,5/5/2008,,
1785,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,5/5/2008,,
1786,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,5/5/2008,,
1787,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,5/5/2008,,
1788,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,5/5/2008,4.4,
1789,R17,Deer Valley WTP treated water,srp,deer valley-treated,5/5/2008,0.1,
1790,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,5/5/2008,5.0,
1791,R19,Val Vista WTP treated water,srp,val vista-treated,5/5/2008,0.8,
1792,R19,Val Vista WTP treated water-West,srp,val vista-treated-West,5/5/2008,0.8,
1793,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,5/5/2008,4.2,
1794,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,5/5/2008,3.5,
1795,R25,verde river at beeline highway,verde,verde @ beeline,5/5/2008,7.6,
1796,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,5/5/2008,4.2,
1797,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,5/5/2008,4.5,
1798,UH In,Union Hills Inlet,cap,Union Hills Inlet,5/5/2008,1.3,
1799,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,5/5/2008,0.4,
1800,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,5/5/2008,5.1,
1801,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,5/5/2008,0.6,
1802,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,5/5/2008,4.5,
1803,HTC,Head of the Tempe Canal,tempe,head of tempe canal,5/5/2008,4.1,
1804,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,5/5/2008,5.0,
1805,SPT Out,Tempe's South Plant treated water,tempe,STP Out,5/5/2008,2.2,
1806,Glen In,Glendale WTP Inlet,srp,Glen In,5/5/2008,4.7,
1807,Glen Out,Glendale WTP Outlet,srp,Glen Out,5/5/2008,1.5,
1808,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,5/5/2008,1.8,
1809,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,5/5/2008,1.9,
1810,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,5/5/2008,6.9,
1811,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,5/5/2008,6.3,
1812,R9A,Saguaro Lake near inlet,salt,saguaro-epi,5/5/2008,3.4,
1813,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,5/5/2008,3.1,
1814,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,5/5/2008,2.7,
