ID,site number,site location,cluster name,site acronym,date,month,sample type,TOC (mg/L),DOC (mg/L),UVA (cm-1),suva (L/mg-m),peak int,peak int WL,int at 450,int at 460,int at 500,FI (450/500),docm comments,Field1
6927,"Mesa","AZ Canal at Mesa Dr.","srp","az canal @ Mesa","02/28/11 00:00:00","02/28/11 00:00:00",,,,,,,,,,,,,
6928,"Scotts","AZ Canal at Scottsdale Rd.","srp","az canal @ scotts.","02/28/11 00:00:00","02/28/11 00:00:00",,,,,,,,,,,,,
6929,"R3","Waddell Canal","cap","waddell canal","04/04/11 00:00:00","04/04/11 00:00:00",,,2.6,0.042,1.6,,,,,,,,
6930,"UH In","Union Hills Inlet","cap","Union Hills Inlet","04/04/11 00:00:00","04/04/11 00:00:00",,,,,0,,,,,,,,
6931,"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","04/04/11 00:00:00","04/04/11 00:00:00",,,2.29,0.025,1.08,,,,,,,,
6932,"R11","CAP Canal at Cross-connect","cap","cap @ x con","04/04/11 00:00:00","04/04/11 00:00:00",,,,,0,,,,,,,,
6933,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","04/04/11 00:00:00","04/04/11 00:00:00",,,2.95,0.073,2.49,,,,,,,,
6934,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","04/04/11 00:00:00","04/04/11 00:00:00",,,,,0,,,,,,,,
6935,"R19","Val Vista WTP treated water","srp","val vista-treated","04/04/11 00:00:00","04/04/11 00:00:00",,,,,0,,,,,,,,
6936,"VV West","Val Vista West WTP treated water","srp","val vista west-treated","04/04/11 00:00:00","04/04/11 00:00:00",,,,,0,,,,,,,,
6937,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","04/04/11 00:00:00","04/04/11 00:00:00",,,3.06,0.075,2.44,,,,,,,,
6938,"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","04/04/11 00:00:00","04/04/11 00:00:00",,,,,0,,,,,,,,
6939,"SPT Out","Tempe's South Plant treated water","tempe","STP Out","04/04/11 00:00:00","04/04/11 00:00:00",,,,,0,,,,,,,,
6940,"R25","verde river at beeline highway","verde","verde @ beeline","04/04/11 00:00:00","04/04/11 00:00:00",,,3,0.075,2.48,,,,,,,,
6941,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","04/04/11 00:00:00","04/04/11 00:00:00",,,,,0,,,,,,,,
6942,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","04/04/11 00:00:00","04/04/11 00:00:00",,,2.98,0.073,2.46,,,,,,,,
6943,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","04/04/11 00:00:00","04/04/11 00:00:00",,,2.99,0.073,2.42,,,,,,,,
6944,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","04/04/11 00:00:00","04/04/11 00:00:00",,,,,0,,,,,,,,
6945,"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","04/04/11 00:00:00","04/04/11 00:00:00",,,,,0,,,,,,,,
6946,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","04/04/11 00:00:00","04/04/11 00:00:00",,,,,0,,,,,,,,
6947,"R17","Deer Valley WTP treated water","srp","deer valley-treated","04/04/11 00:00:00","04/04/11 00:00:00",,,,,0,,,,,,,,
6948,"Green In","Greenway WTP Inlet","srp","Green In","04/04/11 00:00:00","04/04/11 00:00:00",,,3,0.07099999999999999,2.35,,,,,,,,
6949,"Green Out","Greenway WTP Outlet","srp","Green Out","04/04/11 00:00:00","04/04/11 00:00:00",,,2.57,0.03,1.16,,,,,,,,
6950,"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","04/04/11 00:00:00","04/04/11 00:00:00",,,3.09,0.074,2.4,,,,,,,,
6951,"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","04/04/11 00:00:00","04/04/11 00:00:00",,,1.99,0.032,1.6,,,,,,,,
6672,"Green In","Greenway WTP Inlet","srp","Green In","10/01/10 00:00:00","10/01/10 00:00:00",,,4.17,0.096,2.29,,,,,,,,
6673,"Green Out","Greenway WTP Outlet","srp","Green Out","10/01/10 00:00:00","10/01/10 00:00:00",,,3.6,0.036,1,,,,,,,,
6674,"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","10/01/10 00:00:00","10/01/10 00:00:00",,,4.42,0.098,2.22,,,,,,,,
6675,"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","10/01/10 00:00:00","10/01/10 00:00:00",,,2.41,0.034,1.41,,,,,,,,
6676,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","10/01/10 00:00:00","10/01/10 00:00:00",,,3.328706831,0.0617,1.85,,,,,,,,
6677,"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","10/01/10 00:00:00","10/01/10 00:00:00",,,3.992539367,0.062,1.55,,,,,,,,
6678,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","10/01/10 00:00:00","10/01/10 00:00:00",,,4.26,0.096,2.26,,,,,,,,
6679,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","10/01/10 00:00:00","10/01/10 00:00:00",,,4.46,0.098,2.19,,,,,,,,
6680,"R9A","Saguaro Lake near inlet","salt","saguaro-epi","10/01/10 00:00:00","10/01/10 00:00:00",,,5.13,0.102,1.99,,,,,,,,
6681,"R9A-Dup","Saguaro Lake near inlet",,"saguaro-epi dup","10/01/10 00:00:00","10/01/10 00:00:00",,,5.16,0.102,1.97,,,,,,,,
6682,"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","10/01/10 00:00:00","10/01/10 00:00:00",,,5.12,0.106,2.07,,,,,,,,
6683,"R20","Verde River at Tangle","verde","verde abv horseshoe","10/01/10 00:00:00","10/01/10 00:00:00",,,1.096991286,0.0323,2.94,,,,,,,,
6684,"Havasu 1","Havasu lake Sample",,"Havasu 1","10/01/10 00:00:00","10/01/10 00:00:00",,,2.784978639,0.043,1.54,,,,,,,,
6685,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","10/01/10 00:00:00","10/01/10 00:00:00",,,4.33,0.096,2.22,,,,,,,,
6686,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","10/01/10 00:00:00","10/01/10 00:00:00",,,4.34,0.097,2.23,,,,,,,,
6687,"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","10/01/10 00:00:00","10/01/10 00:00:00",,,4.33,0.095,2.2,,,,,,,,
6688,"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","10/01/10 00:00:00","10/01/10 00:00:00",,,,,,,,,,,,,
6689,"Glen In","Glendale WTP Inlet",,"Glen In","10/01/10 00:00:00","10/01/10 00:00:00",,,4.38,0.098,2.25,,,,,,,,
6690,"Glen Out","Glendale WTP Outlet",,"Glen Out","10/01/10 00:00:00","10/01/10 00:00:00",,,2.923793642,0.037,1.27,,,,,,,,
6691,"R1","CAP canal above Waddell Canal","cap","cap-siphon","10/01/10 00:00:00","10/01/10 00:00:00",,,,,,,,,,,,,
6692,"R4","Cap Canal at 7th St.","cap","cap @ 7th st","10/01/10 00:00:00","10/01/10 00:00:00",,,,,,,,,,,,,
6693,"R4-Dup","Cap Canal at 7th St.","cap","cap @ 7th st dup","10/01/10 00:00:00","10/01/10 00:00:00",,,,,,,,,,,,,
6694,"R5","Verde River btwn Horseshoe and Bartlett","verde","verde abv bartlett","10/01/10 00:00:00","10/01/10 00:00:00",,,,,,,,,,,,,
6695,"R7","Verde River below Bartlett Reservoir","verde","verde blw barlett","10/01/10 00:00:00","10/01/10 00:00:00",,,,,,,,,,,,,
6696,"R8","Salt River inlet to Saguaro Lake","salt","salt abv saguaro","10/01/10 00:00:00","10/01/10 00:00:00",,,,,,,,,,,,,
6697,"Mesa","AZ Canal at Mesa Dr.","srp","az canal @ Mesa","10/01/10 00:00:00","10/01/10 00:00:00",,,,,,,,,,,,,
6698,"Scotts","AZ Canal at Scottsdale Rd.","srp","az canal @ scotts.","10/01/10 00:00:00","10/01/10 00:00:00",,,,,,,,,,,,,
6699,"R3","Waddell Canal","cap","waddell canal","11/01/10 00:00:00","11/01/10 00:00:00",,,2.63,0.042,1.6,,,,,,,,
6700,"UH In","Union Hills Inlet","cap","Union Hills Inlet","11/01/10 00:00:00","11/01/10 00:00:00",,,2.76,0.044,1.58,,,,,,,,
6701,"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","11/01/10 00:00:00","11/01/10 00:00:00",,,2.22,0.023,1.05,,,,,,,,
6702,"R11","CAP Canal at Cross-connect","cap","cap @ x con","11/01/10 00:00:00","11/01/10 00:00:00",,,,,,,,,,,,,
6703,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","11/01/10 00:00:00","11/01/10 00:00:00",,,4.32,0.092,2.14,,,,,,,,
6704,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","11/01/10 00:00:00","11/01/10 00:00:00",,,,,,,,,,,,,
6705,"R19","Val Vista WTP treated water","srp","val vista-treated","11/01/10 00:00:00","11/01/10 00:00:00",,,,,,,,,,,,,
6706,"VV West","Val Vista West WTP treated water","srp","val vista west-treated","11/01/10 00:00:00","11/01/10 00:00:00",,,,,,,,,,,,,
6707,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","11/01/10 00:00:00","11/01/10 00:00:00",,,4.34,0.093,2.15,,,,,,,,
6708,"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","11/01/10 00:00:00","11/01/10 00:00:00",,,,,,,,,,,,,
6709,"SPT Out","Tempe's South Plant treated water","tempe","STP Out","11/01/10 00:00:00","11/01/10 00:00:00",,,,,,,,,,,,,
6710,"R25","verde river at beeline highway","verde","verde @ beeline","11/01/10 00:00:00","11/01/10 00:00:00",,,2.61,0.061,2.33,,,,,,,,
6711,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","11/01/10 00:00:00","11/01/10 00:00:00",,,4.67,0.101,2.15,,,,,,,,
6712,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","11/01/10 00:00:00","11/01/10 00:00:00",,,4.27,0.092,2.15,,,,,,,,
6713,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","11/01/10 00:00:00","11/01/10 00:00:00",,,4.32,0.092,2.13,,,,,,,,
6714,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","11/01/10 00:00:00","11/01/10 00:00:00",,,,,,,,,,,,,
7021,"R3","Waddell Canal","cap","waddell canal","06/06/11 00:00:00","06/06/11 00:00:00",,,3.4,0.05,1.45,,,,,,,,
7022,"UH In","Union Hills Inlet","cap","Union Hills Inlet","06/06/11 00:00:00","06/06/11 00:00:00",,,,,0,,,,,,,,
7023,"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","06/06/11 00:00:00","06/06/11 00:00:00",,,2.99,0.03,0.99,,,,,,,,
7024,"R11","CAP Canal at Cross-connect","cap","cap @ x con","06/06/11 00:00:00","06/06/11 00:00:00",,,,,0,,,,,,,,
7025,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","06/06/11 00:00:00","06/06/11 00:00:00",,,4.44,0.08699999999999999,1.96,,,,,,,,
7026,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","06/06/11 00:00:00","06/06/11 00:00:00",,,,,0,,,,,,,,
7027,"R19","Val Vista WTP treated water","srp","val vista-treated","06/06/11 00:00:00","06/06/11 00:00:00",,,,,0,,,,,,,,
7028,"VV West","Val Vista West WTP treated water","srp","val vista west-treated","06/06/11 00:00:00","06/06/11 00:00:00",,,,,0,,,,,,,,
7029,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","06/06/11 00:00:00","06/06/11 00:00:00",,,4.36,0.08400000000000001,1.93,,,,,,,,
7030,"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","06/06/11 00:00:00","06/06/11 00:00:00",,,4.28,0.08400000000000001,1.96,,,,,,,,
7031,"SPT Out","Tempe's South Plant treated water","tempe","STP Out","06/06/11 00:00:00","06/06/11 00:00:00",,,3.25,0.041,1.27,,,,,,,,
7032,"R25","verde river at beeline highway","verde","verde @ beeline","06/06/11 00:00:00","06/06/11 00:00:00",,,,,0,,,,,,,,
7033,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","06/06/11 00:00:00","06/06/11 00:00:00",,,4.88,0.089,1.82,,,,,,,,
7034,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","06/06/11 00:00:00","06/06/11 00:00:00",,,4.71,0.08599999999999999,1.84,,,,,,,,
7035,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","06/06/11 00:00:00","06/06/11 00:00:00",,,4.32,0.078,1.82,,,,,,,,
7036,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","06/06/11 00:00:00","06/06/11 00:00:00",,,,,0,,,,,,,,
7037,"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","06/06/11 00:00:00","06/06/11 00:00:00",,,,,0,,,,,,,,
7038,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","06/06/11 00:00:00","06/06/11 00:00:00",,,,,0,,,,,,,,
7039,"R17","Deer Valley WTP treated water","srp","deer valley-treated","06/06/11 00:00:00","06/06/11 00:00:00",,,,,0,,,,,,,,
7040,"Green In","Greenway WTP Inlet","srp","Green In","06/06/11 00:00:00","06/06/11 00:00:00",,,4.3,0.08,1.86,,,,,,,,
7041,"Green Out","Greenway WTP Outlet","srp","Green Out","06/06/11 00:00:00","06/06/11 00:00:00",,,3.78,0.028,0.75,,,,,,,,
6715,"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","11/01/10 00:00:00","11/01/10 00:00:00",,,,,,,,,,,,,
6716,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","11/01/10 00:00:00","11/01/10 00:00:00",,,,,,,,,,,,,
6717,"R17","Deer Valley WTP treated water","srp","deer valley-treated","11/01/10 00:00:00","11/01/10 00:00:00",,,,,,,,,,,,,
6718,"Green In","Greenway WTP Inlet","srp","Green In","11/01/10 00:00:00","11/01/10 00:00:00",,,4.08,0.091,2.22,,,,,,,,
6719,"Green Out","Greenway WTP Outlet","srp","Green Out","11/01/10 00:00:00","11/01/10 00:00:00",,,3.04,0.028,0.92,,,,,,,,
6720,"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","11/01/10 00:00:00","11/01/10 00:00:00",,,4.29,0.094,2.19,,,,,,,,
6721,"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","11/01/10 00:00:00","11/01/10 00:00:00",,,2.77,0.041,1.48,,,,,,,,
6722,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","11/01/10 00:00:00","11/01/10 00:00:00",,,3.097012429,0.0567,1.83,,,,,,,,
6723,"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","11/01/10 00:00:00","11/01/10 00:00:00",,,3.112430603,0.0574,1.84,,,,,,,,
6724,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","11/01/10 00:00:00","11/01/10 00:00:00",,,4.04,0.095,2.34,,,,,,,,
6725,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","11/01/10 00:00:00","11/01/10 00:00:00",,,,,,,,,,,,,
6726,"R9A","Saguaro Lake near inlet","salt","saguaro-epi","11/01/10 00:00:00","11/01/10 00:00:00",,,4.85,0.103,2.12,,,,,,,,
6727,"R9A-Dup","Saguaro Lake near inlet",,"saguaro-epi dup","11/01/10 00:00:00","11/01/10 00:00:00",,,,,,,,,,,,,
6728,"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","11/01/10 00:00:00","11/01/10 00:00:00",,,,,,,,,,,,,
6729,"R20","Verde River at Tangle","verde","verde abv horseshoe","11/01/10 00:00:00","11/01/10 00:00:00",,,,,,,,,,,,,
6730,"Havasu 1","Havasu lake Sample",,"Havasu 1","11/01/10 00:00:00","11/01/10 00:00:00",,,2.475010844,0.0412,1.66,,,,,,,,
6731,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","11/01/10 00:00:00","11/01/10 00:00:00",,,4.29,0.095,2.21,,,,,,,,
6732,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","11/01/10 00:00:00","11/01/10 00:00:00",,,4.22,0.092,2.19,,,,,,,,
6733,"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","11/01/10 00:00:00","11/01/10 00:00:00",,,4.32,0.094,2.17,,,,,,,,
6734,"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","11/01/10 00:00:00","11/01/10 00:00:00",,,,,,,,,,,,,
6735,"Glen In","Glendale WTP Inlet",,"Glen In","11/01/10 00:00:00","11/01/10 00:00:00",,,4.27,0.094,2.19,,,,,,,,
6736,"Glen Out","Glendale WTP Outlet",,"Glen Out","11/01/10 00:00:00","11/01/10 00:00:00",,,2.996790563,0.038,1.25,,,,,,,,
6737,"R1","CAP canal above Waddell Canal","cap","cap-siphon","11/01/10 00:00:00","11/01/10 00:00:00",,,,,,,,,,,,,
6738,"R4","Cap Canal at 7th St.","cap","cap @ 7th st","11/01/10 00:00:00","11/01/10 00:00:00",,,,,,,,,,,,,
6739,"R4-Dup","Cap Canal at 7th St.","cap","cap @ 7th st dup","11/01/10 00:00:00","11/01/10 00:00:00",,,,,,,,,,,,,
6740,"R5","Verde River btwn Horseshoe and Bartlett","verde","verde abv bartlett","11/01/10 00:00:00","11/01/10 00:00:00",,,,,,,,,,,,,
6741,"R7","Verde River below Bartlett Reservoir","verde","verde blw barlett","11/01/10 00:00:00","11/01/10 00:00:00",,,,,,,,,,,,,
6742,"R8","Salt River inlet to Saguaro Lake","salt","salt abv saguaro","11/01/10 00:00:00","11/01/10 00:00:00",,,,,,,,,,,,,
6743,"Mesa","AZ Canal at Mesa Dr.","srp","az canal @ Mesa","11/01/10 00:00:00","11/01/10 00:00:00",,,,,,,,,,,,,
6744,"Scotts","AZ Canal at Scottsdale Rd.","srp","az canal @ scotts.","11/01/10 00:00:00","11/01/10 00:00:00",,,,,,,,,,,,,
6745,"R3","Waddell Canal","cap","waddell canal","12/01/10 00:00:00","12/01/10 00:00:00",,,2.38,0.043,1.8,,,,,,,,
6746,"UH In","Union Hills Inlet","cap","Union Hills Inlet","12/01/10 00:00:00","12/01/10 00:00:00",,,,,,,,,,,,,
6747,"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","12/01/10 00:00:00","12/01/10 00:00:00",,,2.24,0.029,1.3,,,,,,,,
6748,"R11","CAP Canal at Cross-connect","cap","cap @ x con","12/01/10 00:00:00","12/01/10 00:00:00",,,,,,,,,,,,,
6749,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","12/01/10 00:00:00","12/01/10 00:00:00",,,2.77,0.08400000000000001,3.03,,,,,,,,
6750,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","12/01/10 00:00:00","12/01/10 00:00:00",,,,,,,,,,,,,
6751,"R19","Val Vista WTP treated water","srp","val vista-treated","12/01/10 00:00:00","12/01/10 00:00:00",,,,,,,,,,,,,
6752,"VV West","Val Vista West WTP treated water","srp","val vista west-treated","12/01/10 00:00:00","12/01/10 00:00:00",,,,,,,,,,,,,
6753,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","12/01/10 00:00:00","12/01/10 00:00:00",,,,,,,,,,,,,
6754,"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","12/01/10 00:00:00","12/01/10 00:00:00",,,,,,,,,,,,,
6755,"SPT Out","Tempe's South Plant treated water","tempe","STP Out","12/01/10 00:00:00","12/01/10 00:00:00",,,,,,,,,,,,,
6756,"R25","verde river at beeline highway","verde","verde @ beeline","12/01/10 00:00:00","12/01/10 00:00:00",,,2.7,0.076,2.81,,,,,,,,
6757,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","12/01/10 00:00:00","12/01/10 00:00:00",,,,,,,,,,,,,
6758,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","12/01/10 00:00:00","12/01/10 00:00:00",,,2.74,0.077,2.82,,,,,,,,
6759,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","12/01/10 00:00:00","12/01/10 00:00:00",,,2.75,0.078,2.82,,,,,,,,
6760,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","12/01/10 00:00:00","12/01/10 00:00:00",,,,,,,,,,,,,
6761,"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","12/01/10 00:00:00","12/01/10 00:00:00",,,,,,,,,,,,,
6762,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","12/01/10 00:00:00","12/01/10 00:00:00",,,,,,,,,,,,,
6763,"R17","Deer Valley WTP treated water","srp","deer valley-treated","12/01/10 00:00:00","12/01/10 00:00:00",,,,,,,,,,,,,
6764,"Green In","Greenway WTP Inlet","srp","Green In","12/01/10 00:00:00","12/01/10 00:00:00",,,2.08,0.025,1.19,,,,,,,,
6765,"Green Out","Greenway WTP Outlet","srp","Green Out","12/01/10 00:00:00","12/01/10 00:00:00",,,1.66,0.019,1.13,,,,,,,,
6766,"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","12/01/10 00:00:00","12/01/10 00:00:00",,,2.82,0.079,2.78,,,,,,,,
6767,"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","12/01/10 00:00:00","12/01/10 00:00:00",,,2.06,0.041,1.97,,,,,,,,
6768,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","12/01/10 00:00:00","12/01/10 00:00:00",,,,,,,,,,,,,
6769,"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","12/01/10 00:00:00","12/01/10 00:00:00",,,,,,,,,,,,,
6770,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","12/01/10 00:00:00","12/01/10 00:00:00",,,3.71,0.098,2.65,,,,,,,,
6771,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","12/01/10 00:00:00","12/01/10 00:00:00",,,3.56,0.093,2.6,,,,,,,,
6772,"R9A","Saguaro Lake near inlet","salt","saguaro-epi","12/01/10 00:00:00","12/01/10 00:00:00",,,4.57,0.101,2.21,,,,,,,,
6773,"R9A-Dup","Saguaro Lake near inlet",,"saguaro-epi dup","12/01/10 00:00:00","12/01/10 00:00:00",,,4.7,0.105,2.23,,,,,,,,
6774,"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","12/01/10 00:00:00","12/01/10 00:00:00",,,4.77,0.104,2.17,,,,,,,,
6775,"R20","Verde River at Tangle","verde","verde abv horseshoe","12/01/10 00:00:00","12/01/10 00:00:00",,,,,,,,,,,,,
6776,"Havasu 1","Havasu lake Sample",,"Havasu 1","12/01/10 00:00:00","12/01/10 00:00:00",,,,,,,,,,,,,
6777,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","12/01/10 00:00:00","12/01/10 00:00:00",,,2.85,0.079,2.76,,,,,,,,
6778,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","12/01/10 00:00:00","12/01/10 00:00:00",,,2.86,0.077,2.68,,,,,,,,
6779,"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","12/01/10 00:00:00","12/01/10 00:00:00",,,2.8,0.075,2.69,,,,,,,,
6780,"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","12/01/10 00:00:00","12/01/10 00:00:00",,,2.92,0.077,2.65,,,,,,,,
6781,"Glen In","Glendale WTP Inlet",,"Glen In","12/01/10 00:00:00","12/01/10 00:00:00",,,2.92,0.077,2.63,,,,,,,,
6782,"Glen Out","Glendale WTP Outlet",,"Glen Out","12/01/10 00:00:00","12/01/10 00:00:00",,,2.261590861,0.042,1.87,,,,,,,,
6783,"R1","CAP canal above Waddell Canal","cap","cap-siphon","12/01/10 00:00:00","12/01/10 00:00:00",,,,,,,,,,,,,
6784,"R4","Cap Canal at 7th St.","cap","cap @ 7th st","12/01/10 00:00:00","12/01/10 00:00:00",,,,,,,,,,,,,
6785,"R4-Dup","Cap Canal at 7th St.","cap","cap @ 7th st dup","12/01/10 00:00:00","12/01/10 00:00:00",,,,,,,,,,,,,
6786,"R5","Verde River btwn Horseshoe and Bartlett","verde","verde abv bartlett","12/01/10 00:00:00","12/01/10 00:00:00",,,,,,,,,,,,,
6787,"R7","Verde River below Bartlett Reservoir","verde","verde blw barlett","12/01/10 00:00:00","12/01/10 00:00:00",,,,,,,,,,,,,
6788,"R8","Salt River inlet to Saguaro Lake","salt","salt abv saguaro","12/01/10 00:00:00","12/01/10 00:00:00",,,,,,,,,,,,,
6789,"Mesa","AZ Canal at Mesa Dr.","srp","az canal @ Mesa","12/01/10 00:00:00","12/01/10 00:00:00",,,,,,,,,,,,,
6790,"Scotts","AZ Canal at Scottsdale Rd.","srp","az canal @ scotts.","12/01/10 00:00:00","12/01/10 00:00:00",,,,,,,,,,,,,
6791,"R3","Waddell Canal","cap","waddell canal","01/03/11 00:00:00","01/03/11 00:00:00",,,2.69,0.039,1.44,,,,,,,,
6792,"UH In","Union Hills Inlet","cap","Union Hills Inlet","01/03/11 00:00:00","01/03/11 00:00:00",,,2.69,0.039,1.43,,,,,,,,
6793,"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","01/03/11 00:00:00","01/03/11 00:00:00",,,2.24,0.023,1.02,,,,,,,,
6794,"R11","CAP Canal at Cross-connect","cap","cap @ x con","01/03/11 00:00:00","01/03/11 00:00:00",,,,,0,,,,,,,,
6795,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","01/03/11 00:00:00","01/03/11 00:00:00",,,3.7,0.077,2.07,,,,,,,,
6796,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","01/03/11 00:00:00","01/03/11 00:00:00",,,3.72,0.076,2.03,,,,,,,,
6797,"R19","Val Vista WTP treated water","srp","val vista-treated","01/03/11 00:00:00","01/03/11 00:00:00",,,,,0,,,,,,,,
