ID,site number,site location,cluster name,site acronym,date,month,depth (m),T (C),DO (mg/l),pH,Secchi Disk (m),samples collected,sample type,comments
1.8800000000000000e+02,"R19","Val Vista WTP treated water","srp","val vista-treated","11/17/99 00:00:00","11/01/99 00:00:00",,,,,,,,"south canal shut down"
1.8900000000000000e+02,"R20","Verde River at Tangle (USGS)","verde","verde abv horseshoe","11/30/99 00:00:00","11/01/99 00:00:00",,,,,,"NUT, DOCM, MIB/GEO, PHYT, PERI",,
1.9000000000000000e+02,"R1","CAP canal above Waddell Canal","cap","cap-siphon","12/15/99 00:00:00","12/01/99 00:00:00",0.0000000000000000e+00,1.2500000000000000e+01,,,,"NUT, DOCM, MIB/GEO, PHYT",,
1.9100000000000000e+02,"R2A","Lake Pleasant integrated sample","cap","pleasant-0m","12/15/99 00:00:00","12/01/99 00:00:00",0.0000000000000000e+00,1.4000000000000000e+01,9.1500000000000004e+00,8.1799999999999997e+00,4.4000000000000004e+00,,,
1.9200000000000000e+02,"R2-5","Lake Pleasant integrated sample","cap","pleasant-5m","12/15/99 00:00:00","12/01/99 00:00:00",2.0000000000000000e+00,1.4000000000000000e+01,8.5800000000000001e+00,8.2699999999999996e+00,,,,
1.9300000000000000e+02,"R2-10","Lake Pleasant integrated sample","cap","pleasant-10m","12/15/99 00:00:00","12/01/99 00:00:00",1.0000000000000000e+01,1.4000000000000000e+01,7.7999999999999998e+00,8.2599999999999998e+00,,"NUT, DOCM, MIB/GEO, PHYT",,
1.9400000000000000e+02,"R2-15","Lake Pleasant integrated sample","cap","pleasant-15m","12/15/99 00:00:00","12/01/99 00:00:00",1.5000000000000000e+01,1.4000000000000000e+01,7.5099999999999998e+00,8.2500000000000000e+00,,,,
1.9500000000000000e+02,"R2-20","Lake Pleasant integrated sample","cap","pleasant-20m","12/15/99 00:00:00","12/01/99 00:00:00",2.0000000000000000e+01,1.3900000000000000e+01,7.1500000000000004e+00,8.2500000000000000e+00,,"NUT, DOCM, MIB/GEO, PHYT",,
1.9600000000000000e+02,"R2-25","Lake Pleasant integrated sample","cap","pleasant-25m","12/15/99 00:00:00","12/01/99 00:00:00",2.5000000000000000e+01,1.3900000000000000e+01,6.9400000000000004e+00,8.2300000000000004e+00,,,,
1.9700000000000000e+02,"R2-30","Lake Pleasant integrated sample","cap","pleasant-30m","12/15/99 00:00:00","12/01/99 00:00:00",3.0000000000000000e+01,1.3900000000000000e+01,6.5099999999999998e+00,8.2200000000000006e+00,,,,
1.9800000000000000e+02,"R2-35","Lake Pleasant integrated sample","cap","pleasant-35m","12/15/99 00:00:00","12/01/99 00:00:00",3.5000000000000000e+01,1.3900000000000000e+01,6.4100000000000001e+00,,,,,"hypolimnion muddy smell"
1.9900000000000000e+02,"R2-40","Lake Pleasant integrated sample","cap","pleasant-40m","12/15/99 00:00:00","12/01/99 00:00:00",4.0000000000000000e+01,1.3900000000000000e+01,6.4600000000000000e+00,,,"NUT, DOCM, MIB/GEO, PHYT",,"hypolimnion muddy smell"
2.0000000000000000e+02,"R2-45","Lake Pleasant integrated sample","cap","pleasant-45m","12/15/99 00:00:00","12/01/99 00:00:00",4.5000000000000000e+01,1.3900000000000000e+01,5.1799999999999997e+00,,,,,"hypolimnion muddy smell"
2.0100000000000000e+02,"R3","Waddell Canal","cap","waddell canal","12/15/99 00:00:00","12/01/99 00:00:00",0.0000000000000000e+00,1.2800000000000001e+01,,,,"NUT, DOCM, MIB/GEO, PHYT, PERI",,
2.0200000000000000e+02,"R4","Cap Canal at 7th St.","cap","cap @ 7th st","12/16/99 00:00:00","12/01/99 00:00:00",0.0000000000000000e+00,1.0100000000000000e+01,1.0210000000000001e+01,8.3000000000000007e+00,,,,
2.0300000000000000e+02,"R5","Verde River btwn Horseshoe and Bartlett","verde","verde abv bartlett","12/15/99 00:00:00","12/01/99 00:00:00",0.0000000000000000e+00,8.5000000000000000e+00,,,,"NUT, DOCM, MIB/GEO, PHYT",,
2.0400000000000000e+02,"R6A","Bartlett Reservoir near outlet","verde","bartlett-0m","12/15/99 00:00:00","12/01/99 00:00:00",0.0000000000000000e+00,1.2699999999999999e+01,8.5700000000000003e+00,8.3100000000000005e+00,,,,
2.0500000000000000e+02,"R6-5","Bartlett Reservoir near outlet","verde","bartlett-5m","12/15/99 00:00:00","12/01/99 00:00:00",5.0000000000000000e+00,1.2800000000000001e+01,8.3000000000000007e+00,8.4199999999999999e+00,,,,
2.0600000000000000e+02,"R6-10","Bartlett Reservoir near outlet","verde","bartlett-10m","12/15/99 00:00:00","12/01/99 00:00:00",1.0000000000000000e+01,1.2800000000000001e+01,7.9500000000000002e+00,8.4199999999999999e+00,,"NUT, DOCM, MIB/GEO, PHYT",,
2.0700000000000000e+02,"R6-15","Bartlett Reservoir near outlet","verde","bartlett-15m","12/15/99 00:00:00","12/01/99 00:00:00",1.5000000000000000e+01,1.2800000000000001e+01,7.1200000000000001e+00,8.4199999999999999e+00,,,,
2.0800000000000000e+02,"R6-20","Bartlett Reservoir near outlet","verde","bartlett-20m","12/15/99 00:00:00","12/01/99 00:00:00",2.0000000000000000e+01,1.2800000000000001e+01,6.7800000000000002e+00,8.3900000000000006e+00,,"NUT, DOCM, MIB/GEO, PHYT",,
2.0900000000000000e+02,"R6-25","Bartlett Reservoir near outlet","verde","bartlett-25m","12/15/99 00:00:00","12/01/99 00:00:00",2.5000000000000000e+01,1.2699999999999999e+01,6.3600000000000003e+00,8.3599999999999994e+00,,,,
2.1000000000000000e+02,"R6-30","Bartlett Reservoir near outlet","verde","bartlett-30m","12/15/99 00:00:00","12/01/99 00:00:00",3.0000000000000000e+01,1.2600000000000000e+01,1.1499999999999999e+00,7.5700000000000003e+00,,,,
2.1100000000000000e+02,"R6-35","Bartlett Reservoir near outlet","verde","bartlett-35m","12/15/99 00:00:00","12/01/99 00:00:00",3.5000000000000000e+01,1.2500000000000000e+01,1.0400000000000000e+00,,,,,
2.1200000000000000e+02,"R6-40","Bartlett Reservoir near outlet","verde","bartlett-40m","12/15/99 00:00:00","12/01/99 00:00:00",4.0000000000000000e+01,1.2500000000000000e+01,9.5999999999999996e-01,,,"NUT, DOCM, MIB/GEO, PHYT",,
2.1300000000000000e+02,"R6-45","Bartlett Reservoir near outlet","verde","bartlett-45m","12/15/99 00:00:00","12/01/99 00:00:00",4.5000000000000000e+01,1.2500000000000000e+01,8.9000000000000001e-01,,,,,
2.1400000000000000e+02,"R7","Verde River below Bartlett Reservoir","verde","verde blw barlett","12/15/99 00:00:00","12/01/99 00:00:00",0.0000000000000000e+00,1.3000000000000000e+01,,,,,,
2.1500000000000000e+02,"R8","Salt River inlet to Saguaro Lake","salt","salt abv saguaro","12/14/99 00:00:00","12/01/99 00:00:00",0.0000000000000000e+00,1.4600000000000000e+01,7.4699999999999998e+00,7.7000000000000002e+00,,,,
2.1600000000000000e+02,"R9A","Saguaro Lake near inlet","salt","saguaro-0m","12/14/99 00:00:00","12/01/99 00:00:00",0.0000000000000000e+00,1.5500000000000000e+01,6.5300000000000002e+00,7.9000000000000004e+00,2.2500000000000000e+00,,,
2.1700000000000000e+02,"R9-5","Saguaro Lake near inlet","salt","saguaro-5m","12/14/99 00:00:00","12/01/99 00:00:00",5.0000000000000000e+00,1.5500000000000000e+01,5.8700000000000001e+00,7.9600000000000000e+00,,,,
2.1800000000000000e+02,"R9-10","Saguaro Lake near inlet","salt","saguaro-10m","12/14/99 00:00:00","12/01/99 00:00:00",1.0000000000000000e+01,1.5500000000000000e+01,5.1399999999999997e+00,7.9299999999999997e+00,,"NUT, DOCM, MIB/GEO, PHYT",,
2.1900000000000000e+02,"R9-15","Saguaro Lake near inlet","salt","saguaro-15m","12/14/99 00:00:00","12/01/99 00:00:00",1.5000000000000000e+01,1.5500000000000000e+01,5.4299999999999997e+00,7.9100000000000001e+00,,,,
2.2000000000000000e+02,"R9-20","Saguaro Lake near inlet","salt","saguaro-20m","12/14/99 00:00:00","12/01/99 00:00:00",2.0000000000000000e+01,1.5500000000000000e+01,5.3300000000000001e+00,7.9000000000000004e+00,,"NUT, DOCM, MIB/GEO, PHYT",,
2.2100000000000000e+02,"R9-25","Saguaro Lake near inlet","salt","saguaro-25m","12/14/99 00:00:00","12/01/99 00:00:00",2.5000000000000000e+01,1.5500000000000000e+01,5.2000000000000002e+00,7.9000000000000004e+00,,,,
2.2200000000000000e+02,"R9-30","Saguaro Lake near inlet","salt","saguaro-30m","12/14/99 00:00:00","12/01/99 00:00:00",3.0000000000000000e+01,1.5500000000000000e+01,5.1699999999999999e+00,7.7999999999999998e+00,,"NUT, DOCM, MIB/GEO, PHYT",,"muddy"
2.2300000000000000e+02,"R9-35","Saguaro Lake near inlet","salt","saguaro-35m","12/14/99 00:00:00","12/01/99 00:00:00",3.5000000000000000e+01,,4.0000000000000000e+00,,,"NUT, DOCM",,"muddy"
2.2400000000000000e+02,"R9-40","Saguaro Lake near inlet","salt","saguaro-40m","12/14/99 00:00:00","12/01/99 00:00:00",4.0000000000000000e+01,,4.0000000000000000e+00,,,,,"muddy"
2.2500000000000000e+02,"R9-45","Saguaro Lake near inlet","salt","saguaro-45m","12/14/99 00:00:00","12/01/99 00:00:00",4.5000000000000000e+01,,4.2000000000000002e+00,,,,,"muddy"
2.2600000000000000e+02,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","12/14/99 00:00:00","12/01/99 00:00:00",0.0000000000000000e+00,9.0999999999999996e+00,9.2699999999999996e+00,7.9800000000000004e+00,,"NUT, DOCM, MIB/GEO, PHYT",,
2.2700000000000000e+02,"R11","CAP Canal at Cross-connect","cap","cap @ x con","12/14/99 00:00:00","12/01/99 00:00:00",0.0000000000000000e+00,1.7000000000000000e+00,1.0800000000000001e+01,8.5999999999999996e+00,,"NUT, DOCM, MIB/GEO, PHYT, PERI",,
2.2800000000000000e+02,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","12/14/99 00:00:00","12/01/99 00:00:00",0.0000000000000000e+00,1.0199999999999999e+01,9.3000000000000007e+00,8.5999999999999996e+00,,"NUT, DOCM, MIB/GEO, PERI",,
2.2900000000000000e+02,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","12/14/99 00:00:00","12/01/99 00:00:00",0.0000000000000000e+00,1.0300000000000001e+01,8.9499999999999993e+00,8.5500000000000007e+00,,"NUT, DOCM, MIB/GEO, PHYT",,
2.3000000000000000e+02,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","12/16/99 00:00:00","12/01/99 00:00:00",0.0000000000000000e+00,4.2000000000000002e+00,1.0430000000000000e+01,8.6699999999999999e+00,,"NUT, DOCM, MIB/GEO(2X), PHYT",,
2.3100000000000000e+02,"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","12/16/99 00:00:00","12/01/99 00:00:00",0.0000000000000000e+00,,,7.7599999999999998e+00,,,,"something dumped in canal"
2.3200000000000000e+02,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","12/16/99 00:00:00","12/01/99 00:00:00",0.0000000000000000e+00,9.5999999999999996e+00,1.1590000000000000e+01,8.6699999999999999e+00,,"NUT, DOCM, MIB/GEO, PHYT, PERI",,
2.3300000000000000e+02,"R17","Deer Valley WTP treated water","srp","deer valley-treated","12/16/99 00:00:00","12/01/99 00:00:00",0.0000000000000000e+00,,,7.7999999999999998e+00,,"DOCM, MIB/GEO(2X)",,
2.3400000000000000e+02,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","12/16/99 00:00:00","12/01/99 00:00:00",,,,,,,,"south canal shut down"
2.3500000000000000e+02,"R19","Val Vista WTP treated water","srp","val vista-treated","12/16/99 00:00:00","12/01/99 00:00:00",,,,,,,,"south canal shut down"
2.3600000000000000e+02,"R20","Verde River at Tangle (USGS)","verde","verde abv horseshoe","12/30/99 00:00:00","12/01/99 00:00:00",,,,,,"NUT, DOCM, MIB/GEO, PHYT",,
2.3700000000000000e+02,"R1","CAP canal above Waddell Canal","cap","cap-siphon","01/12/00 00:00:00","01/01/00 00:00:00",0.0000000000000000e+00,1.1000000000000000e+01,,,,"NUT, DOCM, MIB/GEO, PERI",,
2.3800000000000000e+02,"R2A","Lake Pleasant integrated sample","cap","pleasant-0m","01/12/00 00:00:00","01/01/00 00:00:00",0.0000000000000000e+00,1.2300000000000001e+01,9.0299999999999994e+00,8.2200000000000006e+00,5.7999999999999998e+00,,,
2.3900000000000000e+02,"R2-5","Lake Pleasant integrated sample","cap","pleasant-5m","01/12/00 00:00:00","01/01/00 00:00:00",5.0000000000000000e+00,1.1699999999999999e+01,9.3300000000000001e+00,8.3100000000000005e+00,,"NUT, DOCM, MIB/GEO, PHYT",,
2.4000000000000000e+02,"R2-10","Lake Pleasant integrated sample","cap","pleasant-10m","01/12/00 00:00:00","01/01/00 00:00:00",1.0000000000000000e+01,1.1600000000000000e+01,9.0600000000000005e+00,8.3300000000000001e+00,,,,
2.4100000000000000e+02,"R2-15","Lake Pleasant integrated sample","cap","pleasant-15m","01/12/00 00:00:00","01/01/00 00:00:00",1.5000000000000000e+01,1.1600000000000000e+01,8.8900000000000006e+00,8.3300000000000001e+00,,"NUT, DOCM, MIB/GEO, PHYT",,
2.4200000000000000e+02,"R2-20","Lake Pleasant integrated sample","cap","pleasant-20m","01/12/00 00:00:00","01/01/00 00:00:00",2.0000000000000000e+01,1.1600000000000000e+01,9.0299999999999994e+00,8.3100000000000005e+00,,,,
5.5000000000000000e+02,"R9-5","Saguaro Lake near inlet","salt","saguaro-5m","07/20/00 00:00:00","07/01/00 00:00:00",5.0000000000000000e+00,2.5500000000000000e+01,4.2400000000000002e+00,7.9199999999999999e+00,,"NUT, DOCM, MIB/GEO, PHYT",,
5.5100000000000000e+02,"R9-10","Saguaro Lake near inlet","salt","saguaro-10m","07/20/00 00:00:00","07/01/00 00:00:00",1.0000000000000000e+01,2.3800000000000001e+01,9.1000000000000003e-01,7.6399999999999997e+00,,,,
5.5200000000000000e+02,"R9-15","Saguaro Lake near inlet","salt","saguaro-15m","07/20/00 00:00:00","07/01/00 00:00:00",1.5000000000000000e+01,2.3000000000000000e+01,8.7000000000000000e-01,7.3899999999999997e+00,,"NUT, DOCM, MIB/GEO, PHYT",,
5.5300000000000000e+02,"R9-20","Saguaro Lake near inlet","salt","saguaro-20m","07/20/00 00:00:00","07/01/00 00:00:00",2.0000000000000000e+01,2.2600000000000001e+01,8.1000000000000005e-01,7.2199999999999998e+00,,,,
5.5400000000000000e+02,"R9-25","Saguaro Lake near inlet","salt","saguaro-25m","07/20/00 00:00:00","07/01/00 00:00:00",2.5000000000000000e+01,2.2199999999999999e+01,6.9999999999999996e-01,7.0499999999999998e+00,,,,
5.5500000000000000e+02,"R9-30","Saguaro Lake near inlet","salt","saguaro-30m","07/20/00 00:00:00","07/01/00 00:00:00",3.0000000000000000e+01,2.1699999999999999e+01,3.2000000000000001e-01,6.8799999999999999e+00,,"NUT, DOCM, MIB/GEO, PHYT",,
5.5600000000000000e+02,"R9-35","Saguaro Lake near inlet","salt","saguaro-35m","07/20/00 00:00:00","07/01/00 00:00:00",3.5000000000000000e+01,2.1600000000000001e+01,2.9999999999999999e-01,,,"NUT, DOCM, MIB/GEO, PHYT",,
5.5700000000000000e+02,"R9-40","Saguaro Lake near inlet","salt","saguaro-40m","07/20/00 00:00:00","07/01/00 00:00:00",4.0000000000000000e+01,2.1699999999999999e+01,2.8999999999999998e-01,,,"NUT, MIB/GEO",,
5.5800000000000000e+02,"R9-45","Saguaro Lake near inlet","salt","saguaro-45m","07/20/00 00:00:00","07/01/00 00:00:00",4.5000000000000000e+01,2.1699999999999999e+01,3.4999999999999998e-01,,,,,
5.5900000000000000e+02,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","07/20/00 00:00:00","07/01/00 00:00:00",0.0000000000000000e+00,2.3600000000000001e+01,6.0800000000000001e+00,7.9100000000000001e+00,,"NUT, DOCM, MIB/GEO, PHYT, PERI",,
5.6000000000000000e+02,"R11","CAP Canal at Cross-connect","cap","cap @ x con","07/20/00 00:00:00","07/01/00 00:00:00",0.0000000000000000e+00,1.5800000000000001e+01,1.0369999999999999e+01,8.2799999999999994e+00,,"NUT, DOCM, MIB/GEO, PHYT, PERI",,
5.6100000000000000e+02,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","07/20/00 00:00:00","07/01/00 00:00:00",0.0000000000000000e+00,2.2500000000000000e+01,6.6299999999999999e+00,7.9800000000000004e+00,,"NUT, DOCM, MIB/GEO, PHYT, PERI",,
5.6200000000000000e+02,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","07/20/00 00:00:00","07/01/00 00:00:00",0.0000000000000000e+00,2.2800000000000001e+01,6.5899999999999999e+00,8.0199999999999996e+00,,"NUT, DOCM, MIB/GEO, PHYT, PERI",,
5.6300000000000000e+02,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","07/19/00 00:00:00","07/01/00 00:00:00",0.0000000000000000e+00,2.2899999999999999e+01,1.0420000000000000e+01,8.4100000000000001e+00,,"NUT, DOCM, MIB/GEO, PHYT, PERI",,
5.6400000000000000e+02,"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","07/19/00 00:00:00","07/01/00 00:00:00",0.0000000000000000e+00,,,,,,,
5.6500000000000000e+02,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","07/19/00 00:00:00","07/01/00 00:00:00",0.0000000000000000e+00,2.3600000000000001e+01,8.4100000000000001e+00,8.5099999999999998e+00,,"NUT, DOCM, MIB/GEO, PHYT, PERI",,
5.6600000000000000e+02,"R17","Deer Valley WTP treated water","srp","deer valley-treated","07/19/00 00:00:00","07/01/00 00:00:00",0.0000000000000000e+00,,,,," DOCM, MIB/GEO",,
5.6700000000000000e+02,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","07/19/00 00:00:00","07/01/00 00:00:00",0.0000000000000000e+00,2.1300000000000001e+01,9.0500000000000007e+00,8.0999999999999996e+00,,"NUT, DOCM, MIB/GEO, PHYT, PERI",,
5.6800000000000000e+02,"R19","Val Vista WTP treated water","srp","val vista-treated","07/19/00 00:00:00","07/01/00 00:00:00",0.0000000000000000e+00,,,,," DOCM, MIB/GEO",,
5.6900000000000000e+02,"R20","Verde River at Tangle (USGS)","verde","verde abv horseshoe","07/27/00 00:00:00","07/01/00 00:00:00",0.0000000000000000e+00,,,,,"NUT, DOCM, MIB/GEO, PHYT",,
5.7000000000000000e+02,"R21","AZ Canal - Central Ave (N. of Northern)","srp","az canal @ central ave.","07/19/00 00:00:00","07/01/00 00:00:00",0.0000000000000000e+00,,,,,"MIB/GEO",,
5.7100000000000000e+02,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","07/19/00 00:00:00","07/01/00 00:00:00",0.0000000000000000e+00,,,,,"MIB/GEO",,
5.7200000000000000e+02,"R1","CAP canal above Waddell Canal","cap","cap-siphon","08/15/00 00:00:00","08/01/00 00:00:00",0.0000000000000000e+00,3.1199999999999999e+01,,8.3300000000000001e+00,,"NUT, DOCM, MIB/GEO, PHYT, PERI",,
5.7300000000000000e+02,"R2A","Lake Pleasant integrated sample","cap","pleasant-0m","08/15/00 00:00:00","08/01/00 00:00:00",0.0000000000000000e+00,2.9800000000000001e+01,7.5599999999999996e+00,8.1999999999999993e+00,2.7000000000000002e+00,,,
5.7400000000000000e+02,"R2-5","Lake Pleasant integrated sample","cap","pleasant-5m","08/15/00 00:00:00","08/01/00 00:00:00",5.0000000000000000e+00,2.9300000000000001e+01,6.8499999999999996e+00,8.6999999999999993e+00,,,,
5.7500000000000000e+02,"R2-10","Lake Pleasant integrated sample","cap","pleasant-10m","08/15/00 00:00:00","08/01/00 00:00:00",1.0000000000000000e+01,2.9100000000000001e+01,6.1100000000000003e+00,7.8300000000000001e+00,,"NUT, DOCM, MIB/GEO, PHYT",,
5.7600000000000000e+02,"R2-15","Lake Pleasant integrated sample","cap","pleasant-15m","08/15/00 00:00:00","08/01/00 00:00:00",1.5000000000000000e+01,2.6699999999999999e+01,3.3500000000000001e+00,6.8799999999999999e+00,,,,
5.7700000000000000e+02,"R2-20","Lake Pleasant integrated sample","cap","pleasant-20m","08/15/00 00:00:00","08/01/00 00:00:00",2.0000000000000000e+01,2.2699999999999999e+01,3.8399999999999999e+00,6.3499999999999996e+00,,"NUT, DOCM, MIB/GEO, PHYT",,
5.7800000000000000e+02,"R2-25","Lake Pleasant integrated sample","cap","pleasant-25m","08/15/00 00:00:00","08/01/00 00:00:00",2.5000000000000000e+01,2.2199999999999999e+01,2.4600000000000000e+00,5.7699999999999996e+00,,,,
5.7900000000000000e+02,"R2-30","Lake Pleasant integrated sample","cap","pleasant-30m","08/15/00 00:00:00","08/01/00 00:00:00",3.0000000000000000e+01,2.2199999999999999e+01,2.6200000000000001e+00,2.3799999999999999e+00,,"NUT, DOCM, MIB/GEO, PHYT",,
5.8000000000000000e+02,"R2-35","Lake Pleasant integrated sample","cap","pleasant-35m","08/15/00 00:00:00","08/01/00 00:00:00",3.5000000000000000e+01,2.2399999999999999e+01,2.4700000000000002e+00,,,,,
5.8100000000000000e+02,"R2-40","Lake Pleasant integrated sample","cap","pleasant-40m","08/15/00 00:00:00","08/01/00 00:00:00",4.0000000000000000e+01,2.2199999999999999e+01,2.4199999999999999e+00,,,"NUT, DOCM, MIB/GEO, PHYT",,
5.8200000000000000e+02,"R2-45","Lake Pleasant integrated sample","cap","pleasant-45m","08/15/00 00:00:00","08/01/00 00:00:00",4.5000000000000000e+01,2.2100000000000001e+01,2.4500000000000002e+00,,,,,
5.8300000000000000e+02,"R3","Waddell Canal","cap","waddell canal","08/15/00 00:00:00","08/01/00 00:00:00",0.0000000000000000e+00,1.7899999999999999e+01,,7.5400000000000000e+00,,"NUT, DOCM, MIB/GEO, PHYT, PERI",,
5.8400000000000000e+02,"R4","Cap Canal at 7th St.","cap","cap @ 7th st","08/17/00 00:00:00","08/01/00 00:00:00",0.0000000000000000e+00,1.9699999999999999e+01,,7.9400000000000004e+00,,"NUT, DOCM, MIB/GEO, PHYT, PERI",,
5.8500000000000000e+02,"R5","Verde River btwn Horseshoe and Bartlett","verde","verde abv bartlett","08/15/00 00:00:00","08/01/00 00:00:00",0.0000000000000000e+00,3.0000000000000000e+01,,8.4499999999999993e+00,,"NUT, DOCM, MIB/GEO, PHYT, PERI",,
5.8600000000000000e+02,"R6A","Bartlett Reservoir near outlet","verde","bartlett-0m","08/15/00 00:00:00","08/01/00 00:00:00",0.0000000000000000e+00,2.9000000000000000e+01,7.7199999999999998e+00,8.5600000000000005e+00,3.1499999999999999e+00,,,
5.8700000000000000e+02,"R6-5","Bartlett Reservoir near outlet","verde","bartlett-5m","08/15/00 00:00:00","08/01/00 00:00:00",5.0000000000000000e+00,2.9199999999999999e+01,5.8499999999999996e+00,8.2899999999999991e+00,,,,
5.8800000000000000e+02,"R6-10","Bartlett Reservoir near outlet","verde","bartlett-10m","08/15/00 00:00:00","08/01/00 00:00:00",1.0000000000000000e+01,2.7300000000000001e+01,1.2300000000000000e+00,7.3600000000000003e+00,,"NUT, DOCM, MIB/GEO, PHYT",,
5.8900000000000000e+02,"R6-15","Bartlett Reservoir near outlet","verde","bartlett-15m","08/15/00 00:00:00","08/01/00 00:00:00",1.5000000000000000e+01,2.1100000000000001e+01,9.0000000000000002e-01,6.7300000000000004e+00,,"NUT, DOCM, MIB/GEO, PHYT",,
5.9000000000000000e+02,"R6-20","Bartlett Reservoir near outlet","verde","bartlett-20m","08/15/00 00:00:00","08/01/00 00:00:00",2.0000000000000000e+01,1.9000000000000000e+01,8.9000000000000001e-01,6.2699999999999996e+00,,,,
5.9100000000000000e+02,"R6-25","Bartlett Reservoir near outlet","verde","bartlett-25m","08/15/00 00:00:00","08/01/00 00:00:00",2.5000000000000000e+01,1.8199999999999999e+01,7.6000000000000001e-01,5.8099999999999996e+00,,,,
5.9200000000000000e+02,"R6-30","Bartlett Reservoir near outlet","verde","bartlett-30m","08/15/00 00:00:00","08/01/00 00:00:00",3.0000000000000000e+01,1.5300000000000001e+01,6.3000000000000000e-01,,,"NUT, DOCM, MIB/GEO, PHYT",,
5.9300000000000000e+02,"R6-35","Bartlett Reservoir near outlet","verde","bartlett-35m","08/15/00 00:00:00","08/01/00 00:00:00",3.5000000000000000e+01,1.5500000000000000e+01,4.1999999999999998e-01,,,,,
5.9400000000000000e+02,"R6-40","Bartlett Reservoir near outlet","verde","bartlett-40m","08/15/00 00:00:00","08/01/00 00:00:00",4.0000000000000000e+01,1.5600000000000000e+01,3.4000000000000002e-01,,,"NUT, DOCM, MIB/GEO, PHYT",,
5.9500000000000000e+02,"R6-45","Bartlett Reservoir near outlet","verde","bartlett-45m","08/15/00 00:00:00","08/01/00 00:00:00",4.5000000000000000e+01,1.5699999999999999e+01,2.9999999999999999e-01,,,,,
5.9600000000000000e+02,"R7","Verde River below Bartlett Reservoir","verde","verde blw barlett","08/15/00 00:00:00","08/01/00 00:00:00",0.0000000000000000e+00,1.9199999999999999e+01,,8.0000000000000000e+00,,"NUT, DOCM, MIB/GEO, PHYT, PERI",,
5.9700000000000000e+02,"R8","Salt River inlet to Saguaro Lake","salt","salt abv saguaro","08/16/00 00:00:00","08/01/00 00:00:00",0.0000000000000000e+00,2.8699999999999999e+01,8.2400000000000002e+00,7.7100000000000000e+00,,"NUT, DOCM, MIB/GEO, PHYT",,
5.9800000000000000e+02,"R9A","Saguaro Lake near inlet","salt","saguaro-0m","08/16/00 00:00:00","08/01/00 00:00:00",0.0000000000000000e+00,3.0000000000000000e+01,9.1799999999999997e+00,8.4399999999999995e+00,2.3999999999999999e+00,,,
5.9900000000000000e+02,"R9-5","Saguaro Lake near inlet","salt","saguaro-5m","08/16/00 00:00:00","08/01/00 00:00:00",5.0000000000000000e+00,2.7100000000000001e+01,3.5899999999999999e+00,7.2500000000000000e+00,,"NUT, DOCM, MIB/GEO, PHYT",,
6.0000000000000000e+02,"R9-10","Saguaro Lake near inlet","salt","saguaro-10m","08/16/00 00:00:00","08/01/00 00:00:00",1.0000000000000000e+01,2.4899999999999999e+01,6.8999999999999995e-01,6.9100000000000001e+00,,,,
6.0100000000000000e+02,"R9-15","Saguaro Lake near inlet","salt","saguaro-15m","08/16/00 00:00:00","08/01/00 00:00:00",1.5000000000000000e+01,2.4399999999999999e+01,5.7999999999999996e-01,6.6200000000000001e+00,,"NUT, DOCM, MIB/GEO, PHYT",,
6.0200000000000000e+02,"R9-20","Saguaro Lake near inlet","salt","saguaro-20m","08/16/00 00:00:00","08/01/00 00:00:00",2.0000000000000000e+01,2.4199999999999999e+01,1.0500000000000000e+00,6.3899999999999997e+00,,,,
6.0300000000000000e+02,"R9-25","Saguaro Lake near inlet","salt","saguaro-25m","08/16/00 00:00:00","08/01/00 00:00:00",2.5000000000000000e+01,2.4000000000000000e+01,1.4199999999999999e+00,3.7400000000000002e+00,,,,
6.0400000000000000e+02,"R9-30","Saguaro Lake near inlet","salt","saguaro-30m","08/16/00 00:00:00","08/01/00 00:00:00",3.0000000000000000e+01,2.3500000000000000e+01,3.9000000000000001e-01,,,"NUT, DOCM, MIB/GEO, PHYT",,
6.0500000000000000e+02,"R9-35","Saguaro Lake near inlet","salt","saguaro-35m","08/16/00 00:00:00","08/01/00 00:00:00",3.5000000000000000e+01,2.3399999999999999e+01,4.7999999999999998e-01,,,"NUT, DOCM, MIB/GEO, PHYT",,
6.0600000000000000e+02,"R9-40","Saguaro Lake near inlet","salt","saguaro-40m","08/16/00 00:00:00","08/01/00 00:00:00",4.0000000000000000e+01,2.3399999999999999e+01,3.5999999999999999e-01,,,"NUT, MIB/GEO",,
