ID,Site Number,Site location,Cluster,Site Acronym,month/date,Arsenic (ug/L),Perchlorate (ug/L)
90,"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","06/21/04 00:00:00","0.0",
91,"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","06/21/04 00:00:00","5.6","0.000"
92,"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","06/21/04 00:00:00",,
93,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","06/21/04 00:00:00","6.3",
94,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","06/21/04 00:00:00","6.5",
95,"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","06/21/04 00:00:00","5.0",
96,"SPT Out","Tempe's South Plant treated water","tempe","STP Out","06/21/04 00:00:00","5.1",
97,"Green In","Greenway WTP Inlet","srp","Green In","06/21/04 00:00:00","6.7","0.000"
98,"Green Out","Greenway WTP Outlet","srp","Green Out","06/21/04 00:00:00","3.9","0.000"
99,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","06/21/04 00:00:00",,
100,"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","06/21/04 00:00:00",,
101,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","06/21/04 00:00:00","21.3","0.000"
102,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","06/21/04 00:00:00","16.2","0.000"
103,"R9A","Saguaro Lake near inlet","salt","saguaro-epi","06/21/04 00:00:00","8.6","0.000"
104,"R9A-Dup","Saguaro Lake near inlet",,"saguaro-epi dup","06/21/04 00:00:00","8.3","0.000"
105,"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","06/21/04 00:00:00","6.6","0.000"
106,"R20","Verde River at Tangle","verde","verde abv horseshoe","06/21/04 00:00:00",,
107,"Havasu 1","Havasu lake Sample",,"Havasu 1","06/21/04 00:00:00","0.0","1.213"
108,"Havasu 2","Havasu lake Sample",,"Havasu 2","06/21/04 00:00:00","2.1","1.182"
109,"R3","Waddell Canal","cap","waddell canal","07/20/04 00:00:00",,
110,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","07/20/04 00:00:00","0.0",
111,"R11","CAP Canal at Cross-connect","cap","cap @ x con","07/20/04 00:00:00","4.6",
112,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","07/20/04 00:00:00","2.8",
113,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","07/20/04 00:00:00","24.6",
114,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","07/20/04 00:00:00","3.4",
115,"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","07/20/04 00:00:00","0.0",
116,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","07/20/04 00:00:00","2.9",
117,"R17","Deer Valley WTP treated water","srp","deer valley-treated","07/20/04 00:00:00","0.0",
118,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","07/20/04 00:00:00","4.6",
119,"R19","Val Vista WTP treated water","srp","val vista-treated","07/20/04 00:00:00","0.0",
120,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","07/20/04 00:00:00",,
121,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","07/20/04 00:00:00",,
122,"R25","verde river at beeline highway","verde","verde @ beeline","07/20/04 00:00:00","10.9",
123,"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","07/20/04 00:00:00",,
124,"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","07/20/04 00:00:00",,
125,"UH In","Union Hills Inlet","cap","Union Hills Inlet","07/20/04 00:00:00","2.1",
126,"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","07/20/04 00:00:00","0.0",
127,"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","07/20/04 00:00:00","2.4",
128,"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","07/20/04 00:00:00","3.9",
129,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","07/20/04 00:00:00","3.2",
130,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","07/20/04 00:00:00","4.9",
131,"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","07/20/04 00:00:00","3.4",
132,"SPT Out","Tempe's South Plant treated water","tempe","STP Out","07/20/04 00:00:00","2.8",
133,"Green In","Greenway WTP Inlet","srp","Green In","07/20/04 00:00:00","3.9",
134,"Green Out","Greenway WTP Outlet","srp","Green Out","07/20/04 00:00:00","2.6",
135,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","07/20/04 00:00:00","3.2",
136,"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","07/20/04 00:00:00","3.1",
137,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","07/20/04 00:00:00","19.1",
138,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","07/20/04 00:00:00","12.8",
139,"R9A","Saguaro Lake near inlet","salt","saguaro-epi","07/20/04 00:00:00","13.2",
140,"R9A-Dup","Saguaro Lake near inlet",,"saguaro-epi dup","07/20/04 00:00:00","13.0",
141,"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","07/20/04 00:00:00","4.4",
142,"R20","Verde River at Tangle","verde","verde abv horseshoe","07/20/04 00:00:00","11.7",
143,"Havasu 1","Havasu lake Sample",,"Havasu 1","07/20/04 00:00:00",,
144,"Havasu 2","Havasu lake Sample",,"Havasu 2","07/20/04 00:00:00",,
145,"R3","Waddell Canal","cap","waddell canal","08/17/04 00:00:00","0.0",
146,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","08/17/04 00:00:00","5.0",
147,"R11","CAP Canal at Cross-connect","cap","cap @ x con","08/17/04 00:00:00","0.0",
148,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","08/17/04 00:00:00","6.9",
149,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","08/17/04 00:00:00","3.8",
150,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","08/17/04 00:00:00","4.5",
151,"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","08/17/04 00:00:00","4.3",
152,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","08/17/04 00:00:00","4.0",
153,"R17","Deer Valley WTP treated water","srp","deer valley-treated","08/17/04 00:00:00","0.0",
154,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","08/17/04 00:00:00","3.9",
155,"R19","Val Vista WTP treated water","srp","val vista-treated","08/17/04 00:00:00","2.1",
156,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","08/17/04 00:00:00","4.3",
157,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","08/17/04 00:00:00","4.1",
158,"R25","verde river at beeline highway","verde","verde @ beeline","08/17/04 00:00:00","7.5",
159,"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","08/17/04 00:00:00","4.3",
160,"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","08/17/04 00:00:00","4.8",
161,"UH In","Union Hills Inlet","cap","Union Hills Inlet","08/17/04 00:00:00","2.1",
162,"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","08/17/04 00:00:00","0.0",
163,"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","08/17/04 00:00:00","4.2",
164,"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","08/17/04 00:00:00","2.1",
165,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","08/17/04 00:00:00","3.6",
166,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","08/17/04 00:00:00","5.0",
167,"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","08/17/04 00:00:00","3.5",
168,"SPT Out","Tempe's South Plant treated water","tempe","STP Out","08/17/04 00:00:00","0.0",
169,"Green In","Greenway WTP Inlet","srp","Green In","08/17/04 00:00:00","4.6",
170,"Green Out","Greenway WTP Outlet","srp","Green Out","08/17/04 00:00:00","3.3",
171,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","08/17/04 00:00:00","2.2",
172,"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","08/17/04 00:00:00","2.6",
173,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","08/17/04 00:00:00","17.4",
174,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","08/17/04 00:00:00","13.5",
175,"R9A","Saguaro Lake near inlet","salt","saguaro-epi","08/17/04 00:00:00","6.8",
176,"R9A-Dup","Saguaro Lake near inlet",,"saguaro-epi dup","08/17/04 00:00:00","7.3",
177,"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","08/17/04 00:00:00","5.2",
178,"R20","Verde River at Tangle","verde","verde abv horseshoe","08/17/04 00:00:00","23.1",
179,"Havasu 1","Havasu lake Sample",,"Havasu 1","08/17/04 00:00:00","2.6",
180,"Havasu 2","Havasu lake Sample",,"Havasu 2","08/17/04 00:00:00","0.0",
181,"R3","Waddell Canal","cap","waddell canal","09/14/04 00:00:00","3.1",
182,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","09/14/04 00:00:00","6.5",
183,"R11","CAP Canal at Cross-connect","cap","cap @ x con","09/14/04 00:00:00","2.5",
184,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","09/14/04 00:00:00","7.1",
185,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","09/14/04 00:00:00","4.2",
186,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","09/14/04 00:00:00","5.1",
187,"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","09/14/04 00:00:00","3.1",
188,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","09/14/04 00:00:00","4.0",
189,"R17","Deer Valley WTP treated water","srp","deer valley-treated","09/14/04 00:00:00","0.0",
190,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","09/14/04 00:00:00","6.0",
191,"R19","Val Vista WTP treated water","srp","val vista-treated","09/14/04 00:00:00","2.4",
192,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","09/14/04 00:00:00","4.0",
193,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","09/14/04 00:00:00","3.9",
194,"R25","verde river at beeline highway","verde","verde @ beeline","09/14/04 00:00:00","9.3",
195,"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","09/14/04 00:00:00","3.6",
196,"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","09/14/04 00:00:00","4.0",
197,"UH In","Union Hills Inlet","cap","Union Hills Inlet","09/14/04 00:00:00","3.1",
198,"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","09/14/04 00:00:00","0.0",
199,"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","09/14/04 00:00:00","4.2",
200,"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","09/14/04 00:00:00","0.0",
201,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","09/14/04 00:00:00","4.7",
202,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","09/14/04 00:00:00","6.2",
203,"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","09/14/04 00:00:00","4.6",
204,"SPT Out","Tempe's South Plant treated water","tempe","STP Out","09/14/04 00:00:00","4.9",
205,"Green In","Greenway WTP Inlet","srp","Green In","09/14/04 00:00:00","5.4",
206,"Green Out","Greenway WTP Outlet","srp","Green Out","09/14/04 00:00:00","3.1",
207,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","09/14/04 00:00:00","3.9",
208,"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","09/14/04 00:00:00","3.7",
209,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","09/14/04 00:00:00","18.7",
210,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","09/14/04 00:00:00","15.6",
211,"R9A","Saguaro Lake near inlet","salt","saguaro-epi","09/14/04 00:00:00","7.8",
212,"R9A-Dup","Saguaro Lake near inlet",,"saguaro-epi dup","09/14/04 00:00:00","6.8",
213,"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","09/14/04 00:00:00","6.3",
214,"R20","Verde River at Tangle","verde","verde abv horseshoe","09/14/04 00:00:00","12.8",
215,"Havasu 1","Havasu lake Sample",,"Havasu 1","09/14/04 00:00:00","0.0",
216,"Havasu 2","Havasu lake Sample",,"Havasu 2","09/14/04 00:00:00","2.8",
217,"R3","Waddell Canal","cap","waddell canal","10/12/04 00:00:00","3.3",
218,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","10/12/04 00:00:00","6.2",
219,"R11","CAP Canal at Cross-connect","cap","cap @ x con","10/12/04 00:00:00","3.3",
220,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","10/12/04 00:00:00","9.4",
221,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","10/12/04 00:00:00","4.4",
222,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","10/12/04 00:00:00","4.7",
223,"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","10/12/04 00:00:00","0.0",
224,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","10/12/04 00:00:00","4.4",
225,"R17","Deer Valley WTP treated water","srp","deer valley-treated","10/12/04 00:00:00","0.0",
226,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","10/12/04 00:00:00",,
227,"R19","Val Vista WTP treated water","srp","val vista-treated","10/12/04 00:00:00",,
228,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","10/12/04 00:00:00","4.5",
229,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","10/12/04 00:00:00","5.6",
230,"R25","verde river at beeline highway","verde","verde @ beeline","10/12/04 00:00:00","12.7",
231,"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","10/12/04 00:00:00","5.4",
232,"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","10/12/04 00:00:00","5.8",
233,"UH In","Union Hills Inlet","cap","Union Hills Inlet","10/12/04 00:00:00","3.2",
234,"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","10/12/04 00:00:00","0.0",
235,"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","10/12/04 00:00:00","4.7",
1709,"R3","Waddell Canal","cap","waddell canal","03/03/08 00:00:00","2.7",
1710,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","03/03/08 00:00:00","3.8",
1711,"R11","CAP Canal at Cross-connect","cap","cap @ x con","03/03/08 00:00:00","2.8",
1712,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","03/03/08 00:00:00","7.7",
1713,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","03/03/08 00:00:00","7.4",
1714,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","03/03/08 00:00:00","7.6",
1715,"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","03/03/08 00:00:00","0.0",
1716,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","03/03/08 00:00:00","7.2",
1717,"R17","Deer Valley WTP treated water","srp","deer valley-treated","03/03/08 00:00:00","<2.0",
1718,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","03/03/08 00:00:00","7.6",
1719,"R19","Val Vista WTP treated water","srp","val vista-treated","03/03/08 00:00:00","0.0",
1720,"R19","Val Vista WTP treated water-West","srp","val vista-treated-West","03/03/08 00:00:00",,
1721,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","03/03/08 00:00:00","7.7",
1722,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","03/03/08 00:00:00","7.5",
1723,"R25","verde river at beeline highway","verde","verde @ beeline","03/03/08 00:00:00","7.7",
1724,"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","03/03/08 00:00:00","7.3",
1725,"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","03/03/08 00:00:00","7.2",
1726,"UH In","Union Hills Inlet","cap","Union Hills Inlet","03/03/08 00:00:00","2.0",
1727,"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","03/03/08 00:00:00","0.0",
1728,"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","03/03/08 00:00:00",,
1729,"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","03/03/08 00:00:00",,
1730,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","03/03/08 00:00:00","6.7",
1731,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","03/03/08 00:00:00","7.2",
1732,"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","03/03/08 00:00:00","8.0",
1733,"SPT Out","Tempe's South Plant treated water","tempe","STP Out","03/03/08 00:00:00","0",
1734,"Glen In","Glendale WTP Inlet","srp","Glen In","03/03/08 00:00:00","7.5",
1735,"Glen Out","Glendale WTP Outlet","srp","Glen Out","03/03/08 00:00:00","0.0",
1736,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","03/03/08 00:00:00",,
1737,"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","03/03/08 00:00:00",,
1738,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","03/03/08 00:00:00","8.4",
1739,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","03/03/08 00:00:00","7.2",
1740,"R9A","Saguaro Lake near inlet","salt","saguaro-epi","03/03/08 00:00:00","3.8",
1741,"R9A-Dup","Saguaro Lake near inlet",,"saguaro-epi dup","03/03/08 00:00:00","3.9",
1742,"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","03/03/08 00:00:00","3.9",
1743,"R20","Verde River at Tangle","verde","verde abv horseshoe","03/03/08 00:00:00","10.3",
1744,"Havasu 1","Havasu lake Sample",,"Havasu 1","03/03/08 00:00:00","2.5",
1745,"R3","Waddell Canal","cap","waddell canal","04/07/08 00:00:00","0.9",
1746,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","04/07/08 00:00:00","2.2",
1747,"R11","CAP Canal at Cross-connect","cap","cap @ x con","04/07/08 00:00:00","1.2",
1748,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","04/07/08 00:00:00","3.0",
1749,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","04/07/08 00:00:00","2.9",
1750,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","04/07/08 00:00:00","4.1",
1751,"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","04/07/08 00:00:00","0.2",
1752,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","04/07/08 00:00:00","3.6",
1753,"R17","Deer Valley WTP treated water","srp","deer valley-treated","04/07/08 00:00:00","0.2",
1754,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","04/07/08 00:00:00","3.2",
1755,"R19","Val Vista WTP treated water","srp","val vista-treated","04/07/08 00:00:00","0.0",
1756,"R19","Val Vista WTP treated water-West","srp","val vista-treated-West","04/07/08 00:00:00","0.5",
1757,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","04/07/08 00:00:00","0.9",
1758,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","04/07/08 00:00:00","4.2",
1759,"R25","verde river at beeline highway","verde","verde @ beeline","04/07/08 00:00:00","7.2",
1760,"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","04/07/08 00:00:00","3.9",
1761,"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","04/07/08 00:00:00","2.8",
1762,"UH In","Union Hills Inlet","cap","Union Hills Inlet","04/07/08 00:00:00","1.2",
1763,"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","04/07/08 00:00:00","0.0",
1764,"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","04/07/08 00:00:00",,
1765,"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","04/07/08 00:00:00",,
